MOF,HENRY_AR_313_CORE,time_below_50_313_0.01,time_below_50_313_0.05,time_below_50_313_0.1,time_below_50_313_0.5,time_below_50_313_1,5bar_AR_313_CORE,15bar_AR_313_CORE
AXINAX01_clean,176.2,52.7,59.5,67.5,108.1,129.4,148.3,183.8
AXINAX_clean,308.6,99.3,128.9,160.6,265.7,277.0,318.9,927.4
AXINEA_clean,574.5,175.6,267.9,350.2,481.1,476.1,741.3,1313.8
AXINIF_clean,341.0,123.9,217.8,279.3,358.7,356.9,963.7,2633.6
AXIPEE01_clean,161.0,48.9,66.4,83.2,149.5,161.2,176.7,396.0
AXIPEE02_clean,461.9,161.2,200.2,249.1,368.1,398.9,519.2,1337.3
AXIPEE03_clean,165.2,54.3,71.7,91.6,160.0,173.3,189.0,414.3
AXIPEE_clean,156.9,48.8,67.5,83.8,149.7,160.3,173.1,372.6
AXUBAW_manual,169.8,53.4,68.6,84.7,159.5,183.0,196.9,393.0
AXUBOL_clean,261.5,94.4,155.0,202.0,289.9,290.0,544.8,1335.6
AXUHAD_clean,646.7,238.2,372.5,496.2,657.9,660.1,1483.0,4193.8
AXUHEH_clean,474.0,168.4,260.9,333.8,474.2,493.3,656.8,1445.5
AYOQEM_clean,869.1,323.8,522.9,669.6,856.7,807.7,2552.6,7354.7
AYOXUJ_clean,409.4,133.7,163.6,201.4,368.9,420.8,445.6,825.5
AYUJIP_clean,1257.3,406.2,538.9,649.6,885.0,936.7,1402.3,3529.5
AZAFIS_clean,127.3,45.4,76.7,102.6,147.2,147.6,247.8,512.5
AZAVOO_clean,244.6,88.3,151.9,197.6,263.9,255.7,505.5,958.7
AZAVUU_clean,214.7,69.9,116.3,154.1,201.2,198.6,381.4,739.5
AZAWAB_clean,426.6,189.5,341.0,428.6,497.4,487.4,1708.1,3584.6
AZEBUE_clean,194.8,72.7,130.1,167.5,207.5,206.3,470.4,876.7
AZEWEH_clean,185.6,73.3,132.2,168.3,219.3,220.6,408.0,778.9
AZIVAI_clean,225.4,67.1,111.5,148.3,223.0,209.1,459.4,1348.0
AZIXUD_clean,228.4,79.2,138.6,181.5,235.6,242.9,623.1,1639.8
BABREE_clean,423.9,171.3,301.0,400.3,480.3,471.0,1428.5,3956.8
BACGAQ_clean,329.3,117.7,198.5,266.7,376.2,368.5,658.9,1338.6
BADXAI_clean,769.8,250.1,323.1,433.6,701.9,767.2,845.3,1988.0
BADYAJ_clean,222.7,70.4,95.5,120.0,209.9,226.3,250.0,633.0
BAEDTA01_clean,379.9,137.8,257.9,316.8,390.4,385.1,804.8,1385.5
BAFHAU_clean,95.2,26.7,33.3,40.2,77.6,92.8,107.4,166.0
BAKGIF_manual,237.3,77.5,114.0,150.3,262.5,277.9,335.9,924.7
BAKJEE_clean,190.1,65.1,102.1,133.9,207.6,212.4,335.2,857.2
BAKJII_clean,273.3,106.6,194.2,251.1,306.0,307.2,965.6,2424.6
BAKJOO_clean,281.1,106.6,165.5,223.7,312.4,317.9,665.8,1811.0
BAKYIY_clean,219.5,71.0,118.0,155.8,225.7,219.6,467.7,1413.5
BAKYOE_clean,196.4,60.5,100.1,135.1,193.3,193.6,350.1,877.7
BAMKIM_clean,259.3,82.2,112.6,141.1,257.3,284.1,305.1,742.9
BAMKOS_clean,261.6,82.3,116.4,146.7,266.5,283.8,308.2,765.8
BANMAG_clean,205.1,61.4,72.8,84.5,152.9,195.1,230.7,267.2
BAPDAA_clean,244.9,90.4,154.6,201.8,293.9,289.8,627.5,1912.2
BAQWIC_clean,271.1,87.4,119.4,154.3,276.9,302.0,335.2,812.4
BARZUR_clean,289.3,111.8,199.1,260.6,324.4,331.1,831.5,1830.8
BASJUB_clean,424.6,165.0,313.0,402.2,467.2,453.3,1649.9,3727.1
BAWROI_clean,280.0,83.4,98.4,109.0,173.9,197.8,218.0,345.2
BAWRUO_clean,151.9,48.5,67.9,88.1,157.4,167.5,191.3,443.2
BAXFIR01_clean,283.8,101.6,168.7,227.9,321.5,323.0,613.1,1409.8
BAXFIR02_clean,291.3,101.5,176.4,231.9,323.9,336.6,635.4,1448.0
BAXSIE_clean,202.2,65.2,108.0,144.1,210.5,211.4,300.5,587.7
BAZFUF01_clean,340.6,122.9,213.3,270.2,383.6,385.9,857.1,2814.5
BAZFUF_clean,361.4,131.8,222.1,292.8,404.0,406.2,913.5,2929.1
BAZGAM_clean,198.2,63.0,75.9,88.7,152.2,172.6,188.5,401.2
BAZGEQ_clean,683.9,179.4,218.7,241.1,373.1,419.7,402.7,1018.1
BAZJET_clean,186.3,66.2,101.0,135.2,210.6,213.8,357.1,1018.5
BAZJIX_clean,209.3,70.2,109.2,144.8,229.4,230.9,342.9,928.3
BEDYEQ_clean,212.6,67.0,87.4,107.2,183.2,222.8,213.9,539.9
BEFGEA_manual,345.4,133.3,233.2,295.0,388.6,384.9,1021.1,2885.9
BEFLUV_clean,120.7,81.8,121.3,125.3,187.5,312.9,597.6,719.0
BEFMAC_clean,132.0,97.8,148.8,155.7,245.5,415.8,917.4,1271.0
BEGDEY_clean,421.5,208.0,336.1,353.9,377.4,578.0,1710.9,3171.5
BEJZAS_clean,142.1,46.5,78.1,103.0,152.3,155.8,283.3,696.8
BELJIL_clean,381.7,121.5,169.1,216.2,402.2,422.6,447.7,938.2
BELTOD_clean,601.9,234.8,450.5,532.6,596.8,594.7,2348.5,5664.2
BELTUJ_clean,590.3,252.5,441.8,556.0,593.9,645.9,2495.1,5864.7
BENXUP_clean,258.9,94.6,157.5,206.7,296.3,298.1,489.8,977.9
BENZOL_clean,171.8,59.1,96.9,203.2,195.1,198.3,297.4,611.9
BENZUR_clean,169.2,59.9,98.0,129.7,191.5,192.7,282.3,596.6
BEPBAB_clean,172.5,59.6,96.0,128.7,195.8,199.7,274.7,574.4
BEPLUF_clean,188.2,57.8,68.9,83.8,157.4,190.0,217.5,301.4
BEPMAM_clean,188.0,56.2,69.6,83.3,154.3,189.2,213.5,303.0
BEPMIU_clean,202.4,59.1,71.7,84.6,154.9,193.1,227.7,279.3
BEPNIV_clean,184.3,55.6,68.5,83.3,150.4,187.2,209.4,292.2
BEPNOB_clean,185.5,54.9,69.2,80.7,150.7,183.2,217.9,286.2
BEPNUH_clean,199.4,60.2,74.3,89.7,167.9,201.8,235.6,321.2
BEPPAP_clean,199.9,59.3,70.9,83.2,153.4,199.5,232.9,274.2
BEPPIX_clean,231.2,70.8,89.2,104.4,195.0,234.8,273.6,385.1
BEPPOD_clean,228.5,68.9,84.6,101.5,189.8,233.0,262.1,379.4
BEPREV01_clean,539.6,209.4,366.2,429.9,497.2,515.1,1942.3,4661.8
BEPREV02_clean,519.4,202.1,345.1,427.5,489.6,508.6,1671.8,4602.1
BEPREV03_clean,548.6,218.3,359.7,455.7,532.6,493.7,1868.7,4703.5
BEPREV_clean,551.4,206.2,353.9,448.4,498.8,526.4,1897.2,4625.2
BEPRIZ_clean,200.7,66.8,98.0,127.0,211.8,219.8,294.7,824.5
BEPROF_clean,238.9,84.7,136.0,178.0,263.5,264.8,505.5,1411.5
BEPVEZ_clean,279.7,88.0,126.2,169.2,288.5,309.0,325.0,617.1
BEPVID_clean,295.0,89.0,128.0,171.0,295.1,317.5,335.2,607.4
BEPVOJ01_clean,283.6,92.7,134.5,175.2,308.7,322.0,349.7,623.0
BEPVOJ_clean,269.1,89.1,126.2,162.5,289.0,302.4,314.3,555.5
BEPWEA_clean,254.3,76.6,96.2,114.1,218.7,313.8,290.2,388.3
BERQIA_clean,764.0,284.9,479.3,544.6,555.6,718.0,2815.8,5586.7
BETDAH_clean,166.7,58.7,97.1,134.5,193.4,194.7,332.2,824.0
BETDEL_clean,229.5,85.0,150.6,198.6,260.0,257.7,681.3,1650.6
BETDIP_clean,236.7,90.1,163.1,211.0,271.6,271.9,723.2,1737.9
BETDOV_clean,251.5,85.5,136.7,177.7,268.6,268.9,402.3,868.9
BETDUB_clean,168.4,59.8,94.4,126.0,188.1,194.5,319.7,767.4
BETFAJ_clean,169.9,60.0,99.9,131.3,192.6,195.0,340.4,823.8
BETFEN_clean,168.1,61.1,95.9,128.9,192.6,193.3,331.7,812.5
BETFOX_clean,254.5,88.3,139.8,184.4,270.4,274.7,383.9,849.6
BETFUD_clean,172.0,60.1,98.3,132.2,193.3,199.1,334.7,821.1
BETGAK_clean,169.3,59.5,96.1,131.9,191.7,196.2,334.4,809.4
BETGEO_clean,216.1,78.2,128.7,171.8,239.0,242.5,444.0,1064.5
BETGIS_clean,217.8,76.6,120.1,156.2,238.5,245.5,389.9,974.4
BETGOY_clean,209.7,75.2,113.7,148.3,228.8,228.5,388.5,989.6
BETGUE_clean,169.7,56.4,83.6,110.6,180.7,188.6,251.0,729.0
BETHEP_clean,204.0,73.6,112.3,148.9,229.6,230.6,393.2,1107.5
BETHIT_clean,170.3,57.1,85.3,112.9,187.6,198.7,260.3,785.6
BETZOR_clean,316.5,120.7,206.0,271.9,341.2,347.6,761.2,1700.8
BEVWAB_clean,500.3,212.8,406.1,503.4,533.8,591.4,2211.1,5190.0
BEWCUD_clean,214.4,63.1,71.9,81.4,129.3,151.1,169.2,260.9
BEWVEG_clean,220.6,78.9,115.1,150.5,242.3,248.3,353.0,953.7
BEWVOQ_clean,114.2,35.7,44.2,54.4,105.5,123.8,138.5,247.2
BEWWEH_clean,128.5,37.8,50.3,61.6,115.2,134.4,145.5,326.4
BEXPAX_clean,139.3,49.1,79.7,103.7,157.6,160.7,292.1,824.9
BEXQIF_clean,169.6,39.3,56.1,73.0,126.2,138.4,162.3,467.6
BEXQOL_clean,134.0,38.9,53.9,68.5,126.5,135.2,156.4,412.4
BEXQUR_clean,135.2,38.8,53.8,69.8,124.6,135.7,152.8,423.7
BEXRAY_clean,103.6,29.6,37.5,47.1,86.3,104.6,111.6,212.9
BEXREC_clean,104.3,29.6,38.6,47.5,89.5,103.3,113.8,224.6
BEXRIG_clean,104.5,29.4,38.9,48.2,92.1,103.1,113.7,234.6
BEXRUT_clean,224.8,75.5,116.7,153.6,271.5,252.2,349.7,895.4
BEXSAA_clean,220.5,77.2,113.8,149.8,241.9,250.9,352.8,894.5
BEXSEE_clean,218.4,73.0,111.4,148.7,242.4,246.0,335.9,879.1
BEXSII_clean,168.6,57.9,91.1,121.4,188.8,194.0,292.4,768.3
BEXTUV_clean,248.6,103.7,194.0,253.5,287.5,288.2,789.1,1481.2
BEXVAD01_clean,228.0,85.2,150.1,196.4,258.6,259.8,501.3,1055.6
BEXVAD_clean,229.3,91.2,167.4,225.9,260.0,261.7,610.3,1163.9
BEXVEH_clean,232.2,80.7,118.8,155.8,237.5,245.0,391.5,1152.0
BEXVIL_clean,140.0,45.5,66.0,84.8,152.5,157.5,188.5,556.9
BEYKEX_clean,290.3,97.1,160.5,212.1,308.4,315.1,547.3,1527.6
BEYSEF_clean,274.9,85.8,119.2,152.3,276.0,300.8,326.3,723.9
BIBXIV_clean,750.3,225.3,270.0,355.2,489.3,481.1,553.7,1603.5
BIBXOB_clean,182.0,58.6,83.0,105.4,189.1,205.7,229.8,652.6
BIBXUH_clean,157.1,49.8,67.5,86.1,156.6,178.0,188.8,449.9
BICPOT_clean,253.6,205.4,289.9,292.3,577.5,1035.2,2967.5,4471.3
BICPUA_clean,208.0,70.8,105.2,138.6,229.1,235.2,334.4,1068.6
BIDPOV_clean,303.0,110.9,179.0,228.5,308.9,300.0,699.2,1929.2
BIFGOO_clean,278.9,87.0,112.9,142.2,262.0,293.5,310.3,657.9
BIFKEI_clean,248.2,91.0,159.1,207.5,287.0,285.7,622.8,1491.4
BIGZUO_clean,186.2,58.9,73.9,90.2,153.1,175.6,188.7,438.1
BIHBAX_clean,415.2,132.0,213.9,268.8,395.4,410.6,791.9,2528.1
BIHBEB_clean,215.2,89.6,164.4,206.1,241.4,244.5,583.4,1315.6
BIJDUV_clean,379.0,112.1,146.0,188.9,300.6,318.7,354.8,910.7
BIJFAD_clean,369.5,110.6,155.7,190.7,300.0,313.6,389.9,1024.3
BIMDEF_clean,229.2,78.0,140.6,177.2,243.7,244.3,483.1,1061.3
BIMDIL_clean,212.5,74.3,132.1,172.9,224.6,225.2,532.2,1089.7
BINCUY_manual,395.0,140.8,215.9,285.3,408.5,423.4,818.1,2332.8
BINDAF_manual,385.2,142.7,217.0,282.4,411.6,422.9,819.5,2362.5
BINMIW_clean,410.4,185.2,341.3,409.9,434.5,426.5,1066.1,2178.1
BINROH_clean,476.7,140.4,166.3,208.2,308.9,327.3,341.4,756.5
BINRUN_clean,491.7,161.7,180.0,195.7,300.0,340.9,367.0,787.0
BINSAU_clean,565.6,163.6,196.4,234.6,384.2,370.1,400.9,856.4
BIPBAF_clean,233.3,78.2,117.9,155.1,234.3,236.7,402.7,1200.2
BIPLIX_clean,355.7,116.7,173.6,221.9,378.5,389.5,480.3,1298.3
BIPSUQ_clean,372.5,107.9,127.2,155.0,252.3,261.2,272.9,578.0
BIQHEQ_clean,221.9,80.7,143.9,188.7,235.4,234.4,521.6,1057.4
BIQVII_clean,255.3,84.4,125.8,166.9,277.0,292.6,324.1,652.8
BIRGIU_clean,289.7,93.5,133.7,179.0,301.5,312.3,377.6,1032.9
BIRMUM_clean,362.6,109.7,146.1,180.6,335.6,381.6,395.0,514.8
BIRSEC_clean,377.4,135.1,233.8,303.7,399.1,388.5,932.1,2101.5
BIRSIG_clean,379.2,137.3,247.8,316.1,396.7,390.4,995.9,2184.3
BIWSEG_ion_b,53.6,16.3,19.4,23.1,42.2,54.0,66.0,74.5
BIWSIK_ion_b,381.4,142.0,241.6,312.5,415.7,418.5,1014.6,2876.3
BIWSOQ_clean,427.0,129.9,193.1,222.0,296.3,326.8,490.4,1101.1
BIWYAH10_clean,91.6,29.4,34.6,41.7,79.0,99.7,113.4,172.0
BIXXIR_clean,387.4,133.0,200.8,273.1,416.1,425.0,721.6,1898.2
BIXYEO_clean,416.3,141.0,225.8,295.8,456.3,454.6,774.6,2055.0
BIYSUZ_clean,151.0,45.1,57.3,73.8,133.8,150.5,163.3,329.5
BIYTAG_clean,162.4,48.5,65.6,82.0,148.4,170.0,184.3,367.3
BIYTOU_clean,199.1,66.9,102.5,135.0,222.7,224.6,299.6,786.8
BIYVEM_clean,162.1,47.7,64.5,80.9,149.2,166.8,179.3,359.3
BIYVIQ_clean,278.4,89.2,133.7,182.3,287.6,295.8,432.4,1178.7
BIZLUT_clean,513.1,196.0,344.5,436.9,549.0,535.0,1568.6,4161.7
BIZMAA_clean,518.5,195.3,347.6,437.7,532.8,535.1,1618.3,4340.8
BIZMEE_clean,509.7,197.3,334.5,439.8,541.3,523.3,1626.2,4296.9
BIZMII_clean,514.2,200.8,331.2,438.3,538.8,548.1,1633.0,4261.7
BOCKOT_clean,211.3,69.9,104.1,135.7,229.1,236.6,313.0,801.7
BOHJOZ_auto,302.9,89.4,102.4,115.6,195.6,251.1,327.8,347.7
BOHWOM_clean,312.1,110.6,186.5,232.4,314.2,316.0,676.3,1948.4
BOJCIN_clean,411.8,137.6,186.1,233.0,417.1,473.4,466.6,917.0
BOKQEZ_clean,255.9,84.6,125.4,163.2,274.7,294.0,365.6,954.2
BOLPAU_clean,414.1,131.8,175.0,218.7,328.8,321.3,525.2,1295.5
BOLZIN_clean,485.1,153.2,187.0,204.8,348.4,376.7,408.0,808.2
BOMCOX_clean,391.9,156.5,272.5,368.5,440.5,435.0,1208.2,2590.7
BOPHIZ_clean,206.7,76.9,121.3,161.5,228.0,226.4,448.4,1017.9
BORBEQ_clean,253.2,77.4,119.7,157.5,245.5,252.2,338.6,802.3
BOSHIC_clean,365.4,161.8,286.1,339.1,364.5,402.2,1406.0,3104.5
BOVHEB_clean,375.1,196.2,363.3,407.9,428.5,608.1,1978.7,3287.1
BOWDIC_clean,362.6,138.5,235.7,307.0,380.1,381.8,936.5,2178.4
BOWNUY_clean,176.1,61.8,88.1,115.8,189.7,199.6,273.2,757.9
BOWRAH_clean,283.2,213.4,322.0,328.2,488.0,757.8,1457.2,1758.3
BOWSOW_clean,140.6,58.5,110.2,138.3,165.3,187.1,471.8,859.8
BOWZUK_clean,198.7,56.1,68.8,82.7,148.5,168.7,186.8,280.7
BOXFOK_clean,831.1,265.4,310.0,414.3,585.0,565.0,557.1,1049.7
BOXYIY_clean,166.6,53.6,80.8,107.3,176.6,187.6,229.0,502.1
BOYCEY_auto,259.5,89.9,140.2,183.6,272.8,271.7,474.9,1334.7
BOYTEQ_clean,280.0,95.8,158.5,207.9,305.7,314.9,377.8,652.3
BOYYOF_clean,402.3,124.8,185.4,232.9,370.7,378.0,554.3,1607.2
BOZFIH_clean,411.3,186.0,348.0,420.8,463.0,484.6,1920.2,4317.4
BOZFON_clean,424.4,142.9,234.4,296.9,387.7,375.7,851.2,1704.3
BUBQOE_clean,233.9,79.0,138.2,179.0,253.0,260.1,464.1,1035.0
BUBTUP_clean,425.5,130.4,175.2,224.5,379.5,371.2,438.6,1025.4
BUCSAU_clean,328.4,149.3,275.9,332.7,361.4,385.5,1067.3,1849.3
BUCSEY_clean,267.8,95.7,156.4,207.2,295.7,295.7,504.1,1001.3
BUCSIC01_clean,319.3,158.5,303.5,339.1,357.9,419.6,1175.4,1790.4
BUCVAY_clean,520.0,198.5,302.3,377.9,499.6,490.8,714.0,1307.3
BUCWAZ_clean,189.7,62.1,95.8,126.2,205.9,207.2,293.8,817.8
BUGSAY_clean,336.0,109.7,162.9,217.7,365.1,375.1,445.9,1089.1
BUGSEC_clean,332.0,109.4,159.0,206.2,365.3,379.5,448.6,1069.3
BUGSIG_clean,334.1,109.4,160.9,207.1,362.4,376.4,447.4,1069.5
BUGSOM_clean,334.2,109.4,162.2,209.2,356.5,392.0,450.1,1121.2
BUKMUQ01_clean,108.5,32.2,48.4,65.9,108.6,114.6,148.2,420.5
BUKRUW01_clean,230.6,78.0,121.7,160.5,248.5,251.2,417.8,1296.0
BUKRUW02_clean,205.2,69.6,105.8,141.0,222.5,230.8,350.4,1082.6
BUKRUW03_clean,200.2,65.3,98.9,124.4,209.7,219.8,287.5,880.2
BUKYAJ_clean,250.0,94.9,162.6,212.4,282.6,278.9,555.2,1091.7
BULBER_clean,298.8,99.5,158.2,208.7,305.0,317.4,563.7,1500.5
BUNKUS_clean,261.7,83.9,111.2,134.7,231.5,237.0,274.2,681.8
BUNLAZ_clean,232.5,74.6,96.2,116.5,195.9,215.8,230.8,637.7
BUPDOH_clean,294.1,120.0,216.4,257.1,289.8,309.2,951.8,2479.7
BUPVEP_clean,205.4,70.6,103.7,138.1,218.5,223.5,312.9,836.7
BUQWER_clean,300.8,126.1,230.6,284.4,336.2,343.0,912.6,1608.2
BURJOO_clean,234.6,75.7,108.8,138.4,240.9,261.6,270.7,467.3
BURQIQ_clean,391.7,161.1,295.3,394.4,429.4,455.3,1585.7,3861.5
BUSNAF_clean,308.0,95.0,127.8,163.6,301.1,332.3,351.9,566.6
BUSQEM_clean,196.6,73.8,141.9,175.5,204.5,204.6,536.9,1073.9
BUSQIQ_clean,233.9,181.9,270.7,272.2,416.5,644.4,1261.0,1599.9
BUSRUE_clean,268.1,97.8,167.7,216.3,296.0,306.3,621.2,1436.0
BUVHEH_clean,174.2,63.4,95.7,128.3,201.9,203.9,325.3,843.4
BUVVIZ_clean,473.2,143.8,191.6,237.7,416.2,434.7,470.6,777.0
BUVVOF_clean,513.0,156.1,190.8,249.2,434.0,482.1,521.6,716.2
BUVWOF02_clean,350.3,109.3,153.5,191.3,349.2,387.3,418.2,842.1
BUVWOF03_clean,306.5,93.8,123.0,150.1,282.0,327.2,328.7,535.6
BUVXOG_clean,356.4,110.1,154.4,197.4,357.7,387.7,408.8,849.6
BUVYEX_clean,280.5,88.6,116.2,142.2,263.8,296.9,312.7,517.3
BUVYIB01_clean,190.8,69.3,106.1,140.6,215.7,218.0,360.8,964.3
BUVYIB_clean,202.3,66.3,106.3,140.5,211.3,214.9,367.1,947.9
BUWLUC_clean,253.3,74.3,109.7,141.6,242.5,251.1,325.8,851.4
BUWMAJ_clean,200.4,58.7,87.0,116.6,193.6,203.5,269.4,815.2
BUWMEN_clean,184.3,59.8,79.1,101.6,183.4,199.3,222.5,570.1
BUWMIR_clean,169.9,53.8,73.9,94.9,175.6,189.3,206.8,535.0
BUXNOZ_clean,410.1,140.7,218.5,289.1,351.3,354.3,886.0,2480.3
BUXTOF_clean,498.6,222.8,405.6,498.2,529.7,609.0,2485.7,4858.5
BUXTUL_clean,584.6,240.4,426.6,548.4,661.4,633.8,2070.7,5321.1
BUXZAX_clean,212.4,69.0,86.2,107.3,178.0,200.2,213.8,540.0
CABJOH_clean,186.1,64.8,111.8,146.5,198.6,199.5,433.4,914.4
CACBUG_clean,243.0,72.8,92.8,113.4,213.8,253.5,273.4,394.0
CACNOM_clean,255.3,106.9,203.7,254.4,295.9,297.9,953.1,2024.0
CADPII_clean,306.6,101.4,156.6,203.1,327.3,339.2,346.5,432.0
CADQAB_clean,162.4,55.0,85.4,115.0,184.9,185.9,274.4,730.4
CADQOP_clean,154.7,51.9,79.5,107.3,174.6,182.2,240.2,649.2
CADZIT_clean,384.3,129.4,202.8,263.7,429.3,428.3,593.6,1449.2
CAGSAG_clean,250.9,92.7,156.9,201.8,279.2,284.8,600.8,1526.0
CAGXIU_clean,244.2,90.5,160.0,211.9,274.6,273.5,518.9,924.3
CAJQEL_clean,160.2,54.7,86.6,114.2,176.7,181.2,247.9,648.9
CAJQIP_clean,141.4,44.9,61.6,78.4,137.1,151.5,161.4,379.8
CAJWIV_ion_b,249.7,93.5,157.0,208.7,297.8,297.7,525.0,1173.1
CANRIU_clean,269.9,100.8,172.1,228.8,314.8,309.8,665.7,1615.9
CANROA_clean,268.3,98.9,165.7,219.8,307.7,309.6,623.2,1521.9
CANRUG_clean,380.8,168.8,299.8,372.7,452.0,441.6,1624.7,3942.6
CANYIB_clean,325.3,115.9,197.2,260.9,366.9,368.3,774.8,2072.9
CAPLOX_clean,178.8,62.4,102.9,135.7,208.0,208.2,361.6,898.2
CAQCAZ_clean,207.7,97.9,186.0,226.8,243.4,277.4,1017.9,1824.3
CARGEI_clean,191.0,56.6,60.5,65.1,96.4,127.4,216.0,226.5
CASTEW_clean,211.7,99.7,195.7,227.4,242.6,283.2,1033.9,1832.5
CASWIE_clean,122.2,50.6,95.5,122.4,144.3,146.6,423.5,990.6
CAVMIX_clean,606.5,207.0,339.8,431.7,514.4,521.7,1399.0,3406.3
CAVMOD_clean,380.0,125.2,176.5,224.3,375.9,388.4,433.3,1048.4
CAVNOE_clean,218.3,74.5,135.5,173.6,226.4,221.2,433.7,775.1
CAVPEW_manual,525.9,180.6,304.5,392.9,528.8,535.4,1346.7,4368.8
CAVPIA_manual,488.2,182.4,301.2,391.0,524.3,527.2,1389.8,4229.7
CAVPUM_manual,483.1,179.9,311.8,404.8,538.8,533.6,1456.7,4516.4
CAVRAU_clean,315.0,120.4,220.6,273.5,322.5,327.8,904.1,2136.0
CAVREY_clean,320.2,123.9,227.2,296.2,326.2,335.6,996.3,2246.9
CAVSUP_clean,164.1,52.7,75.3,98.5,172.9,186.9,209.2,495.8
CAVVUS_clean,177.5,62.4,99.5,132.6,201.1,203.6,336.0,873.0
CAWDOU02_clean,227.4,73.8,121.4,153.0,233.9,235.6,388.8,964.9
CAWVIH_SL,345.0,115.6,200.0,268.7,347.1,354.8,695.3,1408.0
CAXSUR_SL,249.8,80.3,108.5,144.4,249.9,257.4,308.7,887.0
CAXTAY_clean,215.7,69.1,95.8,120.0,206.2,233.0,252.0,697.7
CAXTEC_clean,253.0,85.9,129.8,170.3,258.0,260.5,406.2,1141.6
CAXVII_clean,170.3,57.1,85.0,113.4,189.1,195.0,274.4,784.6
CAXVOO_clean,166.8,55.2,83.8,111.6,191.8,197.1,268.0,773.7
CAXVUU_clean,165.0,54.7,82.4,109.6,185.6,189.6,262.6,761.9
CAXWAB_clean,162.2,56.1,84.0,110.2,181.4,189.7,266.2,774.1
CAXWEF_clean,163.6,58.3,83.1,110.4,182.4,189.2,268.4,784.6
CAXWIJ_clean,162.8,55.4,83.5,110.1,182.9,196.3,272.4,788.1
CAXXEG_clean,399.2,152.0,245.8,327.7,445.7,443.6,978.9,2401.8
CAXZOS_clean,838.1,369.1,665.8,825.9,861.0,940.6,4009.3,10140.1
CAXZUY_clean,1095.6,338.4,460.4,536.8,703.0,726.5,1573.6,3999.7
CAYCAI_clean,271.2,83.1,98.9,118.4,212.9,263.3,306.1,363.8
CAYDEN_clean,278.2,76.6,106.5,136.8,248.2,273.3,286.8,449.9
CAYDIR_clean,280.4,77.4,109.9,134.8,258.8,274.6,291.5,461.3
CAYDUD_clean,370.6,76.6,109.5,134.1,244.6,263.9,280.7,446.4
CAYKEU_clean,259.1,92.9,156.7,208.7,296.1,298.2,578.6,1386.8
CAYMIZ_clean,261.3,94.2,156.5,208.9,292.3,295.8,485.0,970.8
CAYQAV_clean,316.9,105.0,169.4,226.6,347.7,351.8,555.2,1553.0
CAYQIE_clean,193.4,64.6,106.5,143.7,194.3,196.1,416.8,1183.6
CAYQOK_clean,360.4,133.6,243.4,315.2,351.9,371.8,1450.0,4146.1
CAYQUQ_clean,229.5,77.4,132.9,170.8,233.6,232.8,535.8,1682.3
CAYSIE_clean,361.6,110.1,133.7,161.5,302.3,366.7,402.3,564.4
CAYSOK_clean,296.6,88.6,105.8,123.2,232.0,282.9,333.6,394.9
CAYYEG_clean,361.0,110.8,134.8,165.0,297.3,354.0,399.6,550.8
CAZGIT_clean,435.1,161.4,274.9,355.1,469.2,462.2,877.6,1675.7
CAZNEY_clean,216.1,72.5,111.4,149.7,232.4,235.5,370.9,1007.4
CEBDOD_clean,245.5,82.7,127.5,171.1,282.2,286.6,365.2,831.9
CECVAI_clean,401.0,131.6,209.1,279.6,395.6,400.4,816.3,2418.4
CEDFIC_clean,219.1,81.7,139.4,185.0,251.9,251.4,543.2,1291.3
CEDFOI_clean,433.5,193.5,359.1,438.4,485.4,502.8,2043.0,5165.4
CEDFUO_clean,320.4,133.7,249.0,314.4,363.0,371.8,1199.6,2842.9
CEGDUO_clean,306.3,91.5,134.4,176.3,303.5,315.6,350.1,737.0
CEGFAW_clean,334.2,109.8,159.8,212.3,363.6,375.0,418.2,923.0
CEGWER_clean,260.6,95.2,161.9,213.2,292.6,293.7,467.5,823.7
CEHLAD_clean,277.7,92.7,160.8,211.8,274.8,271.0,736.7,2173.6
CEJBEA_clean,339.0,107.0,137.1,255.4,319.2,360.8,381.2,575.2
CEJCAW_clean,210.4,64.6,93.8,123.8,210.3,222.0,253.4,613.3
CEJZAU_clean,373.3,145.8,254.6,329.4,410.3,408.6,1040.5,2395.1
CEKHIL_clean,132.8,42.4,59.9,77.5,138.5,149.9,169.9,470.0
CEKNIQ_clean,598.1,166.1,180.3,216.6,322.3,395.7,393.4,1040.3
CEKROB_clean,263.8,82.3,120.5,156.6,269.2,281.0,304.5,629.4
CELZEA_clean,195.7,65.5,99.0,132.8,217.9,225.3,286.5,708.1
CEMKOV_clean,235.3,78.0,133.8,173.7,219.5,231.2,531.6,1159.4
CEMYUQ_clean,124.2,41.0,75.5,95.6,125.6,128.4,327.6,791.5
CENJIQ_clean,215.5,67.2,93.5,117.2,209.7,234.1,247.3,535.2
CENKAJ_clean,218.8,74.1,91.2,112.1,206.9,232.8,246.8,519.1
CENPUI_clean,341.2,158.2,299.6,368.4,395.3,415.8,1319.3,2405.0
CESFIQ_clean,356.0,131.5,224.8,284.9,360.8,339.8,924.8,2555.3
CESFOW_clean,238.8,84.2,129.9,170.5,240.4,242.5,453.7,1247.0
CETFOX_clean,207.5,65.9,87.6,111.9,202.6,229.0,241.8,442.9
CETFUD_clean,267.5,92.8,148.9,200.9,303.4,309.6,440.3,935.0
