MOF,HENRY_AR_313_CORE,time_below_50_313_0.01,time_below_50_313_0.05,time_below_50_313_0.1,time_below_50_313_0.5,time_below_50_313_1,5bar_AR_313_CORE,15bar_AR_313_CORE
LAJTIC_clean,143.8,44.3,46.8,50.8,77.2,102.3,168.9,178.1
LAKFIN_clean,433.0,168.7,292.6,364.0,450.7,429.8,1394.3,3779.1
LALFEL_clean,125.1,40.5,59.2,72.7,131.5,142.9,159.6,419.7
LALFUB_clean,184.9,66.9,103.0,139.0,220.8,224.6,296.2,679.0
LAMFEK_clean,253.2,87.8,116.2,146.3,266.8,298.6,315.7,660.5
LAMFIO_clean,174.5,55.0,67.3,80.3,150.8,187.1,211.4,254.0
LAMFOU_clean,193.3,59.4,76.2,98.7,178.8,209.7,227.2,324.1
LAMHAI_clean,154.1,49.3,63.0,87.7,145.1,172.3,187.9,260.6
LAPLEW01_clean,370.0,176.6,308.8,350.6,372.0,459.2,1720.5,3645.8
LAPLEW_clean,672.4,403.0,482.9,490.8,969.9,1557.5,4705.0,7637.9
LAPLOG01_clean,625.9,399.6,493.5,480.1,1012.6,1615.1,4685.1,7975.4
LAPLOG_clean,598.1,486.3,505.8,569.9,1669.7,2509.6,5907.5,8211.2
LAPLUM_clean,703.0,574.3,574.5,637.1,1884.4,2853.0,6543.1,9896.6
LAPMAT_clean,620.6,496.4,553.0,568.9,1353.8,2177.5,5196.6,8304.5
LAPMIB_clean,590.3,442.7,503.1,495.0,1336.0,1860.5,4672.6,6743.8
LAPMUN_clean,685.4,546.7,603.7,815.8,2224.7,3311.2,7178.6,9418.0
LAPNAU_clean,687.1,440.9,513.9,502.2,1195.4,1802.3,4786.7,6824.6
LAPNEY_clean,612.1,444.6,498.1,503.6,1218.1,1926.9,4822.3,6535.8
LAPNIC_clean,695.1,361.2,474.8,475.6,923.9,1577.4,4556.5,7766.4
LAPNOI_clean,616.6,385.7,529.5,470.2,919.2,1454.5,4319.6,6987.5
LAPNUO_clean,615.8,335.5,491.1,497.8,744.5,1265.0,3977.0,7691.9
LAPZEK_clean,313.0,109.0,169.4,221.3,271.4,289.8,696.3,1935.0
LAPZIO_clean,316.3,126.8,198.0,264.4,316.8,302.9,837.5,2135.0
LAQNID_clean,183.3,62.9,95.0,121.6,183.3,183.9,282.0,761.9
LAQNOJ_clean,293.3,99.3,165.9,213.4,261.3,261.0,665.3,1847.9
LAQNUP_clean,310.5,106.1,174.5,222.0,283.6,277.5,735.6,1946.6
LAQZOV_clean,226.4,85.4,143.2,192.4,267.1,268.7,580.1,1483.4
LARNIE_clean,163.8,61.6,99.0,129.8,192.3,196.0,305.9,663.1
LARPEC_clean,243.2,102.6,182.4,242.6,277.8,280.6,954.9,2356.1
LARVIM_clean,226.1,79.4,121.9,159.3,247.8,248.2,386.9,1120.8
LARXUA_clean,388.3,122.8,142.8,150.3,241.0,284.8,295.9,499.6
LASDEQ_clean,492.8,189.4,311.6,393.9,463.7,451.8,1505.2,3962.9
LASMAV_neutral,420.7,160.7,284.6,373.3,455.8,470.2,1160.5,2738.8
LASRAB_clean,106.7,34.2,43.0,52.5,98.5,116.5,132.6,241.1
LASREF_clean,127.2,41.8,52.0,63.5,119.8,140.3,152.9,297.8
LASRIJ_clean,140.6,36.1,46.5,56.6,105.7,126.0,138.1,258.4
LASWEJ_clean,198.6,72.5,118.8,161.1,236.4,284.3,382.3,883.4
LASWIN_clean,218.7,98.8,181.8,232.5,268.1,270.9,735.7,1275.4
LASYOU_clean,245.8,98.5,174.6,229.2,292.7,299.4,861.1,2397.6
LATBUG_clean,473.2,138.9,169.0,200.0,286.1,315.5,365.3,864.4
LATCAN_clean,519.4,139.0,172.6,189.4,285.9,322.9,344.5,832.5
LATCEO_clean,111.9,35.7,48.3,62.2,116.6,130.9,141.4,330.0
LATCIS_clean,84.9,26.4,32.5,39.2,74.7,93.2,103.7,165.6
LATPIG_clean,206.4,73.0,110.8,146.5,235.7,243.7,319.1,764.0
LATYOX_clean,226.8,76.1,108.3,140.9,249.6,269.9,304.5,826.0
LAVCOD_clean,111.1,45.9,83.8,108.7,142.2,143.4,357.3,782.1
LAVCUJ_clean,110.8,33.9,38.0,42.5,69.4,93.3,135.5,142.0
LAVDOE_clean,263.5,93.9,135.1,170.9,275.1,290.1,335.7,725.3
LAVMAY_clean,199.5,77.3,134.1,175.6,230.9,230.6,478.9,1022.1
LAVSUY_clean,124.7,45.5,72.2,95.9,148.9,151.1,235.5,561.8
LAVTAF_clean,127.2,43.9,68.4,90.6,148.4,151.5,212.4,512.2
LAVTEJ_clean,122.3,44.1,69.1,91.8,146.4,151.8,213.3,517.5
LAVTIN_clean,120.0,41.6,66.2,88.8,137.3,144.6,205.0,488.0
LAVTOT_clean,122.6,44.1,70.5,96.7,148.6,152.3,219.8,520.8
LAVTUZ_clean,117.3,43.9,71.2,94.6,144.1,142.2,243.1,575.7
LAVZOA_clean,161.2,56.0,83.2,108.9,180.5,188.6,210.1,397.6
LAVZUG_clean,113.8,37.7,50.5,63.9,117.6,129.6,140.4,333.6
LAWFOF_clean,376.1,136.3,231.8,294.5,407.4,414.0,1006.6,3051.8
LAWFUL_clean,361.6,136.9,225.9,297.3,403.6,403.2,1002.3,3122.0
LAWFUN_clean,283.1,108.6,182.4,243.6,329.2,317.5,637.2,1307.2
LAWGAS_clean,356.2,134.8,227.5,304.4,402.8,411.1,1020.4,3048.1
LAWGEW_clean,99.7,32.1,41.0,50.4,95.4,112.7,125.1,230.1
LAWGIA_clean,99.7,32.3,40.8,51.1,95.1,112.6,125.3,229.5
LAWGOG_clean,99.9,32.0,41.1,49.9,94.1,112.4,125.4,233.4
LAWGOI_clean,352.2,105.4,138.1,167.8,287.2,317.1,343.5,597.7
LAWGUM_clean,100.2,32.4,41.4,50.6,96.2,112.4,124.7,228.2
LAWGUO_clean,344.8,97.9,144.8,169.2,275.9,301.1,325.5,771.7
LAWHEZ01_clean,333.0,99.8,132.2,165.6,288.3,304.0,328.5,663.9
LAWHEZ_clean,346.3,100.1,131.2,175.6,287.6,298.1,333.5,675.1
LAWHID_clean,331.8,97.4,131.9,172.6,279.7,292.5,319.7,624.6
LAWHOJ_clean,272.3,102.1,165.1,220.6,313.1,313.5,618.3,1612.6
LAWHUP_clean,280.0,102.4,166.1,218.4,310.7,308.5,629.5,1601.9
LAXCUK_clean,336.7,109.3,138.2,165.4,273.8,282.2,337.3,861.7
LAXJAX_clean,2270.0,791.5,1084.7,1308.7,1585.3,1488.9,3526.1,8633.4
LAYGAV_clean,536.9,230.1,438.1,536.5,606.5,620.5,2253.4,5293.8
LAZGOK_manual,241.8,77.7,99.5,122.8,229.5,269.6,295.4,445.3
LAZJIH_clean,147.2,56.2,93.9,119.7,160.3,161.1,333.8,721.1
LAZKUU_clean,325.1,126.2,212.6,277.2,384.1,368.7,806.3,1927.0
LAZXOB_clean,170.9,58.0,83.6,106.1,187.4,197.3,220.6,521.2
LECFAC_clean,277.4,107.7,187.7,252.0,311.2,312.5,791.0,1995.3
LECFEG_clean,292.1,107.5,189.4,242.2,313.8,314.3,788.4,1943.7
LECGIL_clean,127.6,39.6,47.8,56.7,103.9,131.8,152.5,195.2
LEDHEJ_clean,246.4,97.8,174.4,232.4,297.6,293.8,501.7,842.6
LEDHIN_clean,246.6,101.5,176.0,228.8,299.2,297.3,501.9,837.1
LEDLAJ_clean,396.2,151.6,229.4,304.2,465.9,451.9,658.3,1432.0
LEDLEN_clean,255.6,94.8,147.3,191.4,298.4,302.6,481.3,1303.2
LEGGEK_clean,230.0,94.6,178.4,230.7,268.0,276.3,695.7,1222.4
LEGGIO_clean,461.3,218.2,435.0,498.6,524.4,639.3,2624.6,5690.9
LEHXUT_clean,275.1,86.3,103.5,119.8,188.3,215.7,232.6,410.3
LEJBUX_clean,95.4,30.7,40.9,50.5,95.5,110.5,119.8,253.6
LEJCAE_clean,95.8,31.6,42.0,53.4,98.7,111.7,120.4,271.9
LEJCEK_clean,193.2,58.2,65.5,74.6,118.3,141.5,168.0,224.2
LEJKIW_clean,193.9,85.5,155.3,200.2,232.8,235.0,741.2,1521.8
LEJRIC_clean,155.9,54.8,80.1,104.7,180.4,189.2,244.9,694.0
LEJZOQ_clean,590.6,206.5,324.1,432.6,604.6,602.9,1012.1,2232.7
LELDOX_clean,2098.6,656.3,829.6,991.9,1284.1,1329.3,2256.2,6754.6
LELDUD_clean,864.4,275.0,329.3,391.8,524.1,577.4,651.2,1918.2
LELMIA01_clean,158.7,63.8,114.7,147.5,187.0,187.9,426.6,826.7
LELMIA_clean,148.8,59.6,106.9,139.6,183.7,182.2,395.1,812.6
LELROL_clean,281.8,101.6,163.4,209.7,332.4,329.2,581.3,1671.5
LELRUR_clean,292.3,100.4,144.6,187.0,301.7,312.9,430.1,1144.2
LEMVOP_clean,481.0,170.5,269.0,354.8,537.2,542.1,732.2,1583.8
LENGAO_clean,249.2,87.9,134.8,178.2,273.8,273.8,395.8,1029.9
LENGES_clean,438.8,468.2,607.0,920.8,1793.6,2079.8,2471.3,2970.7
LENKIA_clean,153.5,52.7,78.5,103.3,178.7,188.0,230.5,637.0
LEQBUG_clean,282.4,94.6,155.9,197.4,247.7,250.5,620.1,1872.5
LEQCAN_clean,270.4,92.0,153.3,193.3,239.6,246.1,638.1,1676.5
LEQQAA_clean,256.8,90.9,154.5,201.4,277.9,279.0,638.5,1687.2
LEQQII_clean,278.9,92.4,129.1,167.7,281.5,302.2,347.3,981.5
LEQVUZ_clean,451.9,168.7,286.2,378.7,500.6,468.7,1257.5,3591.1
LESWAI_clean,243.9,98.1,173.1,232.0,291.5,289.7,638.0,1226.8
LETDEU_clean,129.0,40.2,44.2,49.4,76.5,98.3,144.5,149.5
LETDUK_clean,126.2,45.3,56.2,71.1,133.4,148.9,159.5,371.1
LETPOR_clean,503.9,176.9,248.4,345.1,450.8,429.9,911.5,2493.8
LETPUX01_clean,285.5,98.8,143.1,186.6,267.1,276.6,420.2,1132.8
LETPUX_clean,293.9,99.0,143.8,185.7,277.2,274.9,447.4,1146.7
LETQAE01_ion_b,241.4,90.9,149.2,203.4,299.3,305.5,484.8,1226.2
LETQAE_clean,390.8,136.2,225.6,273.2,375.6,368.1,747.3,1939.0
LETQEI_clean,527.0,176.9,300.2,348.4,469.1,471.1,1112.8,2793.6
LETRAF_clean,580.3,224.3,333.7,410.7,511.7,527.0,1247.9,3546.5
LETREJ_clean,1036.1,326.0,479.6,590.2,741.8,725.8,2209.0,6331.9
LEVBAQ_clean,342.4,212.9,383.9,422.9,462.5,828.4,3254.1,6051.4
LEVDIB_clean,169.1,60.1,90.6,122.9,189.7,195.2,283.5,765.6
LEVLEF_clean,589.2,212.5,311.9,425.9,501.4,493.3,854.7,1855.7
LEVNOQ01_clean,248.8,100.5,180.1,236.8,297.8,295.7,740.7,1553.6
LEVNOQ_clean,245.1,98.7,176.4,234.4,298.0,299.5,742.6,1592.9
LEVPAF_clean,365.3,132.2,199.8,278.1,396.3,398.5,640.6,1771.1
LEVYOC_clean,236.4,90.8,156.3,206.5,283.6,284.2,468.5,873.8
LEWMUX_clean,273.2,132.6,263.4,302.4,328.8,371.0,1330.4,2986.8
LEWZET_clean,138.0,49.9,89.0,119.2,148.3,147.9,340.9,631.7
LEYFUS_clean,306.9,96.1,128.0,153.9,270.0,303.0,321.7,624.8
LEYPAI_clean,136.6,45.1,62.3,77.2,141.7,163.1,171.4,333.8
LEYQUD_clean,137.2,44.2,54.2,67.4,122.4,143.1,159.0,268.0
LEYRAK_clean,139.3,43.6,55.5,67.4,123.1,148.7,158.9,274.1
LEYREO_clean,135.8,43.1,54.2,65.4,120.3,142.8,158.6,269.5
LEZJOQ_clean,279.6,98.1,167.5,221.8,310.6,310.5,405.7,696.9
LEZLAF_clean,303.7,110.9,155.1,203.4,340.7,356.5,408.0,893.0
LEZMIN_clean,166.5,74.0,142.9,175.9,206.2,209.8,692.1,1425.4
LEZWUK_clean,318.8,100.1,133.4,156.2,286.8,324.6,339.0,659.1
LEZXAR_clean,312.8,103.0,131.1,167.9,295.2,327.3,334.2,732.2
LIBQIY_clean,139.2,43.8,54.8,65.5,120.8,144.4,158.2,267.5
LIBZIG_clean,168.2,59.4,91.4,120.9,196.6,204.1,275.8,705.2
LICKAL_clean,192.7,67.2,103.9,135.6,221.8,225.4,246.5,427.1
LIDSAU_clean,256.6,105.0,191.0,238.2,280.4,280.6,878.2,1772.5
LIDSEY01_clean,380.0,230.7,386.6,413.4,465.0,830.2,2738.9,4842.9
LIDSEY_clean,249.8,102.4,184.2,238.3,274.0,285.8,864.8,1753.7
LIDSIC_clean,299.2,126.8,236.2,292.8,343.9,339.0,1260.3,2879.7
LIDWIG_clean,298.3,117.5,200.0,261.4,356.3,351.5,688.4,1420.7
LIDZOP_clean,326.2,163.9,312.1,368.4,391.8,422.9,951.0,1320.6
LIDZUV_clean,375.4,227.3,418.3,449.6,459.7,615.2,1318.1,1666.9
LIFSAW_clean,468.9,200.0,368.9,461.5,540.0,538.7,1663.0,3630.2
LIFSEA_clean,516.9,239.8,443.5,549.0,618.0,618.4,2139.3,4583.1
LIFWOO_clean,225.1,88.0,158.0,203.4,251.0,248.0,554.5,1047.0
LIGHAM_clean,261.3,90.8,138.0,180.4,300.9,310.6,379.7,862.9
LIHKAQ_clean,228.9,218.6,236.3,266.4,798.8,1164.1,2258.2,3444.0
LIJNOJ01_clean,289.6,109.5,182.6,238.4,336.1,344.2,458.8,812.1
LIJNOJ_clean,298.6,110.8,180.7,238.6,333.4,336.7,459.7,793.0
LIKDOA_clean,253.6,77.4,94.5,110.1,179.7,198.5,211.9,438.4
LIPQOR_clean,581.3,257.3,443.1,551.5,653.4,641.2,2200.2,6182.2
LIQDAS_clean,272.8,97.4,152.9,199.8,304.7,312.1,516.4,1559.3
LIQFEY_clean,178.3,66.6,113.8,153.0,211.6,213.2,388.6,806.4
LIQJEC_clean,199.2,64.4,83.8,102.7,187.0,210.7,223.8,440.4
LIQTUC_clean,449.8,171.8,296.6,375.9,471.6,480.6,1161.3,2512.6
LIRFIB_clean,73.5,22.8,27.0,31.5,58.2,73.6,91.2,109.4
LIRNOR_clean,814.9,313.4,474.5,597.5,702.6,679.8,2155.7,4310.5
LIRTUC_clean,460.2,151.4,234.8,306.6,449.6,457.5,840.0,2145.9
LITCIC_clean,178.8,60.9,92.9,124.7,200.3,207.0,274.5,691.4
LITCOI_clean,341.5,143.9,263.6,329.9,403.2,400.2,1275.6,3087.9
LITDAV_clean,343.1,140.9,258.6,338.5,397.8,398.2,1155.8,2513.7
LITHUR_clean,144.8,48.9,66.7,86.8,156.1,170.9,187.7,489.5
LIVLUZ_clean,183.5,76.1,135.3,171.0,219.2,217.4,475.0,954.1
LIVTIT_clean,134.7,49.1,78.9,104.5,161.2,164.9,255.8,666.1
LIVWAQ_clean,126.6,44.4,73.9,98.0,143.4,146.0,230.1,464.9
LIWFOM_clean,166.3,56.3,79.4,102.6,181.6,198.3,207.9,383.2
LIWVIY_clean,146.3,49.7,70.7,92.2,162.3,175.7,195.0,459.8
LIWXIZ_clean,396.3,126.0,157.1,189.1,352.9,425.2,476.2,513.7
LIWXOG_clean,191.5,70.4,108.3,144.5,224.0,228.4,354.0,882.1
LIXWAR01_clean,253.5,94.9,167.1,216.3,300.4,300.1,695.7,1410.9
LIXWAR_clean,253.3,97.7,167.6,226.0,302.2,303.9,639.8,1443.4
LIXXAS_clean,158.8,57.5,88.8,118.8,190.3,192.3,287.6,735.2
LIXXEW_clean,274.1,125.2,241.7,297.5,312.6,336.3,957.8,1580.7
LOBHAM_clean,276.7,103.9,178.9,230.8,329.5,329.5,654.4,1733.3
LOCRUR_clean,152.2,47.3,76.4,102.4,153.7,155.1,273.2,703.1
LOCZIO_clean,228.3,82.8,132.8,176.7,263.1,265.5,443.6,993.2
LODCUC_clean,349.0,105.6,166.8,223.0,341.8,356.6,396.0,816.7
LODKIA_clean,286.6,114.7,205.2,264.4,339.6,348.1,912.0,2207.3
LODPUQ_clean,635.7,331.3,597.7,676.2,676.2,965.3,3543.3,6905.1
LODTAB_clean,188.6,60.7,104.7,136.7,188.7,185.3,401.2,992.1
LOFJAT_clean,204.7,74.9,114.8,150.9,206.2,209.0,372.3,978.7
LOFVUY01_clean,618.4,250.1,439.8,555.9,680.8,662.1,2182.5,5895.9
LOFVUY_clean,611.8,246.4,433.5,558.2,658.0,697.6,2145.4,5784.6
LOFZUB_clean,134.0,92.6,152.6,158.7,213.4,406.2,1273.1,2091.6
LOGBAK_clean,147.0,103.2,175.0,177.3,237.0,438.8,1381.9,2231.1
LOGBEO_clean,137.6,99.4,162.4,168.2,229.7,420.2,1310.0,2100.9
LOGXEM_clean,788.3,266.0,300.7,342.7,495.5,539.4,582.0,1202.8
LOJFOF_clean,574.0,248.2,470.5,571.5,649.1,657.9,2229.6,4698.2
LOJFUL_clean,144.5,50.2,75.6,97.2,160.8,169.1,204.3,523.6
LOJLAZ01_clean,134.7,48.7,71.5,94.3,161.2,164.5,209.6,521.7
LOJLAZ_clean,136.6,48.7,77.0,101.3,160.3,165.3,232.2,551.5
LOLREL_clean,564.9,231.0,397.8,502.2,614.4,600.6,1820.7,4988.2
LOLVAJ_clean,597.9,200.1,299.4,377.0,619.2,622.4,769.9,1729.3
LOMLOQ_clean,166.4,67.6,120.1,157.2,207.4,203.0,593.9,1580.2
LOMLUW_clean,168.1,69.4,128.8,164.3,200.5,201.3,643.2,1553.6
LONVAN_clean,270.6,98.3,161.8,214.4,316.7,322.6,645.1,1860.2
LONVIV_clean,262.1,97.9,169.6,221.5,313.8,311.8,693.9,1998.8
LONWIW_clean,263.0,106.4,176.1,234.0,314.1,311.5,729.0,1984.9
LOPZAS_clean,1856.6,800.0,1318.1,1591.4,1686.5,1814.7,7290.1,16994.5
LOQLEJ_manual,187.4,73.4,125.1,166.8,228.1,226.9,454.6,1061.6
LOQLIN_SL,213.2,90.7,154.9,205.2,262.1,259.5,617.3,1432.1
LORMOW_clean,260.0,90.5,135.6,176.8,294.9,309.7,326.3,551.3
LORNEL_clean,111.0,34.4,46.1,58.0,110.3,124.4,137.4,302.3
LORROB_clean,297.9,100.3,139.2,176.1,296.3,313.2,325.1,612.6
LOSBOM_clean,232.3,93.1,169.0,215.5,279.0,280.1,802.7,2021.1
LOSXIC_clean,178.1,77.8,146.6,182.6,204.1,207.1,630.7,1290.2
LOSYAV_clean,197.2,77.2,138.7,180.3,229.3,230.1,561.7,1120.9
LOTDIJ_clean,443.7,165.9,291.3,371.9,453.2,483.4,1076.9,2118.3
LOVLEP_clean,975.1,325.0,436.0,541.9,826.5,839.0,1055.9,2775.9
LOXBEH_clean,716.9,241.8,272.2,325.9,554.7,517.0,539.5,846.7
LOXKAM_clean,244.3,81.9,115.8,148.1,232.0,246.9,272.4,622.5
LOXVUR_clean,565.8,240.4,437.9,567.5,658.0,663.9,1601.4,2615.5
LOXWAY_clean,375.6,139.5,219.3,292.3,444.8,450.9,652.4,1357.9
LOXWEC_clean,409.8,137.2,206.0,282.0,449.1,472.3,567.5,1365.0
LOZSOK_clean,429.8,187.0,336.7,413.0,455.2,461.6,1191.5,2058.8
LOZSUQ_clean,430.5,182.9,348.0,430.5,459.3,484.7,1197.5,1954.8
LUBMAW_clean,319.3,106.1,158.1,197.6,351.0,359.4,418.6,1111.6
LUBNAZ_clean,236.7,80.9,128.9,171.3,264.7,270.0,442.9,1199.2
LUCDAO_clean,170.2,59.6,92.0,118.2,203.2,207.3,286.6,836.6
LUCDES_clean,170.0,60.2,90.2,118.4,197.6,209.2,284.2,829.0
LUCDIW_clean,173.5,59.3,90.7,118.7,195.4,204.5,281.4,829.0
LUDCUK_clean,278.7,138.9,255.0,301.8,335.5,340.8,777.2,1246.4
LUDKIG_clean,440.8,159.2,282.6,366.2,478.0,488.9,494.3,718.6
LUDKOM_clean,283.5,140.3,269.0,319.8,349.9,357.2,941.1,1528.6
LUDKUS_clean,285.5,158.7,298.7,339.3,348.2,426.0,1055.3,1569.9
LUDLED_clean,564.6,281.8,527.6,637.6,652.9,772.1,3329.2,8213.5
LUDLIH_clean,586.6,273.6,527.2,607.3,654.2,761.5,3274.2,8493.3
LUDTUZ_clean,282.3,93.3,130.7,163.4,255.2,252.9,336.0,931.4
LUDVAH_clean,287.5,112.5,184.8,238.9,319.1,320.6,636.5,1378.7
LUDVEL_clean,262.5,81.6,100.8,121.3,209.6,222.8,238.0,573.8
LUDVIP_clean,241.2,80.6,117.0,151.6,256.5,269.5,312.3,725.8
LUDVOV_clean,263.2,82.9,104.1,125.4,214.8,233.3,255.8,574.5
LUFBUL_clean,217.9,98.3,180.0,229.9,267.8,272.8,645.9,1082.5
LUFCAS_clean,233.3,89.4,142.9,188.1,282.6,279.8,402.1,795.6
LUFNAC01_clean,235.1,86.8,145.9,194.0,279.5,279.2,536.0,1263.2
LUFNAC02_clean,215.8,80.8,137.4,181.6,256.2,261.7,510.3,1186.2
LUFNAC03_clean,217.2,82.4,140.6,181.8,258.4,259.8,506.6,1205.6
LUFNAC04_clean,215.4,81.6,136.4,179.8,257.1,259.0,501.9,1194.3
LUFNAC05_clean,216.9,81.1,138.1,183.6,259.9,258.6,502.2,1202.0
LUFNAC_clean,221.3,82.3,138.9,183.0,256.0,259.1,510.3,1191.9
LUFNEG_clean,226.0,95.5,175.5,219.0,267.4,267.4,650.6,1251.0
LUFQUZ01_clean,108.5,45.6,82.9,108.0,139.9,142.1,318.7,631.3
LUFQUZ02_clean,94.6,35.5,58.7,79.2,122.1,122.3,182.6,383.5
LUFQUZ_clean,128.9,57.4,110.2,138.4,166.1,163.0,487.8,888.1
LUJBAV_clean,251.8,86.3,119.3,154.0,266.2,285.4,279.9,337.9
LUJPUC_clean,152.4,49.4,64.4,79.8,149.7,174.7,191.6,329.0
LUJSOA_clean,231.4,72.8,89.9,107.6,201.6,249.2,279.2,337.8
LUKLIN_clean,268.6,96.8,160.6,212.4,305.7,298.9,648.8,2043.2
LUKREO_clean,438.3,159.5,272.9,365.6,515.3,520.0,884.9,1929.6
LUKRIS_clean,292.4,93.9,124.2,154.8,295.7,321.0,332.7,365.6
LULVOF_clean,448.4,187.6,360.4,411.9,485.5,479.0,1093.9,1939.5
LULXAS_clean,193.2,74.7,126.4,169.2,228.8,232.2,449.7,964.1
LUMDEC_clean,232.6,76.2,98.1,123.3,224.8,257.9,273.8,472.9
LUMLIQ_clean,204.0,98.8,187.4,227.0,250.6,259.2,686.3,1092.9
LUMYEZ_clean,168.1,63.5,103.9,137.9,200.3,207.2,390.3,996.7
LUMYID_clean,172.2,63.4,108.4,139.7,204.8,205.4,398.0,1001.5
LUMYOJ_clean,170.9,63.1,105.4,141.8,206.5,206.9,394.9,1007.1
LUMYUP_clean,169.0,62.4,103.1,137.3,200.5,201.3,375.4,964.2
LUMZAW_clean,214.2,86.7,150.4,197.2,258.6,257.7,662.1,1674.2
LUMZUO_clean,114.4,36.8,50.9,58.8,112.3,131.4,143.3,271.5
LUNBAX_clean,115.6,37.5,48.2,60.4,110.6,131.6,145.7,261.0
LUNBEB_clean,117.7,37.5,49.6,61.2,112.0,135.2,144.5,267.1
LUNBIF_clean,67.6,21.5,26.0,31.2,58.4,72.4,84.3,119.2
LUPTAS_clean,259.1,99.6,169.1,222.5,309.8,307.4,459.6,829.4
LUPYAX_clean,223.4,85.9,146.3,192.5,263.0,272.1,610.9,1615.9
LUQGAG_clean,244.3,90.3,145.5,193.1,293.4,295.5,468.7,1048.1
LURLOB_clean,158.6,58.4,95.0,130.1,195.1,196.5,361.4,1007.9
LURRIA_clean,258.7,78.7,92.2,106.6,181.0,202.3,215.9,408.8
LURRUM_clean,288.7,269.1,364.0,602.3,1380.7,1792.6,2749.0,3349.1
LUSHIR_clean,288.8,115.2,197.9,260.2,346.7,349.3,697.1,1394.7
LUSHOX01_clean,233.6,88.2,151.9,201.9,272.4,272.4,540.1,1143.9
LUSHOX02_clean,227.4,88.7,150.4,198.5,270.8,269.6,543.1,1179.1
LUSHOX03_clean,223.6,86.2,150.8,199.9,262.7,264.3,536.7,1157.8
LUSHOX04_clean,224.4,84.9,145.5,190.3,266.1,261.9,524.2,1142.3
LUSHOX_clean,183.8,69.9,123.8,156.7,240.2,213.4,435.7,913.9
LUSHUD_clean,285.9,115.1,202.1,275.2,351.3,342.6,706.1,1374.5
LUSJEP_clean,288.7,111.8,195.1,255.5,339.5,336.0,722.2,1553.4
LUSJIT_clean,281.5,110.2,193.8,252.3,383.5,344.1,695.7,1474.0
LUSJOZ_clean,288.7,109.4,203.6,257.4,335.0,337.4,719.8,1501.9
LUSQOH_clean,1244.2,452.2,805.8,998.8,1211.5,1214.2,3825.1,10224.8
LUSYEF_clean,225.7,80.1,122.7,158.4,236.1,245.2,406.7,1107.9
LUTSEA_clean,153.1,50.1,61.9,75.2,145.1,169.3,187.4,276.6
LUTZEH_clean,2006.2,600.3,752.4,892.0,1197.7,1286.6,1861.0,5814.5
LUVTAY_clean,427.8,146.6,216.3,287.6,436.4,439.6,682.3,1912.2
LUVWUU_clean,503.7,199.5,282.7,385.2,525.4,554.8,989.1,2502.1
LUWMEX_clean,287.0,124.6,220.8,287.6,337.9,337.3,1022.8,2262.1
LUWMIB_clean,260.5,115.0,199.1,255.1,317.5,321.1,955.8,2208.8
LUWMOH_clean,258.8,109.7,207.6,252.5,309.1,312.8,933.0,2136.0
LUWMUN_clean,188.2,61.2,86.7,113.1,185.4,196.7,228.0,665.3
LUWNAU_clean,192.8,60.9,85.2,109.3,183.0,198.2,231.6,659.1
LUXDUE_clean,581.9,249.4,571.7,556.9,619.7,657.6,2675.6,7385.5
LUXFOA_clean,568.6,237.0,405.6,501.6,615.1,609.5,2032.0,5823.6
LUXFUG_clean,623.3,227.4,412.7,515.1,632.4,619.8,2017.0,5802.2
LUYBIS_clean,271.0,131.4,241.0,285.7,303.4,335.1,1183.5,2506.3
LUYBOY_clean,283.1,108.6,185.1,244.5,336.3,333.2,749.7,2027.7
LUYHAP_clean,104.2,35.1,45.7,57.4,106.4,120.8,129.4,284.9
LUYSEF_clean,197.3,68.6,106.0,132.8,227.2,232.8,299.4,785.8
LUYSOP_clean,212.3,81.7,138.0,181.2,251.8,254.0,482.6,1178.6
LUZBOY_clean,88.1,29.6,41.8,53.6,99.7,107.8,117.2,261.8
LUZJAT_clean,243.4,101.4,184.8,226.9,275.1,276.1,895.2,2187.4
MABCUQ_clean,98.9,33.2,44.0,56.0,101.8,119.7,123.7,248.9
MABJUV01_clean,329.5,115.4,182.8,238.0,391.4,402.1,464.2,899.3
MABJUV_clean,326.1,115.7,179.5,238.9,403.0,399.6,462.1,885.9
MABKEG_clean,361.4,136.3,219.8,283.5,439.3,430.3,588.9,1071.7
MABKIK01_clean,362.0,126.5,201.8,266.2,418.3,426.7,558.0,1154.3
MABKIK_clean,504.8,195.4,320.3,428.4,569.2,581.1,993.2,1859.4
MABLAD_clean,316.5,134.7,255.3,323.7,381.0,384.0,940.2,1682.6
MACHIJ_clean,667.6,231.6,340.8,460.6,612.3,625.4,1066.1,3088.6
MACKAE_clean,146.6,48.3,67.6,87.3,158.4,173.3,187.1,436.0
MADVUJ_clean,262.9,104.1,160.3,216.5,310.8,312.5,439.8,823.3
MADWAQ_clean,253.0,95.9,160.3,211.0,304.8,304.1,438.6,809.4
MAFDII_SL,553.1,235.3,417.2,483.2,520.7,575.8,1917.1,4162.8
MAFFUW_clean,533.5,245.5,389.5,445.0,443.1,653.4,2279.1,5023.9
MAFJIO_clean,217.7,77.9,122.8,164.1,246.3,251.3,440.8,1260.1
MAFLUD_clean,163.2,61.9,102.0,135.8,200.1,198.8,370.5,849.2
MAFMAK01_clean,161.1,61.9,97.5,130.4,193.3,195.0,338.1,821.9
