MOF,15bar_AR_313_CORE,5bar_AR_313_CORE,HENRY_AR_313_CORE,time_below_50_313_0.01,time_below_50_313_0.05,time_below_50_313_0.1,time_below_50_313_0.5,time_below_50_313_1
DITJOH_clean,621.5,221.5,176.0,56.5,79.2,101.5,183.4,198.4
DITPED_clean,5845.3,2655.7,1086.6,410.8,620.3,722.8,828.0,838.2
DITTEH_clean,1929.1,752.9,259.9,90.8,165.4,211.0,267.3,274.5
DITXOU_clean,808.0,316.8,150.1,54.0,87.8,118.4,173.4,175.8
DITYEM_clean,287.9,285.8,255.2,71.7,86.4,102.4,189.6,246.0
DITYOW_clean,1756.6,807.9,377.8,122.0,216.5,285.0,372.9,376.1
DIVGIA_clean,3607.8,1582.5,748.8,287.5,457.9,590.2,773.2,809.5
DIVPUU_clean,497.5,240.3,157.0,51.4,83.6,110.3,169.8,174.1
DIVSUY_clean,2228.9,983.7,276.1,115.0,206.7,268.9,319.6,314.0
DIWMON_clean,2421.9,870.7,454.8,150.9,230.2,313.0,384.8,407.4
DIWMUT_clean,3646.0,1389.5,437.9,171.7,288.0,353.2,423.3,427.0
DIWNAA_clean,1048.8,384.0,160.8,57.5,95.7,131.4,185.7,187.0
DIXKOL_clean,770.0,333.8,205.1,68.9,108.7,145.1,227.2,240.1
DIYKAZ_clean,823.8,530.6,305.9,115.1,203.4,266.4,342.1,336.1
DIYKED_clean,412.9,322.5,309.9,84.8,107.8,131.4,251.2,296.4
DIYTEM_clean,2160.7,946.1,357.5,134.1,233.5,307.7,399.5,399.9
DIZVAK_clean,1672.8,769.8,190.6,75.6,137.0,171.8,198.2,204.5
DOCKOW_clean,565.1,352.0,312.2,96.1,130.2,162.2,297.6,344.3
DODMIT_clean,1461.0,674.9,254.7,95.6,171.6,225.1,291.2,292.8
DOFTID_clean,1958.0,693.1,250.2,86.1,152.0,193.8,249.9,251.8
DOFTOJ_clean,2077.6,757.8,250.8,91.9,157.1,203.4,246.6,250.0
DOGBAE_clean,2575.0,890.8,897.7,262.1,363.1,431.2,592.3,590.3
DOGMET_clean,1437.6,746.1,432.1,150.9,260.1,344.9,471.9,473.8
DOHNUL_clean,568.6,318.9,278.7,92.0,133.2,164.9,286.8,297.3
DOJXOR_clean,3030.5,1239.7,409.0,152.2,262.6,348.8,424.5,423.1
DOKDEN_clean,1318.5,499.4,253.7,90.1,146.0,188.4,284.5,293.6
DOKHIV_clean,887.5,418.9,251.6,87.7,141.3,187.2,282.7,288.0
DOLRAZ_clean,2148.9,1158.3,327.4,141.2,266.1,319.8,366.8,373.5
DOLWEI_clean,7841.3,2567.4,628.6,243.8,436.4,555.5,640.4,619.1
DOLXOR01_clean,95.9,90.6,76.4,22.4,25.4,28.6,49.0,64.4
DOLXOR02_clean,96.7,92.1,77.5,22.5,25.5,28.6,49.0,64.1
DOLXOR_clean,96.1,91.4,76.9,22.7,25.5,29.0,48.9,64.9
DOMCUE_clean,1839.8,579.8,300.6,106.0,171.6,221.0,347.5,350.0
DOMDAL_clean,218.0,161.0,200.0,60.4,67.8,76.1,119.3,143.3
DOMFUI_clean,1541.9,648.9,386.5,132.2,207.5,258.9,376.7,376.0
DOMGAP_clean,1744.6,740.1,398.8,137.6,213.6,279.6,378.0,382.7
DOMKEX_clean,703.6,319.9,265.6,83.2,122.0,158.8,277.1,288.9
DONKIC_clean,1432.8,544.4,307.5,104.5,169.0,221.2,338.2,330.9
DONKOI_clean,1421.7,544.5,324.3,105.3,165.1,217.7,323.2,329.0
DONKUO_clean,1007.8,490.4,277.3,98.6,163.4,220.6,310.5,314.2
DONNAW01_SL,1141.7,503.1,193.1,65.1,117.2,152.0,197.5,198.5
DONNAW_clean,1224.7,563.9,182.9,63.8,119.3,157.5,195.2,187.8
DONNEA_clean,859.3,428.5,178.7,67.7,119.1,158.4,210.5,214.8
DONNIE_clean,1366.7,569.7,190.6,66.4,123.1,160.0,199.8,200.2
DONXOV_clean,,,,174.7,301.5,325.5,358.0,598.1
DONXUB_clean,1729.6,1154.3,297.1,140.2,261.0,290.5,306.2,392.3
DOPHOH_clean,2516.7,891.3,1323.6,383.3,445.8,544.7,809.0,902.5
DOPHUN_clean,2471.6,929.6,1229.6,386.5,478.4,535.7,762.8,864.3
DOPJAV_clean,1268.5,499.4,391.7,122.2,178.5,244.8,373.5,378.0
DORFAS_clean,1483.0,613.4,291.2,103.5,173.1,228.2,328.9,326.1
DORFOG_clean,648.2,289.5,230.1,66.3,102.1,134.5,219.4,228.9
DORFUM_clean,1593.1,864.3,325.3,140.0,249.0,316.5,364.4,373.1
DORYUG_clean,2839.1,1860.0,448.4,236.5,435.8,486.8,504.8,661.2
DOTFOJ_clean,6782.2,2842.6,944.0,315.6,493.4,591.1,645.1,681.4
DOTTEM_clean,1279.5,574.3,193.0,66.8,127.5,170.3,194.6,197.1
DOTTUC_charged,,,,151.6,267.0,348.6,446.0,440.8
DOTYES_clean,2256.9,889.9,994.8,310.7,404.5,510.6,771.5,779.1
DOYBAV_clean,2032.5,821.6,387.8,141.7,229.5,301.5,411.9,407.6
DOYBEA_clean,1527.4,799.7,215.5,91.1,174.6,224.3,251.4,263.0
DOYBUQ01_clean,481.2,234.9,158.7,50.4,78.3,103.9,153.4,153.1
DOYBUQ_clean,460.2,211.0,155.8,48.8,76.0,99.2,147.9,150.6
DOYHOQ_clean,1050.5,429.6,186.6,67.0,114.0,151.0,211.2,210.5
DOYHUW_clean,2286.6,992.5,244.3,105.0,193.1,238.8,276.8,282.2
DOYLEI_clean,401.6,219.7,187.1,57.1,76.1,94.8,177.6,203.4
DOZCEC_clean,487.5,169.3,146.8,43.1,61.1,78.7,140.2,148.5
DOZKIO_clean,922.7,376.2,155.0,55.5,95.8,126.8,174.9,178.7
DUBBEI_clean,734.7,322.9,174.0,60.9,98.1,130.7,192.8,198.1
DUBJUH_clean,2028.2,844.0,326.8,122.7,209.9,277.1,360.0,360.6
DUBKAO_clean,2025.7,851.8,327.8,128.2,207.7,278.8,357.6,363.2
DUBWON_clean,1729.9,782.6,209.8,86.0,159.3,203.6,242.4,247.0
DUDKEU_clean,1247.8,502.7,406.4,121.2,184.0,239.2,393.5,403.6
DUDKIY_clean,1559.5,628.2,237.5,87.7,151.3,197.5,268.8,272.9
DUDKOE_clean,1076.6,358.4,220.9,73.9,110.0,143.9,220.2,221.5
DUDKUK_clean,415.1,157.3,127.7,40.9,55.5,70.9,128.7,144.1
DUFGOB_clean,513.4,267.2,230.0,72.1,95.5,117.7,213.9,246.5
DUFKAS_clean,784.3,388.6,632.9,172.9,193.1,216.0,377.0,380.3
DUGMOJ_clean,972.5,542.1,839.3,238.7,295.7,320.9,460.9,491.6
DUHXIP_clean,3162.3,1818.7,561.9,234.0,429.8,548.0,566.6,609.1
DUJRAD_clean,1041.3,451.3,178.0,61.5,107.6,143.2,187.1,188.2
DUKNEE_clean,3594.3,1941.7,808.8,304.4,517.0,664.1,754.5,762.4
DUKNII_clean,2159.9,1168.8,735.5,268.0,429.6,563.1,717.9,726.1
DUMXEQ01_clean,964.5,544.9,252.8,96.5,169.2,224.0,287.5,286.6
DUMXEQ_clean,1009.5,551.2,260.7,97.0,173.6,228.3,296.9,296.2
DUMXIU_clean,805.5,417.2,247.2,87.2,143.3,192.7,276.8,286.4
DUNJON_clean,549.8,398.5,515.2,138.5,178.2,210.9,339.8,379.3
DUNXUH01_clean,2093.7,972.3,211.4,91.3,175.7,216.3,249.7,259.6
DUNXUH02_clean,2086.1,963.8,213.9,92.8,175.0,226.8,249.6,257.7
DUNXUH03_clean,2002.0,909.0,215.0,92.9,172.8,218.4,250.2,260.5
DUNXUH04_clean,1939.4,913.2,213.2,88.6,166.7,211.1,242.4,250.2
DUNXUH05_clean,2003.4,908.1,209.6,89.8,170.5,217.1,252.7,251.7
DUNXUH06_clean,1888.3,876.8,199.9,85.3,161.1,202.2,235.8,239.8
DUNXUH12_clean,1985.6,905.6,215.7,91.3,174.7,219.2,250.1,265.1
DUNXUH13_clean,1991.8,913.8,216.0,92.1,178.1,220.7,250.9,262.8
DUNXUH14_clean,2024.3,933.7,215.4,92.1,173.8,219.9,253.9,258.7
DUNXUH15_clean,2073.7,962.0,216.5,92.8,176.6,220.0,250.1,262.0
DUNXUH21_clean,2105.5,963.4,215.0,93.1,176.3,218.5,249.5,258.9
DUNXUH_clean,2069.2,941.3,213.7,96.9,175.0,224.0,254.2,257.9
DUNYOC_clean,1906.6,653.0,642.1,210.2,254.4,325.7,489.4,513.4
DUPJAB_clean,2636.0,1072.6,501.4,180.2,296.6,377.5,448.3,448.8
DUPKAC_clean,12326.7,4207.6,1224.8,468.0,761.0,935.6,1036.7,1108.7
DUPVER_clean,991.6,328.9,190.6,64.9,98.5,132.2,210.6,218.8
DUQRUD_clean,1199.3,595.9,680.1,187.9,247.0,307.3,480.8,531.2
DUQSEO_clean,322.2,310.0,270.0,82.3,91.9,105.9,186.5,242.1
DUQYEU01_clean,659.5,241.0,150.0,50.2,76.3,102.5,169.8,173.3
DUQYEU_clean,695.0,254.8,157.1,52.7,81.7,106.7,179.4,182.6
DURDAX_clean,1157.6,382.0,185.9,59.4,96.7,128.8,191.3,193.5
DURDIF_clean,439.7,163.1,121.6,38.7,56.2,73.7,128.5,138.3
DUSHEG_clean,20335.2,8798.1,3716.9,1305.5,1873.7,2161.4,2328.6,2366.8
DUSHIK_clean,20134.2,9035.7,3640.9,1287.8,1850.5,2101.9,2271.7,2371.1
DUTKAG_clean,1811.1,676.3,270.6,97.5,167.6,215.8,302.6,302.9
DUVNIS01_charged,,,,246.5,378.6,473.6,561.4,582.3
DUVNIS_charged,,,,186.8,317.9,379.4,491.7,501.7
DUWBEE_clean,1408.9,456.7,257.0,83.1,123.9,162.3,237.6,238.4
DUWFOS_clean,594.2,308.6,241.4,70.8,115.3,151.1,236.3,240.2
DUWGEJ_clean,838.6,336.9,205.3,66.7,108.3,143.9,217.4,219.5
DUWROE_clean,1479.7,699.2,236.5,92.7,165.0,216.2,269.1,272.3
DUWRUK_clean,727.3,365.0,177.5,64.1,112.8,148.6,204.9,204.6
DUWSAR_clean,866.5,310.2,186.1,61.8,98.7,126.4,209.1,213.8
DUXKUD_clean,1080.9,383.6,308.0,98.7,142.1,182.9,328.6,345.0
DUXMAL_clean,1793.1,990.2,261.8,106.0,198.6,243.1,281.3,285.5
DUXZIG01_clean,,,,26.3,36.8,47.0,86.4,97.5
DUYJIS_clean,2813.1,1314.0,355.1,150.4,273.5,348.4,399.5,400.8
DUYRAR_clean,815.9,413.6,455.4,133.0,170.7,202.5,348.8,417.7
DUYREV_clean,838.5,391.5,433.1,136.3,162.2,207.2,345.9,384.4
DUYRIZ_clean,906.5,439.3,477.7,139.6,178.1,222.5,381.7,418.3
DUYROF_clean,889.9,423.9,446.2,138.1,184.5,220.0,363.8,396.4
DUYVEA_clean,271.5,255.6,250.5,65.8,78.9,94.1,174.4,218.2
DUZKAM_clean,658.8,323.9,402.7,112.3,134.7,151.8,261.9,287.1
DUZKEQ_clean,404.5,275.1,307.1,87.8,103.9,119.9,193.5,229.9
DUZPUL_clean,915.7,332.8,154.9,53.9,89.3,117.8,173.0,179.8
DUZWOM_clean,510.8,273.2,232.7,74.7,102.4,133.0,238.0,256.9
EBAMUS_clean,11274.6,4505.5,729.3,395.5,683.3,743.4,791.9,1202.3
EBATUY_clean,648.1,299.1,191.7,65.9,104.7,138.6,213.5,220.2
EBATUZ_clean,1288.4,452.6,243.2,83.3,132.6,173.4,248.9,258.6
EBAVAH_auto,1105.0,364.9,228.6,77.4,116.5,153.4,237.8,236.6
EBAVIP_clean,6742.6,3647.8,655.3,319.9,594.6,683.1,744.2,946.0
EBAVOV_clean,6496.9,3493.4,636.2,315.1,586.0,697.4,709.1,956.5
EBAVUB_clean,6570.6,3603.7,637.7,331.8,587.1,693.9,713.5,947.8
EBELUU_clean,1581.5,680.5,221.3,89.8,153.4,203.5,257.3,260.8
EBEMEE_clean,969.0,472.0,368.9,122.6,181.8,238.4,395.9,404.7
EBEMEF_clean,191.6,147.2,124.9,37.2,45.9,53.9,100.2,125.0
EBEMII_clean,1150.5,580.9,394.3,133.7,213.6,299.0,441.7,439.7
EBEWIT_clean,515.8,207.8,136.9,42.6,70.3,89.4,143.6,151.0
EBEWUG_clean,,,,66.9,89.1,112.0,190.1,212.4
EBEXAM_clean,495.2,198.1,138.3,43.3,65.3,88.0,145.5,150.1
EBEXAN_clean,,,,64.4,83.7,103.4,182.6,201.3
EBEXEQ01_clean,529.9,218.3,141.7,43.9,69.2,93.1,146.8,153.3
EBEXEQ_clean,533.5,219.3,140.5,45.1,71.5,94.4,151.5,156.8
EBEXIU02_clean,974.3,644.9,234.9,96.8,187.1,224.5,239.1,256.8
EBEXIV_clean,,,,62.5,81.0,101.1,175.2,197.7
EBIDOK_ion_b,4004.7,1575.8,489.2,194.9,350.4,431.9,540.8,529.1
EBIHII_clean,963.6,389.0,193.9,72.1,112.6,147.9,220.8,226.9
EBIJAC_clean,806.3,411.5,441.0,136.9,183.1,242.1,373.4,389.6
EBIMEJ_clean,1378.3,682.8,261.2,104.7,179.0,235.9,303.7,299.1
EBIPOX_clean,658.8,246.7,170.7,48.5,75.8,103.0,161.2,166.7
EBIZUN_clean,2104.7,737.4,285.6,105.4,176.8,230.6,319.2,318.1
EBOBIJ_clean,2823.9,1301.6,307.3,132.4,243.7,308.7,351.0,363.1
EBOCOQ_clean,1118.2,519.4,249.1,79.9,139.2,184.6,250.7,246.1
EBOJOV_clean,564.0,322.1,278.4,85.3,116.1,143.9,256.5,298.2
EBOXEA_clean,823.0,337.3,302.0,88.4,131.8,157.0,278.7,307.9
EBUQIB_clean,3331.1,1619.1,615.4,229.3,374.0,471.0,572.0,571.7
EBUREA_clean,667.2,300.5,209.9,70.2,107.3,140.3,231.8,235.5
ECAFOG_clean,1173.3,440.9,336.1,107.7,157.3,205.7,341.8,359.3
ECAHAT_clean,1197.2,592.1,283.2,113.2,198.5,256.1,329.0,324.3
ECAHEX_clean,736.1,358.3,290.6,93.4,132.1,174.8,305.8,335.2
ECAHOH_clean,692.8,344.4,293.4,92.1,130.4,167.4,298.1,321.6
ECASAD_clean,365.5,280.4,241.5,78.3,96.2,120.0,220.8,259.1
ECEDAU_clean,527.4,332.3,185.9,70.5,123.9,164.2,213.1,214.0
ECEDEY_clean,1097.2,457.8,242.1,84.6,138.1,186.6,276.1,281.1
ECEZAO01_clean,576.3,305.1,223.5,76.4,116.9,155.2,249.9,258.7
ECEZAO_clean,820.1,384.3,223.8,78.9,131.4,177.3,255.5,253.8
ECIWIW_clean,1869.1,878.8,856.4,271.2,361.8,485.5,703.3,733.2
ECIWOC_clean,3346.7,2154.9,599.6,278.9,504.8,622.4,681.4,710.3
ECODEG_clean,1546.2,868.3,248.0,105.3,197.8,240.9,261.4,276.1
ECODIK_clean,1273.4,542.7,214.3,78.5,137.4,178.2,239.6,243.0
ECOGEI_clean,2461.2,1180.5,394.8,140.3,258.6,329.7,391.7,375.5
ECOKAJ_clean,105.5,99.5,111.0,33.4,36.9,40.0,61.2,77.2
ECOLEP_clean,224.3,122.6,101.0,32.4,40.3,48.9,91.6,112.1
ECOLOX_clean,337.9,139.3,99.5,32.4,48.2,63.6,109.7,116.8
ECUDIR_charged,,,,69.2,93.7,116.4,217.6,244.7
ECUDOX_clean,750.6,295.0,185.8,63.1,98.7,130.2,209.1,220.6
ECUFAL_charged,,,,71.1,81.8,92.9,164.4,214.5
ECUFEP_charged,,,,77.8,87.4,100.3,180.0,228.4
ECUGEQ_clean,528.8,212.9,164.0,54.1,77.6,99.0,172.1,183.7
EDADIX_clean,750.4,413.6,192.1,74.0,125.4,168.9,216.2,214.7
EDAFUM_clean,444.5,251.1,209.9,66.6,94.9,121.5,216.6,234.1
EDAGAT_clean,442.0,255.0,217.3,69.5,95.9,122.2,219.9,241.5
EDAGEX_clean,453.2,249.2,207.3,67.2,95.2,123.3,215.2,234.2
EDAPIK_clean_h,1614.8,581.4,296.1,93.7,155.4,207.0,304.8,294.0
EDATOT_clean,398.2,169.6,141.4,44.4,59.5,75.3,136.7,155.4
EDAVOV_clean,469.4,409.7,361.6,110.9,151.2,179.5,333.6,396.5
EDECOG_clean,757.4,251.1,202.8,60.9,104.9,115.4,193.0,205.6
EDEPAG_clean,755.5,344.9,192.9,69.3,110.0,146.0,219.5,224.2
EDIKIL_clean,764.1,281.4,165.1,57.2,87.7,119.9,188.3,195.8
EDOMAM_clean,690.0,258.7,180.6,58.8,89.9,118.0,195.0,201.9
EDORIY_charged,,,,216.5,307.3,399.1,647.4,663.1
EDUSIF_clean,237.6,129.1,107.3,33.4,42.2,51.9,98.3,116.6
EDUSOL_clean,19548.9,8931.8,647.8,415.3,624.9,642.2,1164.1,2200.5
EDUSUR_clean,3478.9,1126.8,378.1,140.6,243.1,315.9,421.7,414.0
EDUTIG_clean,6345.4,2212.7,621.9,245.0,420.3,528.1,645.6,646.7
EDUTUS_clean,,,,57.2,72.1,86.7,140.6,149.8
EDUVAA_clean,1987.5,726.0,277.6,95.7,163.8,210.7,273.5,275.9
EDUVEE_clean,9984.7,3938.3,829.6,378.2,630.9,716.4,801.2,986.1
EDUVII_clean,522.6,216.6,256.6,80.6,96.7,110.0,184.0,201.7
EDUVOO_clean,772.6,251.4,167.2,56.0,84.0,108.6,187.6,194.6
EDUWAB_clean,489.1,155.8,110.1,36.4,54.0,69.1,121.1,129.3
EFAYEQ_clean_h,227.9,198.0,229.6,69.6,78.5,87.6,136.6,167.6
EFAYIU_clean,181.4,148.5,177.8,52.4,59.1,66.0,102.9,124.6
EFEGEC_clean,,,,175.8,260.2,267.1,373.1,563.2
EFEGOM_clean,1671.7,729.3,270.4,101.9,179.1,237.6,315.7,308.5
EFESEP_clean,7564.1,3414.0,753.1,320.9,580.4,690.3,685.3,840.4
EFESIT_clean,,,,354.7,624.0,734.2,773.2,1002.2
EFESOZ_clean,8143.2,3477.2,720.3,339.1,596.3,670.4,680.1,862.8
EFIMOV_clean,1192.1,624.3,257.0,96.4,171.3,227.3,293.2,291.5
EFOSUO_clean,247.3,131.8,111.4,35.1,44.2,54.8,101.9,119.2
EFOTAV_clean,213.2,114.9,99.3,30.0,38.3,47.5,88.0,104.6
EFOTEZ_clean,179.8,112.7,98.9,29.3,36.9,44.7,82.4,100.0
EFOTID_clean,210.3,118.9,103.2,30.5,39.3,48.3,89.4,108.1
EGABAR_clean,1156.7,642.3,239.2,99.5,185.5,234.8,273.4,276.1
EGATAI_clean,223.0,115.6,96.1,29.4,38.3,48.0,90.4,104.2
EGATEM_clean,2288.1,999.5,373.0,145.9,236.5,297.0,376.7,362.0
EGATIQ_clean,2376.8,958.0,368.8,135.6,231.2,309.8,373.5,375.5
EGATOW_clean,1269.7,493.5,198.8,65.4,113.2,147.8,198.8,198.9
EGEHOO_charged,,,,192.9,270.4,326.4,473.3,499.7
EGEJIK_manual,398.1,166.1,138.6,43.8,61.5,79.0,141.0,150.0
EGEJOQ_clean,5066.4,2234.6,651.7,280.4,479.3,634.3,683.1,673.8
EGEJUW_clean,2613.1,1031.0,451.0,170.9,287.9,366.5,502.2,501.4
EGELUY01_manual,1427.9,564.5,199.2,69.4,122.7,161.3,212.2,212.9
EGELUY_SL,1354.6,555.2,197.5,65.5,117.9,155.3,203.0,203.4
EGIFUV_clean,4060.1,1765.7,631.0,286.6,534.9,629.3,685.9,656.7
EGOXII_clean,1573.9,809.6,237.4,100.0,185.9,232.1,274.0,278.1
EGOZAB_clean,2086.1,861.1,332.5,124.0,206.2,283.5,371.2,369.4
EHAFEA_clean,718.6,294.1,178.5,60.3,96.4,127.5,200.8,203.2
EHAFIE_clean,679.6,270.8,176.0,59.6,90.9,120.6,198.3,205.9
EHAFOK_clean,680.0,269.7,176.3,59.5,91.0,121.0,198.1,202.6
EHAFUQ_clean,674.2,272.1,175.1,58.6,90.9,120.4,199.7,203.3
EHAGAX_clean,645.2,258.7,177.6,60.3,89.9,121.7,194.4,205.7
EHAGEB_clean,653.8,265.8,176.6,58.6,91.5,120.6,196.5,203.3
EHAGIF_clean,658.8,273.6,176.0,58.9,92.4,124.1,195.0,202.4
EHAGOL_clean,644.0,263.7,177.3,58.9,93.1,120.1,196.8,202.7
EHAGUR_clean,621.5,262.7,175.9,58.3,89.9,117.8,199.2,206.5
EHALOP_manual,1448.8,561.9,200.4,69.5,122.1,160.6,217.7,211.9
EHEKUY_clean,1729.5,847.5,396.9,150.5,257.7,350.8,444.4,442.6
EHIPOC_clean,332.2,306.4,268.6,79.4,96.9,115.9,207.2,261.7
EHODOV_SL,5368.9,2459.1,461.4,218.6,409.6,507.7,542.6,588.0
EHUSUX_clean,3431.0,1450.7,604.1,209.4,342.1,421.9,501.1,485.3
EHUTAE_clean,4751.8,1947.1,657.7,277.6,451.3,559.4,606.7,603.6
EJATIS_clean,2030.3,1779.2,267.6,282.3,312.0,477.3,1092.9,1330.2
EJAXIW_clean,1053.9,408.7,251.6,83.4,132.3,172.9,271.0,278.2
EJESUJ_clean,946.1,309.0,209.9,71.4,101.5,130.4,211.1,219.4
EJETAQ_clean,790.3,268.9,200.8,67.9,95.5,122.1,201.9,215.0
EJIDUW02_clean,698.1,326.2,259.4,84.9,122.2,158.8,270.6,286.0
EJONOH_clean,738.6,319.3,226.0,75.2,117.7,150.5,247.7,257.8
EJOQOL_clean,3039.3,1293.7,502.1,194.3,316.5,422.7,540.0,531.2
EJOQUR_clean,1217.7,457.8,271.9,86.9,136.3,169.5,250.5,240.6
EJORAY_clean,835.4,366.5,178.7,63.1,104.8,140.5,213.9,206.3
EJOZOU_clean,1363.0,604.3,490.8,162.4,235.6,302.6,492.4,493.8
EKADIF_clean,9379.7,4262.9,2331.3,792.2,1147.6,1367.9,1496.5,1450.6
EKEKIQ_clean,548.2,266.4,234.0,73.3,98.8,122.5,225.2,256.6
EKEKOW_clean,5266.5,2573.3,457.9,231.9,433.1,492.1,522.5,682.5
EKEMEO_clean,4406.6,2089.4,497.0,358.0,444.8,469.8,564.5,775.3
EKEQIV_clean,835.0,394.9,314.6,102.4,149.9,191.6,330.2,363.6
EKETOF_clean,1654.0,1033.0,420.6,163.7,304.3,383.3,460.0,456.0
EKETUL_clean,1604.1,989.4,399.9,161.5,286.9,366.5,454.5,453.6
EKEVAT_clean,1612.0,1014.4,395.7,160.8,297.8,408.6,456.2,451.2
EKIDEH_clean,1810.8,1126.4,183.3,101.4,180.5,188.3,216.6,372.7
EKIDIL_clean,1366.7,931.1,193.1,102.8,181.4,196.7,212.7,335.2
EKOKIA_clean,749.0,311.6,206.6,69.1,108.5,142.8,225.7,230.9
EKOPEA_clean,1019.4,458.4,192.5,64.4,113.1,148.4,195.4,194.5
EKOPIE_clean,1327.7,534.3,193.7,77.1,120.9,156.9,209.0,204.0
EKOPOK_clean,1585.5,713.3,268.1,102.3,183.0,237.8,311.4,308.7
EKOPUQ_clean,780.6,317.6,253.4,76.0,112.3,146.5,241.6,253.1
EKUPEG_clean,3514.4,1181.2,766.5,238.8,374.9,488.7,711.5,748.0
ELECIJ_clean,4782.1,2062.2,381.4,169.9,320.0,371.7,399.9,498.1
ELELEN_clean,1202.7,491.2,352.7,120.6,173.6,228.5,392.2,406.4
ELEREU_clean,9201.6,4217.0,2300.3,832.4,1198.1,1380.1,1495.2,1563.8
ELERIY_clean,892.7,362.9,483.4,153.9,194.1,213.5,353.4,354.9
ELEROE_clean,2090.4,754.5,797.9,259.5,330.3,357.9,548.4,526.2
ELIJOZ_clean,1001.2,483.6,218.2,81.4,139.1,181.1,257.6,262.4
ELIJUF_clean,970.8,480.4,220.8,79.8,139.7,183.9,251.5,251.1
ELIKAM_clean,999.9,486.8,217.3,80.6,139.2,183.0,250.5,251.3
ELIKEQ_clean,1024.0,498.7,236.9,81.7,143.9,191.3,261.0,260.4
ELIKIU_clean,932.3,453.6,214.6,77.3,133.8,177.7,243.3,244.3
ELIKOA_clean,938.4,456.6,216.3,78.1,133.5,183.3,247.9,252.9
ELIKUG_clean,1637.2,792.8,272.9,107.5,190.7,259.2,315.1,314.0
ELILAN_clean,914.5,439.1,210.1,76.5,128.8,171.9,241.2,240.1
ELILER_clean,935.4,459.0,218.4,80.7,134.1,181.8,252.1,251.8
ELILIV_clean,942.0,458.6,214.3,79.4,134.2,182.8,249.4,253.5
ELOGUJ_clean,2416.4,1041.3,448.5,154.9,256.9,356.8,451.8,449.6
ELOHOE_clean,2403.6,1273.7,396.9,164.5,304.7,389.3,432.9,457.0
ELOZEK_clean,367.7,351.3,341.9,96.4,104.6,114.8,158.6,203.7
ELOZIQ_clean,,,,334.2,587.4,652.5,699.5,1016.9
ELUJAY_clean,2806.2,1395.6,408.6,155.4,274.6,347.3,417.0,422.9
ELUJEC_clean,2646.3,1229.7,411.7,153.4,273.2,354.2,431.1,415.6
ELUZES_clean,234.2,160.2,134.3,41.6,51.4,61.4,116.1,141.2
EMAGAB_clean,653.3,326.5,265.1,87.3,126.1,166.8,281.2,301.2
EMAMOW_clean,848.6,413.3,379.9,120.9,157.7,201.4,382.7,400.7
EMAMUC_clean,625.8,397.5,359.2,111.7,142.0,180.6,324.8,376.6
EMAPAK_clean,593.5,270.7,242.7,75.6,98.9,126.3,228.8,255.2
EMIFOW_clean,1739.7,635.9,159.0,60.4,107.9,134.5,157.8,165.1
EMIGAJ_charged,,,,120.6,193.8,245.6,306.4,300.2
EMIGEN_charged,,,,76.5,133.6,180.5,234.2,233.5
EMIGIR_charged,,,,65.6,113.8,144.3,170.8,173.5
EMIGOX_clean,2326.1,944.5,208.9,86.2,154.6,186.5,204.1,218.5
EMIGUD_charged,,,,96.3,169.9,209.1,229.4,250.6
EMIHEO_charged,,,,49.4,82.7,108.5,157.4,161.7
EMIREX_clean,,,,123.3,152.7,192.0,358.2,414.7
EMIYUW_clean,590.0,233.4,254.0,77.2,98.2,125.6,194.8,204.3
EMIZAD_clean,479.3,195.3,197.0,62.6,78.5,94.9,162.7,180.6
EMOHIZ_clean,602.8,361.8,335.6,100.3,138.5,179.4,310.7,347.5
EMUBIZ_clean,573.0,228.2,156.3,48.7,77.6,103.4,165.0,160.4
EMUBOF_clean,1123.1,465.8,210.4,70.1,122.7,160.6,218.4,209.8
ENAFAB_clean,520.6,508.9,738.6,206.0,231.2,286.0,373.3,442.2
ENAFOP_ion_b,944.3,487.6,458.0,144.1,176.7,218.0,396.3,466.4
ENANIS_clean,1102.1,673.4,262.5,102.2,188.4,237.7,270.6,279.4
ENCDBZ01_clean,597.2,227.9,183.0,53.7,79.4,105.1,177.8,189.7
ENCDBZ_clean,482.0,180.4,103.9,31.9,51.7,68.6,107.6,109.1
ENCNBZ01_clean,592.1,245.4,112.0,36.1,61.9,83.0,115.7,116.7
ENEQUL_clean,2937.4,1102.0,444.9,157.4,274.5,349.7,481.4,471.7
ENESOH_clean,2191.8,778.9,476.1,140.3,208.3,281.8,391.1,400.4
ENESUN_clean,2213.2,767.2,433.3,147.4,221.2,290.8,396.7,392.5
ENIHUG01_clean,3658.7,1218.1,400.0,152.1,264.3,331.9,425.8,423.3
ENIHUG_clean,3822.2,1272.9,401.4,152.9,260.7,342.9,451.3,461.0
ENISOK_clean,820.4,313.9,205.6,68.2,103.7,136.9,232.1,237.4
ENISUQ_clean,1582.0,609.8,282.4,99.0,163.0,216.2,324.2,327.2
ENITAX_clean,840.0,294.5,180.3,57.9,89.8,117.1,185.8,196.1
ENITEB_clean,1722.2,643.6,279.7,99.5,167.5,222.1,316.7,327.3
ENITIF_clean,3506.2,1390.6,374.1,151.1,291.7,361.9,433.9,440.7
ENITOL_clean,2097.4,864.9,348.8,118.7,208.2,270.4,345.5,338.4
