MOF,15bar_AR_313_CORE,5bar_AR_313_CORE,HENRY_AR_313_CORE,time_below_50_313_0.01,time_below_50_313_0.05,time_below_50_313_0.1,time_below_50_313_0.5,time_below_50_313_1
XESLAK_clean,369.3,209.2,167.1,54.0,70.7,85.3,159.1,189.5
XEVHAJ_clean,2462.6,1543.7,385.8,206.5,367.0,416.2,428.3,554.9
XEVHEN_clean,2413.2,1495.7,390.5,202.8,371.1,432.1,450.9,548.2
XEWDUA_clean,533.5,346.9,286.7,92.3,114.1,141.1,261.2,313.0
XEWFAI_clean,709.6,338.4,278.1,91.7,121.4,161.0,283.4,318.6
XEXLAP_clean,1514.1,530.7,299.3,106.5,165.0,221.3,362.3,372.0
XEXLET_clean,1486.4,526.1,285.3,104.7,162.2,212.5,337.3,346.7
XEXLIX_clean,1485.3,623.5,261.8,99.2,166.9,223.9,317.7,318.5
XEXLOD_clean,1958.2,781.1,302.4,117.2,196.0,273.6,370.0,365.2
XEXLUJ_clean,1394.5,520.1,255.9,96.1,151.3,199.1,306.2,317.1
XEXMAQ_clean,1898.8,712.8,294.6,111.3,191.9,248.6,355.3,353.8
XEXMEU_clean,1313.8,473.8,257.1,92.8,145.6,191.8,307.3,314.6
XEYMAR_clean,1214.3,451.5,243.6,90.0,137.1,180.7,276.4,282.4
XIBZUF_clean,1462.8,569.1,196.5,75.7,135.2,170.4,224.4,225.0
XICDUI_charged,,,,156.4,284.2,360.4,470.5,492.9
XICNOO01_clean,3108.6,1027.1,376.2,139.7,238.0,320.9,429.4,436.8
XICNOO02_clean,3129.9,1000.6,397.8,147.3,245.5,315.5,431.2,432.4
XICNOO_clean,3135.1,1029.0,368.1,144.3,238.0,316.9,433.8,441.5
XICYAL_clean,4224.8,1912.6,536.4,238.8,423.5,543.8,616.1,609.0
XICYEP_SL,1000.9,412.7,188.7,74.2,115.8,151.0,215.3,214.2
XICYIT_SL,1011.3,421.6,188.4,71.2,116.2,153.5,211.1,213.1
XICZAM_clean,3053.6,1004.4,369.3,141.2,238.1,310.8,424.7,428.3
XIDBUJ_clean,1335.4,552.9,235.4,91.3,156.4,206.5,284.5,287.9
XIDMED_clean,1114.8,425.8,192.7,70.3,116.8,168.2,221.1,219.7
XIDSUZ_clean,832.5,303.4,331.8,106.3,136.5,170.7,261.5,295.8
XIFHIF_clean,297.8,151.3,129.4,41.1,53.3,67.5,124.1,145.6
XIGFOJ_manual,1210.4,411.1,222.6,82.4,125.2,161.1,250.2,258.4
XIGHAX_clean,418.6,208.8,180.5,58.5,76.4,94.5,171.1,194.3
XIGHEB_clean,480.1,247.5,251.9,81.3,103.1,122.7,204.1,238.5
XIGHIF_clean,392.7,193.7,169.5,56.2,72.0,89.8,163.6,182.8
XIGWUF_clean,181.2,123.2,100.5,30.7,38.2,45.6,86.3,106.3
XIHRIQ_clean,1654.7,836.6,329.7,134.9,238.0,313.8,410.4,402.0
XIHSAJ01_clean,1197.3,507.1,222.2,83.3,137.4,179.3,259.5,257.3
XIHSAJ_clean,1460.6,605.3,249.6,92.1,155.3,205.2,286.8,285.7
XIHSEN01_clean,1489.4,652.6,247.7,97.1,167.5,222.7,300.1,300.4
XIHSEN_clean,1488.2,653.3,249.5,96.6,168.8,222.0,296.5,295.6
XIJJEH_clean,,,,1575.7,2183.8,2497.5,2876.9,2936.4
XILDUT_clean,1106.5,463.1,215.1,77.6,128.0,172.1,248.9,250.9
XILLEL_clean,5004.7,2089.1,1550.0,538.2,706.8,887.1,1156.9,1073.7
XILLIP_clean,3186.6,1257.0,339.4,137.2,243.5,310.2,372.0,373.3
XILSUI_clean,1153.2,411.0,206.3,75.5,117.9,159.1,241.6,239.5
XILTAP_clean,2361.0,907.1,288.2,116.3,201.6,261.0,340.8,336.3
XILVIZ_clean,1424.8,521.9,219.3,83.8,138.5,186.2,264.7,271.7
XINFUW_clean,,,,47.1,73.2,97.7,155.1,159.2
XINHOT_clean,968.1,526.6,290.9,111.2,188.1,249.5,346.4,347.6
XINRAP_clean,686.0,275.3,210.6,70.3,98.5,128.1,226.7,250.0
XINWUO_clean,669.1,281.1,222.5,74.7,100.0,131.4,236.4,263.4
XINZEB_clean,1452.2,728.5,209.5,90.3,161.4,209.1,257.6,255.7
XIPGUA_clean,194.0,177.8,148.4,45.9,53.7,62.1,110.7,141.7
XISDIO_clean,3312.5,1456.9,413.5,162.5,283.5,357.8,423.4,420.2
XISDOU_clean,3286.2,1458.3,401.9,157.1,283.6,353.9,400.6,415.5
XISDUA_clean,3169.7,1459.8,398.8,162.5,284.1,358.9,412.2,422.9
XISLAM_clean,2184.7,1770.1,227.0,250.7,288.8,292.2,826.0,1140.5
XISLUI_clean,,,,208.6,378.0,418.9,427.7,583.9
XISPEW01_clean,352.0,150.7,111.3,38.1,56.9,71.6,128.1,139.6
XISPEW02_clean,329.4,147.1,110.4,37.2,52.2,68.6,123.1,132.2
XISPEW_clean,760.7,294.4,154.9,56.5,89.9,122.3,191.4,194.8
XISPUM01_clean,226.5,109.2,86.0,28.2,38.0,48.2,90.2,101.7
XISPUM_clean,750.4,299.7,152.0,54.6,88.8,119.1,179.8,185.4
XISVUR_clean,902.4,373.9,160.3,61.4,106.9,133.3,188.0,189.2
XISXEE_clean,735.5,252.9,158.1,56.2,86.7,109.1,178.8,188.0
XITYEF_clean,,,,1476.6,2126.9,2522.9,2784.8,2736.7
XITYOP_clean,2349.8,908.7,310.9,123.8,211.7,272.8,348.7,342.0
XIVMEW01_clean,908.1,449.1,185.8,74.9,133.0,176.4,225.3,227.2
XIVVEF_clean,1947.5,953.2,204.3,87.2,164.3,197.9,220.3,244.1
XIWLAQ_clean,920.5,403.3,184.0,71.9,116.5,158.2,232.8,227.1
XIWYEH_clean,1122.4,803.8,267.3,135.2,265.1,308.1,329.8,345.6
XIYYEL_clean,147.8,106.0,84.3,27.0,32.9,38.9,71.2,89.1
XIZCUG_clean,,,,109.8,157.9,205.1,333.7,352.5
XIZJEW_clean,1114.6,674.0,281.6,105.5,197.5,248.4,282.7,290.5
XOBDUO_clean,288.9,223.1,234.4,58.3,73.7,93.0,169.5,210.0
XOCQUD_clean,708.9,400.0,347.0,112.4,151.0,190.5,348.8,382.1
XOCWET_clean,673.3,270.4,164.9,59.0,91.8,123.5,195.2,204.0
XOCWIX_clean,641.9,259.1,164.9,58.8,90.2,118.1,194.6,202.7
XOCWOD_clean,639.4,257.7,166.1,59.1,89.9,119.1,198.3,205.2
XOCWUJ_clean,623.1,252.9,164.3,59.5,88.4,116.9,193.7,200.7
XODNUB_clean,1319.4,645.9,428.0,151.3,226.7,303.6,475.9,485.1
XODPUD_clean,1287.3,434.1,237.1,85.1,131.9,172.9,280.6,279.3
XOFGAC_clean,2794.0,1049.2,656.5,216.2,326.3,396.4,542.5,546.8
XOFGEG_clean,5360.1,2101.3,1627.0,521.7,695.2,831.1,1062.2,1042.3
XOFPEP01_clean,668.0,293.1,192.0,68.3,109.1,139.7,226.2,236.0
XOFPEP_clean,651.4,287.6,195.9,70.9,110.3,138.7,232.6,242.5
XOGXAU_clean,3495.0,1674.7,497.3,204.8,373.5,474.6,579.2,563.2
XOHLEM_clean,787.0,359.3,154.4,61.4,99.7,134.0,186.9,189.1
XOHTUJ_clean,440.4,191.7,152.3,51.5,71.1,90.2,161.8,178.8
XOJPIW_charged,,,,161.2,252.9,327.4,435.6,473.2
XOJWEZ_clean,513.3,276.3,209.2,73.2,110.6,143.2,241.8,256.5
XOJWOJ_clean,821.8,344.9,166.4,64.1,99.4,132.3,196.3,200.2
XOKHIP_clean,350.8,227.2,190.1,68.7,96.8,127.2,211.1,221.0
XOMCIN_clean,5276.3,2212.9,401.8,204.3,388.1,451.2,490.1,553.4
XOMCOT_clean,3138.2,1992.9,400.9,217.0,386.1,434.3,484.4,636.4
XOMCUZ_clean,243.2,233.0,232.4,63.9,84.0,104.6,193.6,222.1
XOMDOU_clean,2473.8,1341.0,422.0,186.0,347.9,410.7,465.4,474.5
XOMGIQ_clean,3058.3,1239.6,421.7,169.9,302.1,389.7,498.8,498.7
XOMHEO_clean,1756.0,860.7,234.9,97.9,176.1,220.8,243.9,256.8
XOMHIS_clean,8177.7,3105.7,934.4,374.2,534.3,635.5,694.5,726.5
XOMJOY_clean,3381.7,1732.3,442.1,203.4,380.1,465.3,511.4,548.4
XOMJUE_clean,3388.1,1768.9,443.5,209.2,390.1,471.9,520.5,541.0
XOMNEU_clean,2960.1,1818.1,623.0,243.9,428.6,482.8,529.3,600.8
XONGUD_clean,698.2,413.0,343.7,113.7,141.3,173.8,323.9,371.9
XONLES01_clean,2753.7,889.1,376.4,143.6,227.0,282.8,394.6,403.5
XONLES_clean,2930.1,947.6,450.5,137.7,222.6,286.0,378.6,379.4
XOPJAO_clean,1814.3,1108.9,344.1,162.9,311.4,362.2,389.9,416.1
XOPLOE_clean,707.1,273.5,192.2,67.1,97.4,128.0,212.5,226.4
XOPMIA_clean,1646.2,728.2,288.5,114.6,193.0,255.9,341.0,348.8
XOQXIL_clean,569.0,259.7,207.7,71.3,101.4,132.4,225.5,238.2
XORHET_clean,1132.2,466.3,273.9,98.6,149.2,201.1,302.2,313.6
XOSPOK_clean,1211.8,518.9,157.8,66.3,118.6,153.6,193.6,195.0
XOTGUI_clean,739.4,268.9,155.8,54.1,83.4,111.0,180.1,184.5
XOTHAP_clean,406.9,165.1,122.8,41.8,61.5,76.9,138.7,153.0
XOTKIA_charged,,,,159.0,196.4,239.3,434.5,512.7
XOTSEG_clean,1818.7,701.8,340.2,124.8,202.1,263.4,392.3,400.8
XOTSIK_clean,2718.5,1029.3,628.8,224.5,317.6,411.1,603.4,569.2
XOTXAG_clean,1273.7,556.1,232.5,87.9,149.2,201.3,278.3,276.1
XOTXUB_clean,1108.6,627.2,519.1,181.5,234.4,288.6,533.7,605.6
XOTZIR_clean,1641.3,869.8,362.4,147.6,267.4,346.5,435.3,428.1
XOVPIH_clean,714.2,333.1,247.3,86.3,125.3,169.2,284.7,306.8
XOVPON_clean,574.6,257.1,189.8,65.1,95.3,126.7,217.8,227.7
XOVPUU_clean,104.1,81.9,76.4,24.0,27.9,32.8,55.3,69.0
XOVQAB_clean,2044.8,756.2,942.3,339.1,375.5,429.0,672.1,658.2
XOVQEF_SL,459.0,248.2,315.9,100.5,116.0,134.3,203.2,235.4
XOVQIJ_clean,1922.7,770.7,358.6,136.0,221.0,281.9,408.0,406.3
XOVVOU_clean,1007.2,401.8,185.6,72.2,113.0,150.5,223.2,227.0
XOXMED_clean,2480.7,785.9,437.8,163.1,244.8,314.3,443.9,457.3
XUBGUY_clean,246.4,116.0,99.5,33.0,42.6,53.2,97.7,110.1
XUCSOF_clean,1177.0,665.9,207.8,93.4,173.9,218.4,250.8,256.9
XUDNAN_clean,2578.6,936.7,312.5,127.4,217.5,284.9,380.8,376.2
XUDNUH_clean,3834.1,1224.9,362.4,141.3,256.1,317.1,405.0,396.2
XUDPET_clean,10094.5,3570.6,678.9,286.5,506.6,560.2,641.1,699.8
XUDPIX_clean,2550.9,866.3,676.6,218.4,305.5,382.8,514.1,533.2
XUDPOD_clean,5262.1,1725.8,535.4,188.4,326.1,414.2,484.3,487.2
XUDPUJ_clean,,,,649.9,1085.8,1096.3,1359.4,2658.2
XUDQAQ_clean,,,,486.5,841.6,946.4,942.1,1511.4
XUDQEU_clean,,,,423.5,684.0,786.9,858.8,1024.9
XUDVAV_clean,1246.1,685.2,220.0,93.3,172.5,221.0,252.6,255.9
XUDYEC_clean,757.5,296.1,166.9,60.1,96.8,122.9,194.4,199.2
XUDYOM_clean,2856.9,1508.0,229.8,134.2,227.0,266.8,279.4,387.3
XUFPIZ_clean,818.5,533.6,435.3,158.0,233.5,302.5,513.4,535.7
XUFWAX_clean,1169.0,476.1,178.6,65.1,117.0,152.5,180.9,181.6
XUFWEB_clean,1180.7,479.0,174.8,63.9,116.0,151.3,182.3,176.3
XUFWIF_clean,987.0,381.4,160.9,58.4,101.2,129.7,161.9,162.5
XUFWOL_clean,1970.2,908.5,212.2,91.5,166.7,198.2,216.4,239.4
XUFWOM_clean,1270.5,413.9,261.7,93.8,135.5,170.0,266.5,282.1
XUFYAA_clean,10686.4,3798.5,726.3,340.2,611.1,735.0,771.6,844.9
XUFYEE_clean,16759.6,6113.3,982.8,448.2,819.1,960.3,1031.5,1269.2
XUGROI_clean,2450.9,885.9,268.5,108.9,195.7,248.4,316.0,320.9
XUGSEY_clean,813.2,285.0,164.7,58.8,89.8,118.5,195.4,200.3
XUGWUS_clean,2748.8,1244.5,492.5,212.2,354.7,463.7,580.2,591.6
XUJPEY_clean,1780.8,880.4,256.0,109.5,203.8,256.6,306.6,305.3
XUJPIC_clean,1792.7,879.7,249.3,109.7,201.8,260.1,303.3,306.8
XUJPOI_clean,673.3,314.1,151.3,54.5,90.0,118.7,168.2,171.6
XUJQAV_clean,667.8,307.3,143.1,54.9,91.0,120.6,168.2,170.3
XUJSAY_clean,917.4,582.9,319.4,168.5,322.8,350.0,362.9,368.3
XUKHUI_clean,1451.5,724.3,234.7,101.5,185.5,234.3,281.6,286.6
XUKLAS_clean,532.0,268.9,193.7,69.0,109.1,138.0,230.5,234.6
XUKNIC_clean,1975.5,753.1,223.1,92.6,162.7,208.9,260.3,257.0
XUKYEI_neutral,230.1,141.2,111.5,35.9,44.7,54.6,101.5,124.5
XUMMOJ_clean,673.7,275.1,212.0,71.8,104.6,135.4,234.5,253.0
XUMMUP_clean,766.8,316.5,263.6,80.5,114.1,148.8,271.6,282.9
XUMNAW_clean,1699.1,750.1,506.2,162.7,238.4,310.8,395.7,396.9
XUMNEA_clean,3328.5,1913.9,522.0,257.4,496.8,580.2,617.5,643.9
XUMNIE_clean,3100.8,1281.0,380.3,153.9,261.2,336.0,392.5,385.0
XUMTUV_clean,1209.4,522.9,189.3,73.8,133.3,172.7,228.6,227.7
XUMVAD_clean,1295.8,547.3,205.9,79.9,140.8,184.1,244.9,244.7
XUMVEH_clean,1150.7,475.9,187.4,72.3,126.6,163.4,227.8,229.3
XUNGOD_clean,1555.4,929.3,257.2,119.4,226.2,279.6,317.3,324.0
XUNGUJ_clean,1539.8,873.0,270.8,120.8,215.8,274.3,321.9,319.8
XUNHAQ_clean,1645.0,884.2,259.7,114.8,218.0,271.5,318.3,320.6
XUNSAC_clean,766.3,429.3,207.9,81.8,142.9,192.6,252.4,252.5
XUNSEG_clean,651.9,364.6,190.6,68.6,118.3,156.9,212.6,213.7
XUNSIK_clean,1468.8,809.4,245.0,108.3,207.1,255.0,297.5,308.2
XUNSOQ_clean,1336.3,790.1,267.0,116.9,213.7,275.3,330.6,323.3
XUNTIL_clean,524.2,264.7,170.6,62.4,100.0,134.2,208.8,208.2
XUPSAE_clean,1190.2,543.6,142.1,59.0,107.7,141.0,169.7,175.3
XUTQEI_clean,254.2,134.0,120.2,38.8,48.2,57.8,105.3,123.7
XUVGUQ_charged,,,,113.6,196.1,259.1,336.6,335.8
XUVHEB_clean,1807.3,868.4,292.3,119.6,212.9,290.2,340.0,336.0
XUVQOW_clean,2251.0,904.1,253.4,105.6,184.1,235.4,289.7,287.7
XUWFUR_clean,471.3,273.2,312.5,104.4,121.7,152.2,240.0,278.5
XUWKEH_clean,161.8,141.2,112.7,36.1,43.8,52.5,96.9,120.7
XUWSUD_clean,1055.3,688.0,140.9,77.2,145.5,164.2,173.5,228.4
XUWTAK_clean,1077.6,711.2,141.2,79.7,150.5,167.1,177.8,243.3
XUWVUG_clean_h,289.5,282.1,243.5,74.5,86.6,99.0,175.4,243.7
XUYXAR_clean,1096.0,502.0,314.1,112.9,183.8,239.8,371.1,378.1
YABHER_clean,984.8,342.5,214.9,76.8,114.7,146.2,213.9,218.1
YABHIV_clean,4002.4,1447.1,1590.3,443.0,551.5,650.6,905.2,891.3
YABPAU_clean,1381.3,653.7,215.3,89.2,158.5,205.9,257.1,259.7
YAFJEX_clean,2312.4,892.8,288.4,114.8,201.1,244.7,291.3,290.7
YAGHAS_clean,3461.2,1725.4,560.4,226.5,391.1,520.8,605.8,574.6
YAGHUM_clean,652.9,228.8,188.2,58.0,82.5,106.1,178.0,185.4
YAGJOI_clean,982.2,454.0,204.1,78.7,135.7,179.8,246.2,251.0
YAHPED_clean,941.7,385.4,195.0,71.7,117.7,155.9,232.9,238.3
YAHWAI_clean,626.4,264.3,266.8,82.8,110.1,134.7,220.6,232.7
YAJXIT_clean,1751.0,783.3,355.5,139.4,229.2,301.7,423.1,406.8
YAJXUF_clean,1644.1,792.1,362.2,140.8,241.4,318.4,412.7,412.1
YAMYUJ_clean,6283.2,2565.7,628.0,262.6,459.5,538.0,588.4,648.9
YANBAR01_clean,479.6,259.1,208.9,70.3,101.4,128.6,228.8,246.9
YANBAR02_clean,438.9,240.1,192.5,66.0,92.8,117.2,212.6,227.6
YANBAR03_clean,418.6,229.3,181.6,63.8,88.0,113.3,200.4,219.6
YANBAR_clean,460.0,248.7,199.6,67.4,94.9,123.1,220.0,234.0
YAPLIM_clean,1487.1,572.5,516.9,187.2,246.6,273.4,444.7,470.0
YAPLOS_clean,1108.4,492.3,547.6,181.4,215.4,258.3,444.3,445.6
YAPLUY_clean,3557.6,1356.5,711.4,258.7,378.2,495.0,662.7,684.3
YAPMAF_clean,4199.7,1501.0,740.5,286.5,421.5,509.4,690.5,704.9
YAPRUE_charged,,,,105.8,154.7,200.3,338.5,354.8
YAPSAL_charged,,,,173.8,265.5,347.8,529.6,547.4
YAPTIT_clean,3659.9,1419.1,530.4,185.7,313.9,404.4,508.2,502.5
YAPXIX_clean,1070.9,741.6,305.0,152.5,286.3,341.2,373.8,376.3
YAQCEY_clean,2296.9,909.0,322.1,126.7,216.7,278.9,367.7,374.7
YAQKEI_clean,1217.6,666.1,310.4,119.5,208.9,266.2,355.1,351.2
YARBAW_clean,670.4,384.1,334.5,114.7,148.3,193.0,343.8,373.4
YARBIE_clean,2360.3,1601.0,463.8,228.6,407.4,450.0,470.6,633.6
YARBUQ_clean,5735.4,3577.0,762.2,439.2,794.6,853.7,891.7,1392.2
YARDEC_clean,1528.3,741.3,262.8,106.9,188.0,247.9,328.5,323.4
YARDIG_clean,1392.0,657.8,255.6,102.8,178.5,235.9,317.2,318.1
YARGAB_clean,878.8,312.7,201.4,71.9,105.9,138.2,241.5,251.0
YARGOP_clean,518.2,205.6,184.8,54.3,76.2,97.7,162.8,172.8
YARKEJ_clean,3146.5,1672.0,397.1,184.4,354.9,428.1,479.0,499.6
YARKOT_clean,1490.9,602.4,164.8,68.3,126.5,161.2,207.6,203.1
YARSAN_clean,884.0,544.4,219.5,95.8,182.2,220.0,259.5,253.1
YARYEV_clean,166.9,143.6,115.9,37.1,44.6,51.5,94.4,119.3
YARYIZ_clean,199.6,160.5,129.9,41.8,49.6,61.5,109.5,136.6
YARYOF_clean,220.7,182.0,146.8,46.0,55.7,65.9,121.4,155.2
YARYUL_clean,118.3,91.7,71.5,22.8,27.5,33.1,61.2,76.8
YARZEZ01_clean,387.0,140.1,118.2,35.0,50.5,65.3,114.3,122.0
YARZEZ02_clean,158.9,95.3,77.9,25.0,31.0,37.7,70.1,84.7
YARZEZ03_clean,211.1,107.8,87.4,28.6,38.1,45.6,85.9,102.1
YARZEZ_clean,303.9,152.0,116.4,39.8,51.5,64.7,120.6,140.9
YASLOW_clean,10341.7,3496.0,847.3,368.4,624.7,804.3,929.5,901.8
YASLUA_clean,268.7,116.5,82.2,28.5,41.6,54.5,95.8,104.2
YASVOG_clean,7699.2,4098.7,438.0,319.0,415.0,439.0,778.9,1244.5
YASVUM_clean,719.0,261.7,128.0,44.1,71.8,93.6,141.1,144.1
YATDUV_clean,1395.6,458.5,210.0,78.0,122.6,163.8,238.9,248.0
YATTUK_clean,608.0,220.3,138.9,47.4,71.2,94.7,156.7,160.7
YATVUN_clean,8425.9,3443.9,603.1,256.3,459.8,529.5,545.5,789.7
YATWAU_clean,8637.4,3559.8,570.8,269.4,482.5,555.7,557.6,798.4
YAVSOG_clean,1793.2,867.5,347.5,140.4,241.8,321.1,415.5,434.4
YAVTUN_clean,453.7,185.9,146.1,49.0,68.4,84.6,156.3,174.4
YAVVAV_clean,577.3,225.8,170.7,59.0,84.6,108.8,188.5,206.5
YAVVEZ_clean,479.2,200.9,152.7,52.1,73.2,94.4,165.0,182.1
YAVVID_clean,2572.7,1160.0,326.0,141.9,255.1,341.8,401.4,406.4
YAVVOJ_clean,2670.0,1205.2,324.1,139.7,261.5,336.5,396.8,406.3
YAVVUP_clean,2591.1,1216.0,333.9,140.6,256.1,326.4,397.0,408.2
YAVWAW_clean,2584.7,1206.8,325.3,139.5,262.7,329.2,395.7,401.1
YAVWUQ_clean,4884.2,1922.7,547.2,219.4,355.6,471.1,538.2,518.5
YAVZAX_clean,384.9,169.6,91.0,33.5,55.9,74.6,109.6,113.3
YAVZUT_clean,1290.7,492.3,308.8,116.0,160.4,213.6,312.0,318.5
YAWBAC_clean,1187.9,460.6,250.5,92.7,146.0,188.7,264.0,268.6
YAWFEI_charged,,,,75.4,107.5,133.1,238.6,266.9
YAWFOS_clean,583.0,263.3,215.8,71.6,98.2,122.6,225.5,256.1
YAWKOX_clean,704.1,262.2,186.3,64.1,94.8,121.0,212.9,236.6
YAXBOP_SL,1070.0,461.4,207.2,76.9,128.9,172.5,244.9,248.6
YAYLER_clean,620.2,271.4,192.8,67.9,104.8,133.2,222.0,238.3
YAYPOF_clean,682.0,288.9,188.9,67.6,104.3,141.0,220.1,228.0
YAYRAT_clean,6086.1,2425.3,375.6,184.2,343.4,401.1,451.8,511.9
YAZFOW_clean,,,,80.3,145.4,192.2,230.8,234.0
YAZWOM_clean,634.5,430.8,363.8,120.9,152.7,186.7,350.4,411.9
YEBLAT_clean,514.2,224.8,172.2,57.6,83.3,104.9,187.7,205.8
YEDKOI_clean,452.7,184.1,128.6,44.8,65.3,87.2,149.5,159.9
YEDKUO_clean,1456.9,496.9,189.4,72.5,121.1,160.7,236.5,230.9
YEDLAV_clean,1920.2,956.1,214.3,103.4,194.9,239.3,261.8,280.1
YEFNEC_clean,371.2,146.8,116.6,37.5,50.7,65.4,121.0,135.6
YEFNIG_clean,373.1,147.2,114.4,37.7,51.2,65.8,121.6,134.9
YEFNOM_clean,365.5,148.9,111.0,37.3,51.2,66.4,123.3,135.2
YEFPAA_clean,369.8,147.2,114.6,37.7,51.5,65.8,120.9,136.0
YEFPEE_clean,401.0,149.8,108.5,37.1,52.1,68.9,121.1,135.8
YEFPII_clean,7381.6,5420.7,239.4,259.0,277.3,331.7,1429.7,2339.4
YEGCUJ_clean,643.7,302.4,215.3,76.1,116.7,154.4,245.9,247.1
YEGHEZ_clean,574.4,298.6,139.5,48.0,83.8,110.2,154.2,154.7
YEGHIC_clean,211.3,191.7,170.1,53.1,62.0,70.1,124.2,154.3
YEGKOM_clean,946.4,351.1,162.7,60.4,99.0,131.7,198.1,203.6
YEHGID_clean,5540.4,2628.4,1442.1,530.4,746.0,904.6,1039.9,1011.0
YEKQOW_clean,10405.4,4644.4,746.4,369.3,673.5,766.3,800.5,1145.8
YEKXET_clean,886.6,328.0,169.7,61.5,96.8,126.3,196.9,195.7
YEKXOD_clean,718.3,278.8,197.0,70.3,102.2,130.2,226.6,230.7
YEKXUJ_clean,554.7,210.3,154.9,53.6,77.4,99.2,171.8,176.9
YELYOE_clean,760.6,455.6,162.8,72.3,131.2,168.3,195.2,197.9
YEMFOM_clean,2498.6,1240.4,241.8,116.4,221.5,271.2,290.4,319.1
YEMJAC_clean,484.8,199.9,115.2,41.8,65.1,88.4,138.7,141.3
YEMLUY_charged,,,,153.1,200.7,259.0,462.2,522.2
YEMMAF_clean,1295.5,416.2,283.9,99.1,146.1,186.0,327.4,345.0
YENLUA_ion_b,323.8,228.5,258.1,80.7,95.2,110.1,174.6,216.7
YEQRER_clean,113.9,93.1,75.6,24.5,28.3,33.1,60.1,77.4
YEQRIV_clean,107.8,94.6,75.0,23.6,28.0,32.2,58.7,75.9
YEVQOG_clean,2869.9,1223.1,626.2,243.8,372.3,491.3,714.9,686.0
YEVQUM_manual,14961.7,6326.4,3888.1,1342.2,1852.8,2270.5,2865.8,2734.1
YEYCUC_SL,1303.0,468.8,266.0,95.1,147.5,193.4,302.1,313.6
YEYDAJ_clean,3298.9,1653.7,1332.5,459.0,639.7,761.9,880.4,871.1
YEYFEP_clean,1973.2,665.8,252.9,96.5,159.3,211.3,297.4,298.8
YEZFIU_clean,868.7,337.7,248.2,85.9,122.4,160.3,281.0,300.7
YEZKEV_clean,1998.9,952.1,385.5,163.6,284.7,369.4,467.3,463.0
YIBMUT_clean,1310.4,692.6,238.6,103.1,193.1,248.4,297.6,295.0
YICDAR_clean,4051.3,1541.1,332.4,148.0,276.0,372.6,403.3,408.9
YICREI_clean,1284.6,656.3,185.2,80.8,151.4,193.0,226.6,226.8
YIDSOT_clean,1062.7,518.1,235.9,82.5,149.2,190.8,252.7,253.1
YIJCEB_clean,2309.9,1481.5,226.1,170.5,251.8,262.4,391.6,636.2
YIKJOT_clean,1229.3,615.6,849.4,264.9,316.3,353.9,522.3,561.7
YIKJUZ_clean,1191.5,627.4,776.2,271.0,313.7,374.1,549.9,621.4
YILJAG_clean,1278.4,455.6,207.3,77.0,123.6,163.5,250.7,253.0
YILJUA_clean,1769.4,725.1,265.3,103.9,179.0,235.4,320.6,316.2
YILKAH_clean,899.5,357.4,202.4,72.7,116.9,149.2,232.8,237.0
YINCEF_clean,869.4,392.0,222.1,81.6,129.7,170.9,262.9,263.7
YINCIJ_clean,865.8,391.2,237.2,85.5,134.5,179.1,274.4,281.5
YINCOP_clean,810.8,369.2,224.1,81.3,130.5,172.2,264.6,264.2
YINCUV_clean,4401.9,2243.2,631.4,277.0,509.7,638.4,736.0,726.1
YINDOQ_clean,2723.5,1667.5,454.0,223.1,413.8,499.6,539.3,570.9
YINPEQ_clean,282.9,115.1,90.1,30.0,40.4,51.1,94.0,107.7
YINTEW_clean,848.0,398.4,148.5,52.8,97.8,122.5,152.8,155.1
YINXIE_clean,857.7,382.2,251.2,90.9,139.0,183.6,303.8,303.2
YINXUQ_clean,,,,54.5,76.4,97.4,176.8,191.5
YIRHOY_clean,2933.7,1466.1,297.5,142.1,271.6,333.0,378.0,398.3
YISFEL_clean,175.0,159.8,128.7,41.1,50.2,59.2,110.2,137.0
YIVNIC_clean,544.4,335.2,274.8,94.7,133.6,171.6,308.4,325.6
YIVTII_clean,1929.2,946.5,258.8,107.1,203.1,249.1,279.4,289.1
YIVZIO_clean,656.8,280.6,222.3,75.1,105.8,132.0,234.9,257.4
YIVZOU_clean,2702.4,1034.9,346.5,138.6,235.9,317.3,395.2,391.7
YIWBEN_clean,756.3,347.1,202.1,76.7,115.0,153.7,233.1,236.5
YIWBIR_clean,3924.5,2007.4,394.1,178.5,378.9,413.3,437.5,500.5
YIWLEV_clean,152.6,108.5,84.4,26.6,32.8,40.1,76.8,93.5
YIWLIZ_clean,162.0,112.3,87.7,28.5,35.5,43.0,81.2,99.0
YIWMEW_clean,275.7,128.1,101.0,33.0,44.3,55.9,103.5,120.1
YIWMIA_clean,,,,44.2,63.4,81.4,146.4,160.2
YIWMOG_clean,458.4,169.3,125.0,42.6,60.2,79.0,139.7,151.8
YIWMUM_clean,455.0,171.3,124.0,43.9,60.2,77.6,139.3,154.7
YIWNAT_clean,460.7,171.4,125.9,41.9,60.9,77.5,139.9,154.7
YIWNEX_clean,474.2,189.9,168.5,49.7,67.8,87.9,158.3,176.4
YIWNIB_clean,259.4,138.0,107.5,35.4,46.3,58.7,107.8,126.3
YIWNUN_clean,263.2,133.1,108.1,33.9,44.5,56.2,107.8,123.2
YIWPAV_clean,254.0,131.8,109.4,33.7,44.1,55.4,104.3,122.2
