ALUJIB_clean,0.045608,0.063111,0.041249,0.077419,0.080671,0.000000,0.036793,0.000000,0.090714,0.051409,0.000000,0.000000,0.094109,0.000000,0.000000,0.055812
ALUJOH_clean,0.032752,0.054330,0.000000,0.000000,0.115299,0.000000,0.029811,0.066523,0.089014,0.064901,0.063962,0.070223,0.000000,0.000000,0.000000,0.000000
ALUKIC_clean,0.049192,0.012625,0.065151,0.053410,0.089602,0.014878,0.029055,0.034905,0.000000,0.000000,0.062951,0.000000,0.000000,0.012033,0.000000,0.000000
ALUKOI_clean,0.069163,0.120197,0.000000,0.272289,0.111410,0.083497,0.191615,0.121699,0.136320,0.048697,0.139439,0.000000,0.000000,0.000000,0.000000,0.000000
ALUKUO_clean,0.160129,0.114140,0.176835,0.041043,0.091651,0.167783,0.176134,0.142656,0.082811,0.206393,0.123224,0.123610,0.207149,0.188730,0.000000,0.000000
ALULAV_clean,0.007016,0.036388,0.000000,0.013163,0.040008,0.000000,0.018500,0.000000,0.039108,0.040303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ALULEZ_clean,0.197401,0.019750,0.202077,0.024052,0.098223,0.074415,0.158156,0.000000,0.000000,0.075309,0.000000,0.153707,0.000000,0.000000,0.000000,0.000000
ALULID_clean,0.166024,0.096688,0.000000,0.028712,0.049226,0.083005,0.000000,0.069679,0.062251,0.000000,0.118860,0.028595,0.000000,0.000000,0.090215,0.000000
ALURAB_clean,0.097726,0.118591,0.162210,0.226337,0.202221,0.148166,0.143759,0.000000,0.177495,0.000000,0.000000,0.168339,0.111066,0.000000,0.168300,0.000000
ALUREF_clean,0.120545,0.000000,0.000000,0.152834,0.218813,0.181060,0.138921,0.000000,0.130222,0.102671,0.154619,0.171958,0.000000,0.140361,0.000000,0.000000
ALURIJ_clean,0.037965,0.019044,0.084196,0.074388,0.180917,0.112701,0.085795,0.000000,0.000000,0.157736,0.000000,0.114537,0.000000,0.126459,0.000000,0.050861
AMAFOK_clean,0.036993,0.066855,0.180073,0.046559,0.033672,0.032421,0.000000,0.032711,0.148944,0.071078,0.026747,0.064129,0.000000,0.091366,0.094013,0.000000
AMAGAX_clean,0.039150,0.046360,0.156973,0.055057,0.068847,0.078581,0.095178,0.019213,0.103324,0.000000,0.050463,0.101806,0.000000,0.000000,0.000000,0.000000
AMILOY_clean,0.498099,0.822716,0.057449,0.083241,0.160974,0.083809,0.327243,0.000000,0.208647,0.000000,0.141272,0.000000,0.000000,0.186137,0.052401,0.000000
AMILUE_clean,0.550275,0.938118,0.218563,0.189193,0.228554,0.000000,0.522854,0.000000,0.242760,0.111842,0.160059,0.000000,0.111510,0.000000,0.000000,0.000000
AMIMAL_clean,0.449248,0.820932,0.215801,0.144134,0.152600,0.103945,0.000000,0.216302,0.000000,0.169819,0.187043,0.226705,0.000000,0.000000,0.000000,0.000000
AMIMEP_clean,0.480735,0.828779,0.262282,0.178772,0.000000,0.219297,0.474121,0.130100,0.330229,0.000000,0.000000,0.000000,0.000000,0.175868,0.000000,0.000000
AMIZIG_clean,0.061653,0.021321,0.014163,0.023121,0.038736,0.000000,0.000000,0.039090,0.005927,0.009805,0.000000,0.030527,0.004106,0.000000,0.000000,0.022795
AMODUC_clean,0.293650,0.155109,0.136073,0.294977,0.280380,0.183439,0.104739,0.000000,0.200711,0.000000,0.000000,0.000000,0.000000,0.080497,0.000000,0.000000
AMOFAK_clean,0.092878,0.019000,0.094031,0.036910,0.000000,0.000000,0.121104,0.130771,0.083484,0.129017,0.083030,0.000000,0.168640,0.109519,0.123016,0.000000
AMOYOR_clean,0.313585,0.299176,0.178904,0.179381,0.217522,0.185197,0.000000,0.000000,0.000000,0.000000,0.176203,0.216276,0.000000,0.000000,0.228507,0.173938
AMUFOF_clean,0.061118,0.007925,0.022814,0.000000,0.026270,0.021180,0.031936,0.000000,0.039153,0.000000,0.053883,0.000000,0.042729,0.000000,0.000000,0.033341
AMUPOP_clean,0.187489,0.017476,0.163261,0.089364,0.000000,0.000000,0.048253,0.000000,0.000000,0.024732,0.000000,0.000000,0.094534,0.000000,0.073483,0.000000
AMUWUB_clean,0.034439,0.040118,0.037895,0.104091,0.009669,0.110211,0.059497,0.046038,0.000000,0.000000,0.000000,0.057895,0.000000,0.000000,0.000000,0.000000
AMUXAI_clean,0.255919,0.149038,0.075454,0.087644,0.108244,0.107305,0.000000,0.110815,0.133853,0.000000,0.134160,0.000000,0.000000,0.000000,0.000000,0.000000
ANAWIX_clean,0.287017,0.255408,0.210860,0.209259,0.163516,0.229224,0.000000,0.227211,0.179918,0.000000,0.178920,0.000000,0.000000,0.222735,0.000000,0.000000
ANAWOD_clean,0.115766,0.000000,0.078622,0.108045,0.126242,0.090713,0.197259,0.109605,0.000000,0.140726,0.136303,0.000000,0.000000,0.000000,0.142240,0.000000
ANEHEI_clean,0.162019,0.013301,0.025841,0.108249,0.112006,0.084130,0.000000,0.106089,0.078354,0.007409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ANENEN_clean,0.105575,0.088319,0.062506,0.014328,0.039409,0.021613,0.021258,0.028205,0.000000,0.028895,0.000000,0.041934,0.042591,0.000000,0.000000,0.000000
ANENIR_clean,0.041282,0.046879,0.143290,0.010370,0.071769,0.035354,0.000000,0.014250,0.000000,0.000000,0.010285,0.000000,0.000000,0.000000,0.000000,0.000000
ANIDIL_clean,0.052346,0.053676,0.052170,0.045272,0.000000,0.088720,0.042555,0.078092,0.048279,0.056802,0.000000,0.000000,0.089646,0.000000,0.000000,0.000000
ANOMOG_clean,0.106021,0.196991,0.098703,0.150899,0.000000,0.234625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.187797,0.000000,0.000000
ANOMUM_clean,0.280314,0.117954,0.146145,0.131981,0.104730,0.157015,0.244265,0.194673,0.000000,0.000000,0.000000,0.212667,0.000000,0.000000,0.136176,0.000000
ANONAT_manual,0.023194,0.000000,0.036764,0.000000,0.000000,0.000000,0.013357,0.050694,0.028647,0.000000,0.000000,0.000000,0.039448,0.000000,0.000000,0.000000
ANUGEW_clean,0.098400,0.088510,0.145772,0.178736,0.020193,0.088484,0.000000,0.101247,0.091285,0.072075,0.094126,0.000000,0.111766,0.000000,0.119513,0.000000
ANUGIA_clean,0.116251,0.196071,0.105353,0.065031,0.040800,0.043783,0.085058,0.000000,0.000000,0.000000,0.097080,0.000000,0.000000,0.000000,0.000000,0.000000
