name,He_293_0.01,He_293_0.05,He_293_0.1,He_293_0.2,He_293_0.35,He_293_0.5,He_293_1,He_293_5,He_293_15,He_273_0.01,He_273_0.05,He_273_0.1,He_273_0.5,He_273_1,He_273_5,He_273_15,He_313_0.01,He_313_0.05,He_313_0.1,He_313_0.5,He_313_1,He_313_5,He_313_15
FANQER_clean,9.72201e-05,0.0004156511,0.0007960775,0.0016146988,0.0028461532,0.0041043784,0.0083834712,0.0405590927,0.1211193194,0.000102856,0.0004691926,0.0009369762,0.0046017507,0.0089090232,0.045842793,0.136371601,6.34044e-05,0.0003578826,0.0007819876,0.0036915453,0.0072576908,0.0365265726,0.1095149045
FAPXOM_clean,0.0002060257,0.0010957848,0.0022957145,0.0044148355,0.0077270942,0.0111412337,0.0226356542,0.1110976382,0.3291610815,0.0002331939,0.0013448269,0.0025130603,0.0128211355,0.0258188638,0.1259495978,0.3750912192,0.0001720654,0.0011320091,0.0021598734,0.0100635612,0.0199595847,0.1004205283,0.2951577918
FAQGIP_clean,0.0001619407,0.0006998815,0.0014239611,0.0028777043,0.004934537,0.0071365579,0.0143606009,0.0719221333,0.2117104375,0.0001824159,0.000880436,0.0016305749,0.008184518,0.0167952951,0.082578574,0.2414070062,0.0001116832,0.0006347329,0.0013104163,0.0064515674,0.0127523625,0.0631252182,0.1883853967
FAQLUH_clean,0.0002209059,0.0011090378,0.0021752469,0.0043752894,0.0077655187,0.0109258256,0.0221717393,0.1100021228,0.3235144397,0.0002479556,0.0012533029,0.0025629593,0.0126322112,0.0249826542,0.1238628411,0.3662214114,0.0001848396,0.0010233804,0.0020084404,0.0100782683,0.0193292664,0.0975772928,0.2877772747
FAQVEA_clean,7.18614e-05,0.0002942896,0.0005868683,0.0012319101,0.0021609757,0.0030575325,0.0060722903,0.0310869096,0.0897788718,7.35724e-05,0.0003849719,0.0007682328,0.0036597994,0.007232339,0.0361223422,0.1075628631,7.18614e-05,0.0002857347,0.0005201398,0.0026332079,0.0054204045,0.02668112,0.0794975553
FAQYUR_clean,3.91333e-05,0.0002244412,0.0004385236,0.0008758963,0.0015699376,0.0022052789,0.004281648,0.0218812929,0.0641222822,4.83412e-05,0.0002532157,0.0004661471,0.0025033826,0.0051540913,0.0247610464,0.0742060236,3.45294e-05,0.0001691941,0.000355653,0.0018634375,0.0038419734,0.0189301785,0.0567421944
FARBIL_clean,0.0001849283,0.0008169008,0.0015421415,0.0030665943,0.0055365936,0.0077878951,0.0156561939,0.0780815683,0.2305734753,0.0002026171,0.0008844399,0.0018734045,0.0089633962,0.0176228665,0.0887543455,0.2630581479,0.0001399023,0.0007429295,0.0014376168,0.0071494903,0.0139484209,0.0695314468,0.2071711962
FARFIO_clean,0.000148122,0.000837383,0.0015957677,0.0033199078,0.0056246861,0.0081723846,0.0164277174,0.0831872909,0.2466606565,0.0001639217,0.0009242813,0.0018959616,0.0093040365,0.0187897696,0.0927302977,0.2766444995,0.000150097,0.0008275082,0.0015444187,0.007607546,0.0151123941,0.0751215542,0.224406807
FARFOU_clean,0.0001658966,0.0007959089,0.0017083404,0.0033021332,0.0059169802,0.0082217586,0.0166074388,0.0823242334,0.2477330598,0.000195521,0.000888732,0.0017320399,0.0093771101,0.0190307147,0.0931035652,0.2754595235,0.0001421971,0.00074061,0.001530594,0.0078366413,0.0150215459,0.0760557103,0.2249143718
FARFUA_clean,0.0001619467,0.0007188854,0.0014752951,0.0030730378,0.005383741,0.0077122189,0.0147806008,0.0739760774,0.2190191161,0.0001658966,0.000841333,0.0017320399,0.0083323562,0.0168819582,0.0839358008,0.2455546789,0.0001382472,0.0006675365,0.0013982717,0.0067227639,0.0133823291,0.0670064435,0.1991924925
FARHIR_ion_b,7.7842e-05,0.0003782205,0.0008287883,0.001677724,0.0029699012,0.0042107942,0.0081267047,0.0411344596,0.1221267699,8.88315e-05,0.0004899467,0.0010064512,0.004837193,0.0097558919,0.0478096399,0.1393939569,7.87578e-05,0.000341589,0.0007353779,0.0038179208,0.0073840004,0.0365124764,0.1073111481
FARHOX_ion_b,0.0001141328,0.0005345877,0.0010357226,0.0021311354,0.0036410995,0.0051812368,0.0105028438,0.0527765932,0.1541534365,0.0001174125,0.0006178915,0.001204298,0.0059978764,0.0121105424,0.0601243859,0.178428308,9.90463e-05,0.000470306,0.0009734087,0.0046368101,0.0093582358,0.0462979155,0.1373332752
FARYAA_clean,2.0229e-05,0.000126134,0.0002256927,0.0005041395,0.0008761952,0.0012062063,0.0023763177,0.011951795,0.0353857539,2.53855e-05,0.0001491396,0.000253458,0.0012732398,0.0026845131,0.0133594985,0.039727462,2.10223e-05,9.7972e-05,0.0002169664,0.0010523069,0.002137139,0.0108435607,0.0320451852
FARYEE_clean,2.9211e-05,0.0001740488,0.0003213209,0.0006499445,0.0011355771,0.0016017358,0.0031797376,0.016172541,0.0479753942,4.38165e-05,0.0001734402,0.0003401863,0.0018226439,0.003614251,0.0178126162,0.0534244603,2.67767e-05,0.0001503149,0.0002994126,0.0014416839,0.0028809336,0.0145701967,0.0433022449
FASFOX_clean,7.80386e-05,0.0003297132,0.0006399168,0.001256422,0.0022319049,0.0031586137,0.0064264815,0.0313793347,0.0925830844,7.21857e-05,0.00034337,0.0007023477,0.0037614619,0.0075658456,0.0364225815,0.1091272748,5.6578e-05,0.0002809391,0.0005209079,0.0029166939,0.0053417445,0.0273544922,0.0808616816
FASFUD_clean,5.4047e-05,0.0002335601,0.0006215402,0.0011137537,0.0020286917,0.00294556,0.0058737478,0.030358957,0.0865871117,8.10705e-05,0.0002991886,0.0007064711,0.0035999142,0.0070569905,0.0346074351,0.1031582998,5.4047e-05,0.0002818164,0.0005211672,0.0026888369,0.0051499045,0.025855686,0.075847206
FASGAK_clean,9.05876e-05,0.0003045285,0.000653387,0.0011429454,0.0020064186,0.0031223805,0.0061117706,0.0309886624,0.0895390782,9.82972e-05,0.0003238024,0.0007825225,0.0035637537,0.0070388478,0.0354332361,0.1044108607,5.01123e-05,0.0003045284,0.0005223241,0.0027581025,0.0054371823,0.0269372774,0.0779380857
FASGEO_clean,4.92745e-05,0.0002157882,0.0005063378,0.0010449588,0.0017263059,0.0025197949,0.0049784216,0.0250807101,0.074995758,4.41771e-05,0.0002752574,0.0006048867,0.0028749108,0.0060301768,0.0295629886,0.0858191523,4.07789e-05,0.0002361777,0.0004298773,0.0022700243,0.0044720838,0.0221820114,0.064304895
FASGIS_clean,5.39474e-05,0.000261645,0.0006123032,0.0011643652,0.0019708791,0.0027998712,0.0058344136,0.0282585586,0.0845176272,5.8443e-05,0.0003434652,0.0006743427,0.0033411434,0.0067389321,0.0334833664,0.0982355574,4.58553e-05,0.0002454608,0.000480132,0.002574191,0.0049712549,0.0248580728,0.0741021783
FASHAK_clean,0.0001441221,0.0007409574,0.0014564815,0.0028807474,0.0050612307,0.0072874939,0.0145665101,0.0719220375,0.2135771514,0.0001441221,0.0007426529,0.0017142056,0.0081623993,0.0165079201,0.0813611903,0.2390732068,0.0001203844,0.0006833085,0.0013530525,0.0065567092,0.0129709931,0.0654416276,0.1909381056
FASHOX_clean,6.502e-05,0.0003151479,0.0006654597,0.0012937651,0.0022664111,0.0033564911,0.0064694889,0.0324310418,0.0940056352,6.96643e-05,0.000354956,0.0007510472,0.0036411192,0.0072948447,0.0364184922,0.1074349169,5.44045e-05,0.0002945804,0.0005652758,0.0027832536,0.0057920868,0.0292238313,0.0849380006
FASHUD_SL,9.85194e-05,0.0005014383,0.0009586692,0.0018794463,0.0033635521,0.0048729193,0.0095033295,0.0465971332,0.1385068588,0.0001149392,0.0005469087,0.0010887651,0.0055069792,0.0111415297,0.0539406151,0.1600042893,8.46256e-05,0.0004256541,0.00081089,0.0042034923,0.0084145642,0.0411293085,0.1247179369
FASJAL_clean,4.77595e-05,0.0002537224,0.0005566968,0.0011387659,0.0021252983,0.0029043753,0.0058132281,0.0296123899,0.0881058523,5.67144e-05,0.000338794,0.0007223624,0.0033610749,0.006659467,0.0335525497,0.0982756433,4.9252e-05,0.0002940195,0.0005402795,0.0026267732,0.0052729486,0.0259617722,0.0777748728
FASQUN_clean,5.762e-05,0.0003382506,0.0006327527,0.0013508684,0.0023997654,0.0034646679,0.0066892526,0.033413185,0.0990828872,7.89607e-05,0.0004065409,0.0008248193,0.0039587057,0.0078416522,0.0392584116,0.1148856997,6.50892e-05,0.000319044,0.0005591272,0.0030271829,0.0059401929,0.0291375692,0.0868066308
FASVIH_clean,0.0001697325,0.0009892979,0.0018072469,0.0036775373,0.0065565236,0.0093498354,0.0185994477,0.0922665807,0.2735780579,0.0001955965,0.0010183948,0.0022065221,0.0102825548,0.0208964941,0.1046311884,0.3049025928,0.000135786,0.0008502789,0.0016520629,0.0085852309,0.0167663369,0.0821004129,0.2492271036
FASYUU_charged,,,,,,,,,,4.06192e-05,0.0002291648,0.0005359304,0.0024056241,,,,,,,,,,
FATKAO_clean,5.64025e-05,0.0003299547,0.0006373485,0.0012427355,0.0021743171,0.0031388002,0.0063105019,0.0318307621,0.0933273695,7.42633e-05,0.0003534558,0.0007416931,0.0036276217,0.0073031863,0.0360007884,0.1075943869,5.92226e-05,0.000268852,0.0005875262,0.0028934493,0.0056581128,0.0283206453,0.0833666845
FATKES_clean,6.91808e-05,0.0003683147,0.0007103212,0.0013397692,0.0024349695,0.0033898596,0.0068147967,0.0337729009,0.101585682,8.47708e-05,0.0003955973,0.0007346806,0.0039131,0.00783497,0.0384577082,0.1153779965,5.84627e-05,0.0002903645,0.0006060628,0.0030069292,0.0061473481,0.0300361629,0.0893231404
FATKIV_clean,0.0001970448,0.0011657106,0.0021956424,0.0043796939,0.00791491,0.0112083736,0.0223687278,0.1105653314,0.3265893869,0.0002318174,0.0012783075,0.0024705114,0.0121637916,0.024597487,0.122184353,0.3595753538,0.0002285058,0.0010315876,0.0019505781,0.0101337333,0.0202227606,0.1006716939,0.2994684015
FATKIW_clean,7.08845e-05,0.0003017382,0.000655203,0.0013496799,0.0023698425,0.0033928788,0.0066401569,0.0334900702,0.099744123,6.32213e-05,0.0003668753,0.0007960141,0.0038507543,0.0076689406,0.0379021537,0.1114199558,4.40634e-05,0.0002931171,0.0005517499,0.0029464978,0.0057617634,0.0294257041,0.0881066062
FATKOC_clean,5.43606e-05,0.0003595429,0.0006380218,0.0012665066,0.0022860063,0.0034037366,0.006576679,0.0322587249,0.097600167,7.91567e-05,0.0003738483,0.0007677242,0.0037213166,0.0074025786,0.037185512,0.1092142616,5.72217e-05,0.0002803863,0.0005951055,0.0028248438,0.0058814355,0.0289141174,0.0867709631
FATKUI_clean,7.39332e-05,0.0003814952,0.000743275,0.0015013366,0.0025856899,0.0036207545,0.0073381151,0.0362923222,0.1066589709,8.37909e-05,0.0003952961,0.0008201654,0.0040554813,0.0082962892,0.0410891073,0.1219670835,6.30896e-05,0.0003302349,0.0006308965,0.0032195435,0.006542594,0.0321500922,0.0952427013
FATLUJ_clean,0.0001273809,0.0005095235,0.0010396338,0.0021333079,0.0037712457,0.0051582818,0.0105352985,0.0520473083,0.1542955457,0.0001441076,0.0006137441,0.0011953214,0.0059843269,0.0118850211,0.0596502735,0.1761227079,0.0001003607,0.0004451897,0.0009830199,0.0047246718,0.0093785773,0.0475066307,0.1387602264
FATQID_clean,0.0005521254,0.0027954458,0.0057301664,0.010793803,0.0191105029,0.0278002605,0.0544713996,0.273366741,0.8125395868,0.0006516074,0.0030491247,0.0060335861,0.0310582948,0.060201566,0.3002816112,0.890508648,0.0004675656,0.0024820771,0.0050835326,0.0247760036,0.0508303564,0.2524406906,0.7492789476
FATVOM_clean,8.21336e-05,0.0003242863,0.0006216667,0.0012900645,0.0022770843,0.0032428626,0.0067236295,0.0322501974,0.0954237092,7.64692e-05,0.000393675,0.0007505315,0.0038871865,0.0076950721,0.037182464,0.1108775779,5.806e-05,0.0002492331,0.0005961769,0.0028010402,0.0057521868,0.0286603911,0.0844942711
FAVDAK_clean,7.521e-05,0.0004465596,0.0008602149,0.0017169043,0.0029884242,0.0043527814,0.0087278908,0.0432446011,0.1278547272,9.16622e-05,0.0005029672,0.000981256,0.0050273214,0.0099559298,0.0500323077,0.1443374788,6.81591e-05,0.0004066043,0.0007779539,0.0037170215,0.0078218447,0.0386497374,0.1129137816
FAVDEO_clean,8.07659e-05,0.0003949786,0.0008176167,0.0016971908,0.0030901264,0.0042518281,0.0085954859,0.0419307918,0.124813227,0.0001028936,0.0004978721,0.0010012762,0.0048227215,0.0096211026,0.0475899385,0.1389660724,7.41276e-05,0.000404936,0.0008142975,0.0037417857,0.0076196565,0.0377951339,0.1103716157
FAVDIS_clean,3.9562e-05,0.0002010397,0.0004246863,0.0007605599,0.0014428031,0.0019942493,0.0039416701,0.019933612,0.0592946033,5.49024e-05,0.0002268761,0.0004803961,0.0023422337,0.0046101877,0.0228014555,0.0674645665,3.87546e-05,0.0001760107,0.0003423327,0.0018206608,0.003519406,0.017651125,0.051448403
FAVFOA_clean,,,,,,,,,,0.0002083907,0.0011651455,0.0024811152,0.0119531037,,,,,,,,,,
FAVFUG_clean,0.0002244856,0.0011363711,0.002172351,0.0043544623,0.0076924651,0.0108338688,0.0222157055,0.1089368513,0.3193342084,0.0002356401,0.0012730143,0.0024093853,0.0124052667,0.0246697092,0.122882843,0.3604220392,0.0001687128,0.0009774185,0.0019757519,0.0098564503,0.0198648814,0.0976079988,0.2856976253
FAVGAN_clean,6.55795e-05,0.0004203408,0.0008003857,0.0016774126,0.0028459916,0.0041781242,0.0081405473,0.0404119743,0.120981506,9.08631e-05,0.0004503651,0.0009212731,0.0046593033,0.0094805811,0.0458929969,0.1360513553,7.34806e-05,0.0003516008,0.000739547,0.0035721066,0.0073599144,0.0366454996,0.1082891104
FAVGER_clean,7.2779e-05,0.0003631207,0.0007200473,0.0015314555,0.0025635234,0.0037396007,0.0074908152,0.0370700506,0.1083059607,8.82639e-05,0.000418092,0.0008516688,0.0040887845,0.0084129403,0.0419315315,0.1233355942,6.11653e-05,0.0003491843,0.0006139759,0.0033718346,0.006464167,0.0324160671,0.0958886281
FAVGIV_clean,7.02699e-05,0.000289227,0.0006415952,0.0011273744,0.0020429205,0.00305216,0.0058629579,0.0287271699,0.085764982,7.84172e-05,0.0003472761,0.0006945522,0.0034360983,0.006692958,0.0330951092,0.0981447139,6.21227e-05,0.0002444172,0.0005448466,0.002550086,0.0053069088,0.0255792799,0.077397766
FAVGOB_clean,5.60123e-05,0.0002953375,0.000595767,0.001093767,0.002043939,0.0028382949,0.0058476818,0.0285764459,0.0847964788,6.11043e-05,0.000294319,0.0006670552,0.0032375093,0.0065045531,0.0325899803,0.0961455848,5.49939e-05,0.000279043,0.0005173498,0.0025460126,0.0050604547,0.0256872308,0.0756237044
FAVGUH_clean,6.29199e-05,0.0002861842,0.0005794723,0.0011213956,0.001968785,0.0028070409,0.0056526457,0.0281465221,0.0841746935,8.22018e-05,0.0003379409,0.0006464515,0.003347949,0.0064340707,0.031834442,0.0954322875,4.66825e-05,0.000237472,0.0005419233,0.0024843226,0.004944289,0.0250867866,0.0759311673
FAVHAO_clean,6.08903e-05,0.0003135848,0.0005967245,0.0011498111,0.0020580907,0.0029907265,0.0057551443,0.0294313065,0.0867422328,7.00238e-05,0.0003450448,0.0006840005,0.0032880736,0.0068592876,0.0338387464,0.0978496308,5.27716e-05,0.0002760358,0.0005226413,0.0026243699,0.005269037,0.025965636,0.0773265691
FAVHES_clean,5.89755e-05,0.0002668892,0.0004917959,0.001050564,0.0018702239,0.0027578555,0.0054767271,0.02677089,0.0793810567,5.69763e-05,0.0003288635,0.0006317378,0.0030817207,0.0060934712,0.0311340793,0.0907233496,6.29739e-05,0.0002329033,0.0005247822,0.0024070008,0.0048749769,0.0241929599,0.0713823762
FAVHIW_clean,5.79759e-05,0.0002658897,0.0005577685,0.0011575196,0.0019811778,0.0028148318,0.0056476562,0.0281873022,0.084454951,6.9971e-05,0.0003448568,0.0006687224,0.0032926332,0.006513297,0.0323435774,0.0957162776,5.49772e-05,0.000228905,0.0004837992,0.0025799293,0.0050299126,0.0251205749,0.074871928
FAVKAP_clean,0.0002485616,0.0011866814,0.0024214715,0.0047467256,0.0084484232,0.0122917743,0.0236293926,0.1183554338,0.3508033356,0.0002512343,0.0014004977,0.0026058879,0.0138472874,0.0272028003,0.13222945,0.394651748,0.0002405435,0.0011145182,0.0021221282,0.0109367111,0.0211785213,0.1082606238,0.3149489864
FAVZEJ_clean,2.84915e-05,0.0001994402,0.0003974559,0.0007721186,0.0013946571,0.0019473915,0.0039788328,0.0200508671,0.0589972726,3.27652e-05,0.0002621215,0.0004316457,0.0023391491,0.0046626279,0.022881494,0.0684706841,4.84355e-05,0.0001709488,0.000340473,0.0016952421,0.0035300923,0.0175037303,0.0522861085
FAWCEN01_SL,0.0001871372,0.00105163,0.0021073281,0.0042024517,0.0072698753,0.0105061292,0.0208902123,0.1025756211,0.3054303637,0.0002603649,0.001114687,0.0023046358,0.0116614979,0.0233840196,0.1174204867,0.3443325361,0.0001973077,0.000951959,0.0019812138,0.0093975441,0.0186994861,0.0929604279,0.2803010858
FAWCEN02_SL,0.0002257852,0.0010963802,0.0021602148,0.0042919521,0.0076197406,0.0107685282,0.0219337059,0.1090623676,0.3205844126,0.0001790008,0.0012245285,0.0023636247,0.0121761253,0.0243827629,0.1203028071,0.3518465035,0.0001871372,0.0009723,0.0018978157,0.0096233292,0.0194521033,0.0970265948,0.2894789474
FAWCEN03_SL,0.0002054442,0.0009743341,0.0021500443,0.0040763374,0.0070746016,0.0104267993,0.020741723,0.1041561172,0.3049726911,0.0002725695,0.0011696078,0.0023819316,0.0118872831,0.0233270648,0.1150548278,0.340970168,0.0001606939,0.0009621295,0.0018469632,0.0093263506,0.0186872815,0.0943253093,0.2818958207
FAWCEN_SL,0.0002379898,0.0010333231,0.0020625779,0.0040153144,0.0070583288,0.0099853995,0.0204813581,0.101460934,0.3022144508,0.0002440921,0.0011390963,0.0023534542,0.0112506096,0.0229243129,0.1129373291,0.3340745672,0.0001647621,0.0009702659,0.0018286564,0.0093507601,0.0184981101,0.0924681756,0.2739343512
FAYLEY_clean,0.0001707932,0.000877937,0.0017319031,0.0033829041,0.0058354347,0.0085666279,0.0172935617,0.083591291,0.2481145929,0.0002052515,0.0009468536,0.0019671183,0.010169687,0.0200682022,0.0972607406,0.2903110032,0.0001513168,0.0007101402,0.0014607314,0.0072841806,0.0145848413,0.0733422002,0.2124892266
FAYLIC_clean,0.000165471,0.0007337554,0.0014407681,0.0029968644,0.0052181878,0.0074929967,0.0149910077,0.0743483114,0.2191989861,0.0001587853,0.0007404411,0.0018502671,0.0088819506,0.0171789026,0.0857858703,0.252619122,0.0001437425,0.0006334699,0.0013003684,0.0065202276,0.0133212545,0.0660112452,0.1946424151
FAYPAY_clean,0.0004152058,0.0020400066,0.0043132109,0.008577128,0.0149701598,0.0213290651,0.043278095,0.2162255304,0.6278158176,0.0004455404,0.0024040225,0.0049502387,0.0236781048,0.047248145,0.2393633002,0.6970471191,0.0004208935,0.0019755453,0.0039491947,0.0195355266,0.0392246247,0.196843572,0.5780119766
FAYPEC_clean,0.0003354484,0.00166348,0.0032994359,0.0066435983,0.0114551324,0.0163905243,0.0330476871,0.1638742786,0.4812583407,0.0003681331,0.0017976592,0.0036366043,0.0183498858,0.036340242,0.1815309055,0.5343847642,0.0003027637,0.0016049914,0.0029123799,0.0148354191,0.0301525095,0.1485038614,0.4410286177
FAYPIG_clean,0.0003409212,0.0016901753,0.0036310809,0.0069897856,0.0124715813,0.0177910336,0.0349795928,0.1765845318,0.522145101,0.0003788013,0.0020671726,0.0040441544,0.0197589953,0.0399707507,0.1966086892,0.572210004,0.000322883,0.0016667256,0.0032631025,0.0162938666,0.0318553841,0.1607307961,0.4768278407
FAYPOM_clean,0.0002615384,0.0013341991,0.0025888763,0.0050381477,0.0090725536,0.0128454211,0.0257951041,0.1300128379,0.385373235,0.0003057171,0.001404885,0.0028239072,0.0142750453,0.0287056018,0.1434626247,0.4276099125,0.0002332639,0.0012352385,0.0023291049,0.0116472926,0.0234624646,0.1173158575,0.347975017
FAYQAZ_clean,0.0002885626,0.0015067459,0.0031931954,0.0061600334,0.0107200132,0.0153871241,0.0305910886,0.149264607,0.4456166422,0.000343856,0.0017158241,0.00330551,0.0167003419,0.0335389195,0.1694588034,0.4933314141,0.0003041139,0.0012665651,0.0028476115,0.0140721772,0.0276311624,0.1385152191,0.4112103071
FAYQED_clean,0.000577948,0.0027394426,0.0056911609,0.0114350034,0.0198563101,0.02886951,0.0574818098,0.2852800931,0.8253562335,0.000669366,0.0032259723,0.0063217901,0.0319405347,0.0631450805,0.3143401864,0.9062116241,0.0005640028,0.0026945081,0.0051937844,0.0264833439,0.0523391572,0.2615377411,0.7490237122
FAYQUT_clean,0.0003392801,0.0015995778,0.0032887768,0.0066463698,0.0114659081,0.0164750912,0.0332862618,0.1630337065,0.4701230371,0.0003864913,0.0018812442,0.0037456845,0.0184923666,0.0369167193,0.1826567412,0.5271277009,0.0002904686,0.001461145,0.0029975078,0.0150411525,0.029286117,0.1472523791,0.4265071356
FAZFET_clean,0.0001014956,0.0005139162,0.0010126839,0.0019742412,0.003442898,0.0050187311,0.0100613212,0.0502092761,0.1457488431,0.0001128571,0.0005415625,0.0011327367,0.0055530988,0.0111274039,0.0556820864,0.1610587753,8.86193e-05,0.0004821043,0.0009244434,0.0045407935,0.0091289249,0.0450492844,0.1340855575
FAZPED_clean,7.58364e-05,0.0003507434,0.0006719949,0.0013597891,0.0025510529,0.0035169139,0.0071507423,0.0349300438,0.1030838118,7.47831e-05,0.0003897147,0.0008068147,0.0039276922,0.0079091065,0.0393053838,0.1166458914,7.26765e-05,0.0003223046,0.0006203837,0.0031429982,0.0063207548,0.030993923,0.0914660938
FAZRAA_charged,,,,,,,,,,6.36366e-05,0.0005143961,0.0009757617,0.0046454741,,,,,,,,,,
FAZZEM_clean,4.88681e-05,0.0002691753,0.000575202,0.0011720342,0.0021205568,0.0029577241,0.005839342,0.0294899191,0.0875508759,7.37028e-05,0.0003380714,0.0007049829,0.0033654924,0.0067462065,0.0331886764,0.0983283033,5.84815e-05,0.0002651697,0.0005207261,0.0026813387,0.00541475,0.0266491581,0.0793562498
FEBPUY_clean,0.0001383093,0.0006927707,0.0014381724,0.0028396254,0.0050623667,0.0071614863,0.014773396,0.0711411845,0.2100074352,0.0001517731,0.0008580074,0.0017343745,0.008278976,0.0164257643,0.0820162155,0.2403400201,0.0001113818,0.0006536034,0.0012594717,0.0064748349,0.012796674,0.0636577924,0.1865976612
FEBXIV_clean,0.0012424212,0.0062745557,0.0125458247,0.025328301,0.0435504786,0.0633897759,0.1257376271,0.6169574444,1.776596581,0.0012424211,0.0068398897,0.0134299804,0.0688524793,0.1367320687,0.6850934007,1.9389429047,0.0012818631,0.0058374075,0.0117175439,0.0575950971,0.11787882,0.5701793001,1.6590037151
FECCIZ_clean,0.0001138873,0.0005808253,0.0011028089,0.0021221004,0.0038133271,0.005460897,0.0105592527,0.0537168528,0.155932621,0.0002258765,0.0010192913,0.0020993226,0.0107509612,0.0119619649,0.0611062418,0.1824171174,0.000125276,0.0007535543,0.0014463687,0.0074823957,0.0092001974,0.0471265732,0.1371905643
FECFAV_clean,2.21544e-05,0.0001079317,0.0002016619,0.0004169573,0.0007248467,0.0010355765,0.0021018283,0.0104909636,0.031455849,2.27225e-05,0.0001215652,0.0002465388,0.001159982,0.0023256446,0.0117753511,0.0352164175,1.76099e-05,9.60024e-05,0.0001834839,0.0009435505,0.001887101,0.009546277,0.0284485303
FECJUT_clean,0.000245898,0.0013370706,0.002510675,0.0049221524,0.0088369611,0.0121984992,0.0247406969,0.1237076758,0.3623782782,0.0002361178,0.0013258922,0.0027593647,0.0140133813,0.027941563,0.1396253831,0.4077883826,0.0002333235,0.0011107316,0.0023122778,0.0110765894,0.0222900993,0.1113932133,0.3302704198
FECKAA_clean,0.0001203735,0.0008877548,0.0016033086,0.003231695,0.005704368,0.0084595845,0.0163691288,0.0824625585,0.2438667496,0.0001655136,0.0009462694,0.0018825077,0.0095914267,0.0191728291,0.0937960611,0.2796695168,0.000172201,0.0007138817,0.0014177322,0.0071538635,0.0146788838,0.0730450013,0.2158230598
FECWOB01_clean,6.77869e-05,0.0003241446,0.0007148435,0.0013582027,0.0024230731,0.003539708,0.0070338139,0.0350002186,0.105351915,7.88793e-05,0.0004597183,0.0008072802,0.0041313024,0.0082564429,0.0412748193,0.1211043551,6.16244e-05,0.0003216796,0.0005817347,0.0029961804,0.0061784666,0.0302723913,0.0906002559
FECXAO_clean,0.0002448587,0.001204342,0.0024413319,0.0048209957,0.0086952044,0.0120488617,0.0240088487,0.1198900733,0.3529157473,0.0002847616,0.0013693948,0.002798644,0.0137737542,0.0273643197,0.1362049176,0.4026111802,0.0002158384,0.0009413456,0.002189218,0.0107066725,0.0214314842,0.1069034935,0.3199976695
FECXES_clean,0.0004021344,0.0018442024,0.0036563142,0.0072705097,0.0127339216,0.0184580691,0.0359714734,0.178889637,0.5185879056,0.0003890976,0.0021009264,0.004001287,0.020374473,0.0409073973,0.2022565537,0.5801977031,0.0003199024,0.001663693,0.0032170748,0.016707128,0.0332227193,0.1629426515,0.470964563
FECXUI_clean,0.0002854339,0.0015987695,0.0028951151,0.0058445986,0.009857663,0.0147457183,0.0286606201,0.1427916982,0.4247494046,0.0002735408,0.0015681872,0.0031414715,0.0160896348,0.031973692,0.1613415026,0.4740139336,0.0002463566,0.0012538702,0.0025875939,0.0126542344,0.0262854024,0.1304279936,0.3775423781
FECYIX_clean,2.17543e-05,0.0001028386,0.0002135879,0.0004182763,0.0006991048,0.0010432186,0.0020785266,0.0100534635,0.0302137875,2.3732e-05,0.0001433807,0.0001898559,0.0011539678,0.0024621938,0.0119193911,0.0353369304,1.87878e-05,9.98721e-05,0.0001928224,0.0009077485,0.0018234078,0.0088451098,0.0265877374
FECYOD_clean,,,,,,,,,,0.0001949992,0.0009956428,0.001997021,0.0101250454,,,,,,,,,,
FECYUJ_clean,0.0002665987,0.0014484628,0.0030395644,0.0055866854,0.0099966009,0.014294443,0.02829342,0.1415146462,0.4168329542,0.000337918,0.0014739339,0.0034182361,0.0158753548,0.0324740946,0.1603616434,0.4718100137,0.0002564102,0.0013211068,0.0024910843,0.0129563554,0.0251706496,0.1277618909,0.3773508808
FECZAQ_manual,0.0002271515,0.001301966,0.0025392954,0.0050176478,0.0087425633,0.0124213098,0.024994054,0.1222001298,0.3625762986,0.0002640867,0.0014367794,0.0027313583,0.0140741591,0.0275093416,0.1384811687,0.4037609002,0.0001883696,0.0010914353,0.002149629,0.0109752965,0.0221094144,0.1105193708,0.3299902129
FEDBEX_clean,0.0001156103,0.0005116088,0.0011760358,0.0022377902,0.0040437028,0.0056649047,0.0114826277,0.0577121307,0.1696481503,0.0001195969,0.0006179171,0.0012982903,0.0064980957,0.0131848897,0.0653397529,0.1894454177,0.000108966,0.0005381858,0.0011162373,0.0051214031,0.0104315042,0.0516844488,0.153036146
FEDJUU_charged,,,,,,,,,,2.4622e-05,0.000120969,0.0002590663,0.0013049661,,,,,,,,,,
FEFCUQ_clean,0.0003216928,0.0017061937,0.0034042433,0.0071423956,0.0121754634,0.0172370357,0.0342378918,0.1712179637,0.5082054729,0.0004194223,0.0021256159,0.0039784036,0.019008381,0.0384728357,0.1941436691,0.5650310891,0.0002280354,0.0015718156,0.0030173972,0.0157466601,0.0313793048,0.1544247827,0.4593325926
