,MOF,15bar time (s),1bar time (s),5bar time (s)
5795,FAGXIX_clean,4635.2,1048.4,3812.8
5796,MIFTUS_clean,628.3,301.7,395.8
5797,KODSUT_clean,414.8,307.8,513.8
5798,XAKZEP_clean,511.8,204.3,289.4
5799,AVAQIX01_clean,1813.1,349.2,1417.1
5800,WUSSEK_clean,2535.7,428.1,1268.3
5801,HOVGIK_clean,2827.2,450.8,1913.5
5802,CISLUN_clean,942.3,218.5,470.3
5803,PEGCEL_clean,1330.0,387.8,865.3
5804,FITGEW_clean,841.1,332.0,454.0
5805,COXDIE_clean,3034.1,564.5,1812.7
5806,XUNSIK_clean,1991.8,403.3,1531.2
5807,MOGNAY_clean,1439.1,266.9,796.6
5808,ERAMAN_clean,2681.7,287.0,1217.2
5809,QIRWAR_clean,1596.6,246.6,912.8
5810,DADPAC_clean,1068.0,215.5,457.6
5811,XIPTEW_clean,138.1,66.7,112.5
5812,LAZKUU_clean,2666.3,399.3,1505.2
5813,QIVJAG_clean,348.5,128.3,169.2
5814,PEWFII01_clean,1036.2,230.9,693.3
5815,NOCLOH_clean,1087.4,238.9,715.1
5816,SIKYER_clean,2642.9,321.4,1271.3
5817,ja203898s_si_006_clean,1318.3,288.5,669.0
5818,KOBRAV01_clean,571.6,237.9,350.8
5819,EXAXAE01_clean,785.8,186.7,406.5
5820,GOYXOJ_clean,618.4,329.0,416.4
5821,FELVUP_clean,490.9,335.6,422.6
5822,QOZGAP_clean,1155.1,238.8,830.0
5823,BASSOF_clean,1048.5,549.6,738.5
5824,AYUWUM_clean,581.5,278.7,428.1
5825,FIVQOR_clean,2965.1,1466.9,3030.1
5826,RUGKAH_clean,955.9,261.2,490.5
5827,CAHLEE_clean,419.3,222.0,478.8
5828,TACYAX_clean,267.2,201.1,261.0
5829,cg0702636-file002_clean,2064.3,400.0,1629.7
5830,KEDJAG24_clean,667.3,170.1,274.6
5831,IJATIW_clean,236.7,228.5,283.3
5832,REYPIW_clean,1630.1,308.3,1125.4
5833,GISZUF_clean,2066.3,406.5,1193.4
5834,IQOHUT_clean,2162.0,368.9,1044.9
5835,HAWWUZ_clean,1773.9,265.0,804.3
5836,EKOPIE_clean,1832.2,227.7,970.1
5837,cg5010616_si_003_clean,1056.8,275.0,585.9
5838,FOFCIO_clean,746.0,409.2,693.7
5839,FAVKAP_clean,521.8,130.6,235.7
5840,ECEZAO_clean,1000.1,280.1,706.3
5841,CIXCAO_clean,4957.5,450.3,2419.6
5842,IPEBAI_clean,11875.6,8675.0,15003.0
5843,QIVBUT_clean,2872.3,455.3,2068.9
5844,QASTUC_clean,1721.2,362.6,1227.8
5845,YUSWIU_clean,2612.9,334.0,1506.7
5846,CEYPUT01_clean,1496.2,413.7,1298.0
5847,EVUNIT_clean_h,717.1,269.6,514.5
5848,acscombsci.5b00188_34903_clean,2898.6,875.7,2522.9
5849,REVYUO_clean,2583.6,406.3,1737.4
5850,MAKFOW_clean,829.1,220.5,421.7
5851,EMUTUD_clean,1399.7,272.1,1020.3
5852,YILKAH_clean,1198.1,243.6,617.7
5853,GAYGAQ_clean_h,1118.0,259.3,802.9
5854,PIHNUQ_clean,1375.4,453.1,1116.7
5855,cg500175k_si_001_auto,492.7,128.6,194.8
5856,XAPNIN_clean,934.0,178.6,458.2
5857,GIWCOF_ion_b,1337.6,289.9,725.5
5858,DUGMOJ_clean,386.6,148.2,207.6
5859,TONMEQ_clean,1098.4,317.5,772.8
5860,WUJPIC_clean,771.1,185.6,477.3
5861,HEBTAL_clean,1031.5,279.5,736.2
5862,cg500975j_si_002_clean,1718.4,399.9,1335.4
5863,QIVZEC_clean,661.4,307.1,447.1
5864,XAFFIV_clean,553.2,176.5,239.7
5865,IKETOH_manual,756.3,185.1,349.9
5866,KUGFAU_clean,915.5,275.3,449.1
5867,CUWXAV_clean,1231.6,266.9,777.2
5868,IWELIG01_clean,1290.8,514.3,1259.5
5869,QOJYEV_clean,398.8,312.5,422.9
5870,CDLGLU10_clean,273.5,118.7,278.2
5871,VIDVUB_clean,807.2,175.1,317.1
5872,NOHSIM01_clean,2062.5,276.0,1252.6
5873,XASPEP_clean,2317.2,254.4,1135.6
5874,XEXLET_clean,2210.6,409.5,1026.4
5875,EBEXAM_clean,697.6,168.7,348.1
5876,MOYTUR_clean,5851.3,694.6,3350.6
5877,EKIJEP_clean,289.1,111.4,253.7
5878,MAGNEQ03_clean,97.3,67.7,101.5
5879,PACZOK_clean,4515.6,500.8,1936.1
5880,OPUDOT_clean,1064.9,393.9,993.4
5881,VARREL_clean,1091.2,316.5,685.3
5882,AFOVEX_clean,1202.8,242.8,638.5
5883,SETQOZ_SL,788.2,170.9,358.7
5884,GAMTAQ_clean,895.1,254.8,549.2
5885,j.jssc.2015.06.039_mmc5_clean,1613.1,346.3,980.9
5886,ALIPEQ_clean,459.0,272.9,377.5
5887,ZERNOB_clean,1669.6,581.2,969.8
5888,LUPYAX_clean,2252.6,290.8,1093.1
5889,GEZYUH_clean,4086.1,478.5,2077.4
5890,BEJZAS_clean,989.8,175.8,537.9
5891,SOVHIU_clean,4539.4,1716.6,4307.2
5892,AGOFEJ_clean,781.4,244.2,347.6
5893,c5ra04381f_c5ra04381f2_clean,761.0,302.2,438.8
5894,WABVIF01_clean,804.7,173.5,373.1
5895,RAZXIA04_clean,304.7,226.4,367.5
5896,ADAXEK_clean,1056.1,252.8,721.8
5897,TUTZUD_clean,449.2,367.2,506.1
5898,REZJIR02_clean,1860.2,347.2,960.2
5899,HOVQAM_clean,2561.8,295.3,1164.3
5900,RORVAX_clean,1326.0,200.6,635.7
5901,UVASAM01_clean,1964.4,539.5,1596.5
5902,VATVUK_clean,1441.8,398.3,915.3
5903,XANKOO_clean,4384.7,459.9,1818.6
5904,TIFZIR_clean,1251.8,205.2,789.8
5905,c5ce02254a_c5ce02254a2_clean,3711.9,536.6,2413.2
5906,MILROQ_clean,1698.5,364.7,677.4
5907,j.ica.2016.03.009_6_clean,1468.1,394.4,980.9
5908,YUYLOV_clean,1257.4,322.2,739.9
5909,DEPXOM_clean,1480.0,240.3,699.4
5910,WODFOL_clean,2322.9,587.7,1930.0
5911,FUVDEH12_clean,5982.5,955.1,4198.4
5912,IRIPOO_clean,1676.9,537.5,1590.0
5913,HOYROE_clean,925.7,218.8,567.3
5914,XUJPOI_clean,876.9,187.6,556.6
5915,00958972.2016.1250260_1436516_clean,486.7,294.2,387.3
5916,UMIGAA_clean,2347.2,263.2,1135.7
5917,PUWCUF_clean,1470.9,236.9,838.2
5918,BETDOV_clean,1085.7,268.0,660.9
5919,FELWIE_clean,486.9,336.3,434.0
5920,IZENEI_clean,7850.4,794.4,4530.2
5921,GORJEE_clean,10387.3,2020.3,7976.3
5922,DOTFID_clean,3648.8,474.6,1726.8
5923,POHCOG_clean,907.5,219.9,527.1
5924,VAMQAE_clean,2191.6,504.1,984.2
5925,MISQIQ04_clean,1022.6,282.9,732.3
5926,EDIKIL_clean,1137.6,215.4,528.1
5927,ncomms11831_ncomms11831-s3_clean,2335.5,940.9,2354.0
5928,IKEBUV_clean,1216.9,202.7,594.7
5929,NETFAU_clean,536.5,292.2,374.7
5930,TUPDOZ_clean,1467.7,344.2,1186.4
5931,UXUPIN_clean,2371.8,330.7,1037.5
5932,HOJNUR01_clean,721.2,318.3,414.5
5933,KESGAS_clean,883.5,276.6,565.0
5934,KASRAZ_clean,2936.2,336.5,1475.8
5935,NOFHOG_clean,1231.5,209.6,539.5
5936,ROQNES_clean,804.4,269.1,373.9
5937,GUSCIH_clean,413.7,230.3,297.1
5938,DEJCEB_clean,2105.5,428.3,1645.8
5939,c6cc03541h_c6cc03541h4_clean,1427.4,592.5,1148.9
5940,WEMNAF_clean,2449.6,418.2,1626.7
5941,YUFLIW_clean,1894.3,256.5,912.9
5942,YEQRIV_clean,135.3,90.2,128.6
5943,CIZMIJ_clean,1180.5,229.0,577.3
5944,ESATAU_clean,1273.1,342.0,912.8
5945,JOBFIQ_clean,7047.5,943.3,4434.5
5946,ELIKOA_clean,1312.7,277.0,862.7
5947,PECLEP_clean,3614.9,677.5,2766.9
5948,WAHNOL_clean,2035.4,293.8,829.7
5949,MODDEP_clean,428.4,272.9,508.7
5950,GISZUD_clean,346.5,111.2,153.5
5951,NATXOW_clean,956.6,270.0,494.5
5952,MAXHUP_clean,409.7,318.1,445.7
5953,MINVOU01_clean,782.1,174.4,375.6
5954,RAKDAJ_clean,4836.4,416.1,2262.5
5955,KAPHAL_clean,211.2,84.0,196.1
5956,INOMOP01_clean,947.5,207.0,511.8
5957,acs.inorgchem.5b02242_ic5b02242_si_002_clean,839.3,198.2,385.8
5958,LEJCEK_clean,165.4,95.3,133.6
5959,COKDAI_clean,346.1,185.9,251.6
5960,XALBUI_clean,1621.1,301.7,891.3
5961,NUYWOU_clean,810.5,295.4,715.0
5962,TACJIS_clean,1144.4,296.5,797.7
5963,IRAHUF_clean,2632.1,1157.5,2479.1
5964,RIGPEE_clean,976.1,342.1,510.9
5965,RUDQUD01_clean,553.5,183.7,276.0
5966,XAWVUN_clean,416.7,152.1,204.5
5967,KIDDOS_clean,3522.2,644.6,2677.1
5968,HICGEG_clean,2686.9,404.2,1473.4
5969,DUCGEO_clean,985.2,345.9,524.2
5970,UMOBEF06_clean,829.6,186.5,396.3
5971,WOYJEB_clean,11787.2,1081.8,5999.0
5972,IBEYOE_clean,1113.3,252.5,514.4
5973,UKAPUS_clean,1727.7,299.9,942.1
5974,TAQGEZ_clean,853.2,215.8,351.0
5975,QOVGOY_clean,353.9,190.0,241.1
5976,GOYYEA_clean,618.2,326.2,419.7
5977,VASGUU_clean,3246.9,371.7,1814.3
5978,HACREL_clean,5249.4,1117.6,3812.2
5979,POHLOP_clean,1591.2,367.1,956.0
5980,EDAVOV_clean,632.6,465.6,585.1
5981,ZEZQAY_clean,1216.4,255.6,668.4
5982,KOLTUC_clean,9179.3,2357.5,8290.4
5983,XACHOA_clean,2367.4,633.6,2157.0
5984,DANROC_clean,1546.2,448.7,856.7
5985,ROQFUA02_clean,918.0,260.5,427.1
5986,DIYKAZ_clean,1014.4,364.9,884.2
5987,OSURAX_clean,983.3,419.9,665.8
5988,UYAQAN_clean,794.9,382.9,498.4
5989,c6ce00082g_c6ce00082g2_clean,1126.2,227.0,565.5
5990,HEYFUM_clean,1108.5,412.2,1106.5
5991,PIZQUM_clean,1428.0,314.6,978.3
5992,YIVZOU_clean,3183.4,411.8,1612.6
5993,GAMSOD_clean,2415.4,459.1,1663.9
5994,COJGEO_clean,1690.8,272.2,942.0
5995,VEDFAN_clean,4327.8,488.9,2490.7
5996,JALLIU_clean,5730.7,548.7,2333.1
5997,GITVEL01_clean,2897.6,455.1,1370.1
5998,GATSAY_clean,3788.3,467.6,2097.0
5999,ERALEQ_clean,5675.6,1053.4,4224.4
6000,FIMYUX_clean,9191.6,828.0,4672.3
6001,AXINIF_clean,3441.1,369.5,1618.2
6002,acs.cgd.6b00151_AKEDEB1449788_clean,5503.0,907.3,3232.7
6003,ECODOQ_clean,4071.6,2713.9,4948.6
6004,QADDEF_clean,14441.6,1992.6,11268.5
6005,BODPAN_clean,11308.3,1077.4,5612.2
6006,FUTTIZ_clean,7105.0,612.9,3072.7
6007,EMEJUD_clean,5909.7,975.8,4021.1
6008,IMUKUW_clean,6389.4,641.4,2793.3
6009,ROQDIM06_clean,17098.4,18574.3,25429.2
6010,ETEPID_clean,15957.0,3394.5,11803.4
6011,LOMMEH_clean,208.5,192.7,255.4
6012,ECOLEP_clean,286.0,120.1,160.1
6013,ADATAC_clean,336.8,128.5,167.2
6014,YIZGEV_clean,407.3,192.2,243.1
6015,FEFDAX_clean,496.8,158.4,224.3
6016,BOCTOE01_clean,509.0,226.6,298.1
6017,IBICAZ_clean,538.7,270.1,352.2
6018,USUVIP_clean,542.0,211.5,293.7
6019,CODFEH_clean,655.0,263.9,374.2
6020,ECALIF_clean,149.6,100.7,147.5
6021,DIBWUI_clean,681.7,281.1,489.6
6022,FOXNIQ_clean,705.7,321.0,444.8
6023,acs.cgd.6b01311_1481292-1481295_clean,821.0,187.1,389.8
6024,MAXHUQ_clean,63.0,59.9,76.8
6025,GOTNEK_clean,894.1,217.2,606.4
6026,PEBYEA_clean,912.5,234.7,591.2
6027,MITSUE_clean,954.0,176.2,435.6
6028,IBOZIK_clean,996.2,251.9,482.1
6029,EDEPAG_clean,1028.6,240.7,609.6
6030,TIYZEG_clean,455.0,314.6,412.6
6031,XAPCOJ07_clean,1120.1,186.3,570.0
6032,LEWTUD01_clean,1121.6,366.7,811.3
6033,SOVHOA_clean,916.4,292.2,478.3
6034,CAXWAB_clean,1131.2,210.9,487.4
6035,DUCHEP_clean,322.1,212.8,385.4
6036,DAGDIZ_clean,1281.2,303.7,724.7
6037,UJOKIP03_clean,444.3,174.1,397.8
6038,QOHTOX_clean,1500.6,375.7,1107.5
6039,UVUCEV_clean,1519.6,444.8,1091.1
6040,RITGEI_clean,1574.5,377.2,735.4
6041,AJAYIT_clean,1307.2,408.2,770.2
6042,LEQQII_clean,1297.7,299.7,557.1
6043,cm503311x_alf40K_clean,985.7,225.8,446.0
6044,HAJPEQ_clean,1712.5,371.8,1254.5
6045,HOMRIL_clean,1056.4,302.7,484.4
6046,acs.inorgchem.6b01168_ic6b01168_si_003_clean,1734.3,321.1,945.0
6047,TILHAY_clean,681.5,285.4,384.3
6048,RAGMOE_clean,823.8,276.0,699.6
6049,LOMFIC_clean,707.9,256.8,361.0
6050,WOHDON_clean,857.7,175.4,355.1
6051,PUFXUL_clean,1991.7,421.0,1507.0
6052,OVADAR_clean,2021.7,431.7,1602.7
6053,WEZCIO_clean,347.1,226.4,302.2
6054,COGKEP_clean,2125.5,383.7,1490.5
6055,EJUVOU_clean,2132.9,406.3,1727.3
6056,REXDUV_clean,495.6,180.1,241.4
6057,CEKNIQ_clean,421.6,131.7,182.3
6058,VURNED01_clean,2342.3,271.3,1177.4
6059,ISIYUF_clean,1661.8,323.1,1126.2
6060,ATEYUV_clean,1929.9,240.8,894.1
6061,EVADIQ_clean,2500.0,324.0,1250.5
6062,POJNIM_clean,620.1,208.3,327.1
6063,BAXFIR02_clean,2119.1,368.7,1312.7
6064,VEDVUW_clean,1702.8,366.9,1011.2
6065,XOBXIW_clean,623.3,255.6,407.6
6066,HOVGEG_clean,1594.1,473.3,1306.1
6067,WAKLAW_clean,1212.6,388.6,638.2
6068,VOYGOH_clean,484.4,174.4,227.2
6069,ZEDQEG_clean,1277.0,211.2,627.6
6070,OQERUY_clean,2103.5,367.9,1464.8
6071,VUQKAU01_clean,2478.5,357.7,1516.4
6072,KEGYAX_clean,455.7,272.8,343.1
6073,BEXVAD_clean,1508.6,303.1,1091.5
6074,DUMXEQ01_clean,1199.2,313.2,924.6
6075,HUJVOX_clean,1076.2,217.2,540.8
6076,HIQNIG_clean,1654.1,437.2,1272.1
6077,c5ce00677e_c5ce00677e2_clean,1226.9,514.5,690.6
6078,VEHKIE_SL,1860.0,239.2,878.2
6079,QOSJUF_clean,2209.9,360.7,1205.4
6080,DAHPAE_clean,972.9,179.6,476.4
6081,SUXYIU_clean,1730.3,373.4,1410.9
6082,CUVGIK_clean,2066.5,337.7,1353.2
6083,COQJID_clean,2684.6,526.7,2049.2
6084,GAWMOI_clean,656.2,279.3,413.2
6085,c5cc05867h_c5cc05867h2_clean,570.1,225.1,398.2
6086,NABMUA_clean,1404.7,245.0,924.4
6087,RAYKIN_clean,1714.1,401.0,923.2
6088,ZALDUO_clean,653.7,213.5,331.1
6089,NIGLUK_clean,3503.6,1337.0,3731.8
6090,VOGTIV_clean_h,1105.1,217.2,476.5
6091,MAGVOG29_clean,258.6,100.0,231.7
6092,SIVWUR_clean,1667.0,635.6,1597.8
6093,ja512137t_si_002_clean,1044.1,204.6,513.4
6094,BEVQID_clean,215.2,89.3,210.1
6095,VIDXOX_clean,714.3,235.4,336.8
6096,HAPNOE_clean,2991.1,470.8,1615.2
6097,LAWGUO_clean,676.6,261.9,394.8
6098,PENYIR_clean,1510.4,307.1,920.8
6099,acs.inorgchem.6b01211_ic6b01211_si_002_clean,1269.4,220.7,613.4
6100,EGAGEA_clean,1227.6,276.7,749.4
6101,AVAKEP_clean,206.5,99.6,133.5
6102,JAJKUD_clean,850.8,271.2,598.1
6103,MOBFIT_clean,350.4,279.9,424.9
6104,IJENER_clean,2810.4,543.4,2145.0
6105,XAWZOM_clean,732.6,404.9,538.4
6106,c5ce02540k_c5ce02540k2_clean,258.3,227.0,308.2
6107,OHAKIS_clean,1572.1,356.5,1272.9
6108,KEYFUR_clean,2637.2,951.1,1872.2
6109,DOLPIF_clean,1431.4,306.0,1071.7
6110,ANUGEW_clean,2443.3,350.0,961.0
6111,MAWFEY_clean,490.2,159.6,216.2
6112,LEYQUD_clean,351.5,150.7,195.2
6113,WILREO_clean,173.9,90.4,120.6
6114,acs.inorgchem.5b02108_ic5b02108_si_002_clean,1585.7,201.4,973.2
6115,NHBZZN10_clean_h,260.6,116.0,281.9
6116,MEWNEH_clean,846.4,272.1,562.6
6117,XALPUY_clean,404.0,311.3,450.7
6118,ja500330a_si_002_clean,1662.0,355.0,1116.0
6119,ZOQZAI_clean,1195.2,274.5,495.1
6120,YABHIV_clean,1400.3,250.0,621.9
6121,UWODAN_clean,884.3,239.0,495.9
6122,SAXFII_clean,467.9,203.3,401.7
6123,NEVVAM01_clean,896.5,247.7,495.2
6124,TAQGOK_clean,1623.4,648.3,1287.2
6125,DINNIZ_clean,2338.3,478.9,1222.8
6126,NACYOG_clean,1423.6,331.6,907.7
6127,DIBWUH_clean,942.5,382.7,512.3
6128,ADABIS_clean,933.7,397.3,647.3
6129,UWALEL_clean,2233.3,375.3,1245.8
6130,VIWRAW_clean,363.8,141.3,179.5
6131,ic402692p_si_004_clean,1740.1,256.3,806.2
6132,TAJVOS01_clean,1468.7,581.8,1410.9
6133,YUKXEJ_clean,461.8,239.9,329.1
6134,QAXROW_clean,837.5,255.5,781.8
6135,ZIGWUJ_clean,1457.5,352.3,1013.6
6136,ISUGOT_clean,408.8,336.3,445.6
6137,IYOVUO_clean,1559.1,293.4,1119.3
6138,SOJKOT01_clean,271.5,204.5,316.9
6139,TOKDON_clean,1200.3,188.2,630.7
6140,HUSQES_clean,1322.6,315.6,654.2
6141,TIKXER_clean,115.7,100.7,129.0
6142,FIJGEK_clean,2216.9,601.8,2017.2
6143,RAVJOP_clean,6266.5,658.2,3656.6
6144,XALCUJ_clean,595.3,264.9,372.7
6145,j.inoche.2015.03.026_2_clean,1049.3,450.3,736.2
6146,QUSSII_clean,1480.0,316.8,1111.0
6147,ROQDIM01_clean,1085.9,263.4,492.0
6148,FABGUM_clean,1089.7,261.1,527.4
6149,ISIYUF02_clean,1629.3,320.2,1119.7
6150,YOYREL_clean,678.4,255.7,471.2
6151,AXIPEE_clean,475.4,159.6,238.1
6152,FUSQUH_clean,2021.9,454.8,1246.8
6153,CORZIU_clean,2511.4,251.3,1120.1
6154,IPIHIA_clean,2558.9,491.8,1451.1
6155,FOPBAP_clean,701.2,269.2,423.8
6156,ZAVQAQ_clean,2940.2,399.4,1688.5
6157,ISACIP_clean,1181.4,378.5,1011.7
6158,LIQDAS_clean,2181.0,327.7,914.7
6159,JAVTEG_clean,1522.1,239.0,860.0
6160,XOMHIS_clean,4974.8,380.7,2345.8
6161,YARYUL_clean,158.6,91.0,123.7
6162,QINSUD01_clean,1537.6,283.0,892.6
6163,FIPXAF_clean,2672.1,733.9,2460.2
6164,XAQMOS_clean,250.9,203.4,254.7
6165,ZOYKEF_clean,978.2,243.5,587.7
6166,TONVAV_clean,5814.5,484.5,2780.5
6167,REYPES_clean,1917.9,558.6,1161.6
6168,IXELAA_clean,302.8,120.0,235.8
6169,HOJJUN_clean,1987.7,300.4,1165.0
6170,PODXEN_clean,2239.0,614.5,1635.1
6171,FOFTIF_clean,1135.8,233.6,683.5
6172,ODAJAG_clean,977.6,342.8,530.7
6173,KEXKAB_clean,1302.9,274.6,920.7
6174,VIWQUP_clean,2860.5,395.5,1546.1
6175,WUDTOG_clean,1516.3,392.9,1116.3
6176,jz4002345_si_003_clean,1242.9,291.4,680.2
6177,KOSLUB_clean,981.4,215.9,420.8
6178,EZABEN_clean,1109.6,218.0,650.1
6179,GIRDUI_clean,527.2,276.0,373.0
6180,PUFNUB_clean,493.4,220.3,466.2
6181,VIZMUO_clean,4508.0,1587.1,4461.5
6182,KIHTOL_clean,460.8,360.9,532.5
6183,FUTZIF_clean,1652.7,248.4,1055.9
6184,ic5b00535_si_002_clean,1629.0,288.3,719.8
6185,XEZRIF_clean,2047.8,432.2,1569.9
6186,HABREJ_clean,5419.3,596.9,3069.8
6187,ic202769e_si_002_clean,1139.4,386.0,858.2
6188,PAFNAO_clean,757.2,309.6,613.1
6189,XESKUD_clean,626.8,217.7,297.5
6190,BIPSUQ_clean,346.8,134.3,177.2
6191,WOPHEQ_clean,782.7,313.7,513.8
6192,MEMYAF_clean,895.4,178.2,530.5
6193,COMZIP_clean,483.9,246.2,436.1
6194,SARTIR_clean,835.1,229.6,360.6
6195,APEBED_clean,873.8,240.2,701.9
6196,IKEBUV01_clean,1174.0,193.9,570.3
6197,VAKNAZ_clean,1080.6,198.6,479.0
6198,acs.inorgchem.6b00276_ic6b00276_si_009_clean,8107.2,1090.6,5370.5
6199,j.jssc.2015.01.014_Cmpd4_clean,826.3,421.7,528.8
6200,URUWEL_clean,575.4,254.8,334.9
6201,EZIVAM_clean,1520.2,517.2,1244.5
6202,MODNOI_ion_b,2190.2,468.6,1034.6
6203,HUTTIA_clean,1228.2,343.5,984.5
6204,QUQWUW_clean,1955.3,265.0,946.8
6205,RUWZOA_clean,2116.1,686.7,1037.3
6206,KOSLEL_clean,984.4,219.1,421.5
6207,EKETUL_clean,2225.9,593.1,1997.9
6208,HEMTEZ_clean,3246.1,381.6,1579.3
6209,IKOZOZ_clean,604.1,216.3,304.1
6210,QEZXEY_clean,2423.7,538.0,1312.0
6211,RIXPIZ_clean,840.5,189.8,346.7
6212,KIKDIT_clean,1358.9,384.5,908.9
6213,FOKZIQ_clean,718.6,276.7,538.8
6214,YUWKIL_clean,1085.1,619.4,787.0
6215,SIZPUN_clean,2979.7,322.3,1306.0
6216,CUVHEH_clean,498.9,151.8,249.4
6217,COKPID_clean,4505.8,409.6,2008.5
6218,AYOYEU_clean,876.2,395.5,570.8
6219,FORPIM_clean,356.1,150.1,195.2
6220,MARPOL_clean,848.1,434.1,564.2
6221,SEFWAD_clean,683.1,261.4,342.3
6222,SUJQOE_clean,1639.0,379.2,1205.0
6223,HOHJAR_clean,1052.1,372.9,870.1
6224,REWLEM_clean_h,2278.5,269.5,1103.8
6225,GAJZOI_clean,1795.3,448.1,905.2
6226,IBASEL_clean,1335.8,392.5,765.4
6227,REGSUS_clean,1144.6,298.8,891.6
6228,VAZMIU_clean,1089.6,307.2,570.6
6229,JOCWIJ_clean,1607.0,360.6,662.0
6230,PIYZED02_clean,501.9,147.9,205.8
6231,ATOWOW_clean,1114.9,249.9,472.0
6232,AJIGIL_clean,2558.5,678.0,1298.3
6233,VEQBID_clean,992.6,317.6,462.0
6234,QALHIX_clean,1372.4,219.0,583.6
6235,HUZYIM_clean,5767.0,672.3,3240.0
6236,NUYNAY_clean,1262.1,272.0,651.6
6237,USIRUL_clean,1389.5,508.3,1308.0
6238,XISDUA_clean,3843.1,465.4,2352.7
6239,WEXQOF01_clean,834.6,218.4,558.3
6240,IHIWIF_clean,777.5,277.6,453.4
6241,AYAWEE_clean,1232.0,407.7,1138.1
6242,TEFWOR_clean,7062.4,1430.1,5119.8
6243,XOTSEG_clean,2451.5,415.2,1160.6
6244,UKUMAO01_clean,237.7,92.0,205.6
6245,BIJFAD_clean,1064.4,265.0,512.8
6246,WEHJIE_clean,713.4,154.5,333.3
6247,IKUMAE_clean,833.3,331.5,504.0
6248,GADDOH_clean,1065.6,207.7,482.3
6249,AVEQID_clean,1996.4,254.1,863.4
6250,IMIQIF_clean,837.0,380.9,501.1
6251,ESEHIV_clean,1542.4,352.5,1158.6
6252,VIQFIL_clean,375.3,166.7,217.1
6253,acs.inorgchem.6b00433_ic6b00433_si_002_clean,2517.3,473.6,1535.6
6254,LOXKAM_clean,690.4,210.8,359.3
6255,VEDGES_clean,4292.3,519.2,2575.3
6256,PEVZAT_clean,415.9,289.4,403.5
6257,KONFIE_clean,2570.9,449.4,1793.7
6258,PEKZIP_clean,795.2,328.8,560.7
6259,MAFMAK01_clean,1166.8,218.8,629.6
6260,FIHHOV_clean,371.4,184.0,239.6
6261,RAKMOF_clean,351.9,138.3,179.4
6262,IYOVIC_clean,1325.4,258.6,990.2
6263,KULMEK_clean,1005.0,218.0,417.3
6264,HIFTUM_clean,1096.3,486.8,638.0
6265,ic5028256_si_002_clean,1029.3,317.8,472.9
6266,FABFOF_ion_b,293.3,224.9,325.8
6267,TOTVEF_clean,993.9,554.0,824.1
6268,BOJCIN_clean,1145.8,444.8,675.9
6269,PAMGIV_clean,1174.9,264.4,722.2
6270,HUZYEI_clean,4082.9,539.3,1964.9
6271,BAPDAA_clean,2745.5,323.2,1157.2
6272,BOPHEV_clean,1889.2,364.6,1233.6
6273,FAVKET_clean,936.5,221.3,594.7
6274,GULVUF_clean,1580.4,331.4,743.2
6275,SUBMIN_clean,2045.2,354.6,1040.4
6276,QAGTOH_clean,1831.9,407.8,1367.8
6277,MUSSIE_clean,2464.7,366.8,1617.0
6278,SIWTOJ_clean,2442.5,508.0,1962.0
6279,TAHNEY_clean,498.4,181.6,238.5
6280,MOXNUJ_clean,399.3,176.8,229.4
6281,RUYVEO_clean,1687.4,334.9,736.1
6282,OSAXAI_clean,1669.0,441.0,1352.5
6283,NARPEE_clean,494.9,314.0,394.1
6284,WAJGIY_clean,739.8,303.9,512.4
6285,HAXMUP_clean,296.5,223.2,320.4
6286,SACDOR_clean,4929.7,445.9,2309.6
6287,PAQTOS_clean,1247.7,373.5,1009.8
6288,OXOLAP_SL,1137.9,290.4,627.0
6289,RUBTAK03_auto,3418.9,444.7,1918.0
6290,FISGOF_clean,684.5,184.8,268.5
6291,JAHNEM02_clean,484.9,252.9,553.3
6292,EBUQIB_clean,4149.4,591.8,2729.6
6293,WONBAD_clean,2555.3,464.7,1936.2
6294,XOHJUA_clean,775.0,488.0,655.5
6295,ZOZHON_clean,1776.4,258.8,966.9
6296,PAQMEB_clean,829.8,230.1,384.5
6297,ERUFOM_clean,467.3,190.6,277.8
6298,ADASEF_clean,324.0,129.2,165.5
6299,LADQEP_clean,2954.9,442.1,1748.7
6300,USUBUG_clean,985.9,214.9,529.7
6301,ALEQIT_clean,955.2,313.1,662.8
6302,REXCII_clean,471.7,177.4,237.2
6303,VIXBAG_clean,1654.3,340.2,1063.1
6304,YUKVOQ_clean,143.1,92.8,133.2
6305,ZEKROY_clean,760.9,432.7,619.1
6306,QUPDEL_clean,2476.0,377.9,1698.1
6307,OTOVIE_clean,1148.6,300.7,917.3
6308,OZASOZ_clean,6323.3,688.4,3292.1
6309,YOYTOW_clean,541.9,196.4,259.0
6310,DODMIT_clean,2030.7,328.8,1211.2
6311,WASMUB02_clean,1156.3,248.1,844.2
6312,DADLEC_clean,1199.1,354.3,688.6
6313,POSFOU_clean,1040.4,335.0,653.3
6314,YORRII_clean,4284.4,506.8,2569.5
6315,RUHFUX_clean,320.0,132.3,171.7
6316,HILJUJ_clean,1110.7,529.8,719.7
6317,COKNAT_clean,4714.8,407.7,2087.6
6318,IXAKAU_clean,2333.4,313.5,1054.8
6319,XAPGOK_clean,1348.2,221.2,787.5
6320,FIJREW_clean,1213.8,276.9,505.8
6321,DIBXAO_clean,132.4,103.3,147.0
6322,DUQSEO_clean,412.4,305.8,429.9
