name,O2_293_0.01,O2_293_5
NARPUU_clean,0.0027256516,0.8445684417
NASREH_clean,0.0047068835,1.9361125601
NASRIL_clean,0.0044299038,1.8636053642
NASROR_clean,0.0047134762,1.9209039505
NATFAS_clean,0.0065543228,2.1688201528
NATHOH_ion_b,0.0008832683,0.3817564988
NATHUO_clean,0.002945258,1.1300473519
NATKIF_clean,0.0037774458,1.7275981719
NATKOL_clean,0.0039321087,1.7584861965
NATXOW_clean,0.0009919687,0.4042386919
NAVJAW01_clean,0.0021476799,0.9738143278
NAVJAW_clean,0.0023880918,1.0697440288
NAVLIG_clean,0.0035412683,1.2039782928
NAWDUN_clean,0.0046775992,1.9232742381
NAWKII_clean,0.0062476365,2.2956023908
NAWWUG_clean,0.0058092071,1.8010016788
NAWXER_clean,0.0041406187,1.8826507897
NAXKOO_clean,0.0057315716,2.1845956099
NAXLII_clean,0.0020275068,0.8018102463
NAYGUR_clean,0.0022068831,1.0369370314
NAYHAY_clean,0.0017552471,0.8150217901
NAYMOQ_clean,0.000697417,0.3138556574
NAYNIK_clean,0.0003404543,0.1622248136
NAYXOC_clean,0.0032415506,1.3689940329
NAYZOE_clean,0.0027214827,1.3750690383
NAYZUK_SL,0.0029421105,1.2220551563
NAZZEV_clean,0.0034359041,1.4345576276
NEBNOZ_clean,0.0035433495,1.3093351564
NEBYOK_clean,0.0017221122,0.5865386139
NEDVUP_clean,0.0031136995,1.3679538606
NEDWAW_clean,0.0028719311,1.3493879203
NEDWEA_clean,0.0029459285,1.3810255296
NEDWIE_clean,0.002515292,1.2085677425
NEDXOL_clean,0.0052043731,1.5636856429
NEFZOO_clean,0.0147146739,3.7849036434
NEGMUI_clean,0.0007788415,0.359745526
NEGZUW_clean,0.0014904228,0.6304613167
NEHMET_clean,0.0052388406,1.9228533648
NEHZIK_clean,0.0018125736,0.7891619031
NEJRUR_clean,0.0052670437,1.6348799081
NEJSAY_clean,0.0052522805,1.6358304289
NEJSEC_clean,0.0055906977,1.592761161
NEJSOM_clean,0.0058144116,2.0474549577
NEKBEL_clean,0.000532478,0.2760438295
NEKMUN_clean,0.0079348575,2.0452342054
NEKREB_clean,0.0029709519,0.9228043327
NELVAC_clean,0.008479288,1.6431296171
NELVEG_clean,0.0093562618,1.5938987886
NENHAQ_clean,0.0017098318,0.8425697652
NEPWIQ_clean,0.0031274811,1.0789449748
NERMON_clean,0.0005857977,0.2424837305
NERVAJ_clean,0.0019904568,0.8418693173
NERVEN_clean,0.0016356947,0.7160097741
NETHOJ_clean_h,0.0022722739,0.9212400829
NETYIV01_clean,0.0026793754,1.2172389546
NETYIV_clean,0.0024854711,1.1652228117
NEVJEF_clean,0.0019868678,0.8133353449
NEVPOU_clean,0.00270367,1.1160367041
NEVVAM01_clean,0.00297085,1.1069910674
NEVVAM02_clean,0.0027964968,1.0927439517
NEVVAM_clean,0.0030343873,1.1211881233
NEXVUI_clean,0.0010708952,0.4762029246
NEYYUN_clean,0.0104919768,3.4694338122
NEYZAU_clean,0.0127025357,4.092430003
NEZWOG01_clean,0.0011974554,0.535478462
NEZWOG_clean,0.0012886253,0.5787669278
NIBHOW_clean,0.0030624137,1.6016599248
NIBHUC_clean,0.0031162728,1.4441677031
NIBJAK_clean,0.0034159144,1.759825161
NIFTIH_clean,0.0053582623,1.6468250132
NIGFUF_clean,0.0029873321,1.3162880431
NIGGAM_clean,0.0028931517,1.2573189322
NIGGEQ_clean,0.0028992813,1.2595530367
NIGGIU_clean,0.003582242,1.5588141598
NIGNUO_clean,0.0035417305,1.560899799
NIGPEA_clean,0.0040795626,1.7509241961
NIHBAI01_clean,0.0029911043,0.9535259808
NIHBAI02_clean,0.0029371534,0.9635798996
NIHBAI_clean,0.0030355345,0.9396463045
NIHBEM01_clean,0.0029085911,0.9308903821
NIHBEM02_clean,0.003100593,0.9476659551
NIHBEM_clean,0.0031386761,0.9503127254
NIHBIQ01_clean,0.0027816477,0.9093956875
NIHBIQ02_clean,0.0027673666,0.9149193131
NIHBIQ_clean,0.0030339477,0.9326533089
NIHVUX_clean,0.0005310367,0.2218635764
NIJTOR_clean,0.0040091917,1.0013363669
NIJZIP01_clean,0.0005226599,0.2662911425
NIJZIP_clean,0.0005996045,0.293031216
NIJZOV_clean,0.0005122175,0.2604255392
NIKDAM_clean,0.002024572,0.9210381616
NIKHAS_clean,0.0045870729,1.3468347281
NIKJIB_clean,0.0024236589,1.0150644423
NIKKIC_clean,0.003663691,1.2994200932
NIKYOW01_clean,0.0027324571,0.9088990214
NIKYOW02_clean,0.0030022119,0.9334895487
NIKYOW_clean,0.0027610194,0.8884992137
NIKYUC01_clean,0.002794342,0.932399422
NIKYUC02_clean,0.0028419458,0.9172296833
NIKYUC_clean,0.0029181119,0.9418741616
NIKZAJ01_clean,0.0028197307,0.9204715009
NIKZAJ02_clean,0.0031037666,0.9351049037
NIKZAJ_clean,0.0028181439,0.9175724305
NIKZEN01_clean,0.0029815836,0.9287164761
NIKZEN02_clean,0.0029879308,0.9410045991
NIKZEN_clean,0.0029879308,0.9581324401
NIMPEG01_clean,0.0035337187,1.715755202
NIMPEG_clean,0.0041109321,1.8392690175
NIMPOQ_clean,0.0038216429,1.7236172751
NIMQAC_clean,0.0082916113,1.7338025283
NIMTAE_clean,0.0042014122,1.6068052973
NIMXAK_clean,0.0029572274,1.2645245992
NIMXIS_clean,0.0017295573,0.8044677763
NINHOH_clean,0.0010309208,0.47576046
NINVAI_clean,0.0054306337,1.7860661281
NIRFIE_clean,0.0067611799,1.2115559927
NIRGAY_clean,0.0031900494,1.3405251275
NIVZOJ_clean,0.0011085989,0.5332876224
NIXFUX_clean,0.0128881858,2.2193982871
NIXGIM_clean,0.0045426292,1.3875355179
NIXKIQ_clean,0.0085814716,3.1219943369
NIYJAI_clean,0.0031244725,1.1654650664
NIYZIG_clean,0.004058843,1.7104542381
NIZNAN_clean,0.0052946462,1.7015257114
NIZZAY_clean,0.0027293947,1.1497947316
NIZZEC_clean,0.0026135304,1.1082027319
NIZZIG_clean,0.0025773228,1.1018775933
NIZZOM_clean,0.0025476984,1.1004951213
NOBVOR_clean,0.0061587665,1.818483131
NOCKOG_clean,0.006429555,2.0197758594
NOCKUM_clean,0.0038830923,1.4949618331
NOCLOH01_clean,0.0048901969,1.6077474103
NOCLOH02_clean,0.0047320333,1.5819060576
NOCLOH03_clean,0.0047559418,1.585779226
NOCLOH_clean,0.0046750209,1.5693081453
NOCLUN_clean,0.0031250179,1.3343876096
NOCYUB_clean,0.0013125481,0.4993655942
NOCZAI_clean,0.0011208451,0.4508339886
NODKAT_clean,0.0058353671,1.7171396356
NODKEX_clean,0.004200023,1.707164556
NODKIB_clean,0.0057583597,1.6029889802
NODKOH_clean,0.004312765,1.5689403083
NODKUN_clean,0.0049946015,2.1798782551
NOFDUI_clean,0.0028718038,1.0661320127
NOFHOG_clean,0.0043922544,1.9086346605
NOFQIK_clean,0.0012997034,0.5082948289
NOFQOQ_clean,0.0019208247,0.6902163598
NOHFOG_clean,0.0029555194,1.028188021
NOHSIM01_clean,0.0052719937,1.8871734975
NOHSIM_clean,0.0038957745,1.4527186833
NOHSUA_clean,0.0035462978,1.4691805099
NOKJON_clean,0.0009631577,0.4247821055
NOKLIJ_clean,0.002343613,1.0470670863
NOKPEJ_clean,0.0011554347,0.4713607746
NOMPOW_clean,0.0030455022,1.3767945498
NOMQAJ01_clean,0.0090719506,1.7504271585
NOPJOT_clean,0.0041987996,1.7520663399
NOQKOV_clean,0.0047160145,1.6310582111
NOQKUB_clean,0.0057229443,1.9727882647
NOSHEK_clean,0.0027915324,1.1040995914
NOSTUM01_clean,0.0055701982,2.1695937706
NOSTUM_clean,0.0057159118,2.163223329
NOWGIR_clean,0.0013177689,0.5865471498
NUBBAP_clean,0.0027392763,1.263273025
NUBPIL_clean,0.0031173101,1.473647187
NUCBIY_clean,0.0032865516,1.1151398808
NUCCEV_clean,0.0051018183,1.7069477931
NUCPEI_clean,0.0083341673,2.97113743
NUCPIM_clean,0.0089490728,3.0863098833
NUCYAN_clean,0.0019733721,0.6606397276
NUCYER_clean,0.001766053,0.6552782085
NUCYIV_clean,0.0018708875,0.6516822252
NUDLAB_clean,0.0026321721,0.9803027075
NUDLIJ_clean,0.0038770332,1.535548201
NUDMAC_clean,0.0041971406,1.5384220191
NUDMEG_clean,0.0042845149,1.5041506661
NUDMOQ_clean,0.0041431275,1.5262849433
NUDMUW_clean,0.0042590969,1.5345743754
NUDNEH_clean,0.0041748999,1.5177032046
NUFBEX_clean,0.0016577113,0.738697876
NUFBUN_clean,0.0033115824,1.4500040505
NUFCAU_clean,0.0025168382,1.123720322
NUGRIR_clean,0.0013512081,0.6515691627
NUHNUA_clean,0.0038001333,1.5438386803
NUHPAI_clean,0.0039305336,1.5532527731
NUHQAK_clean,0.0050590002,1.7610467084
NUHQOY_clean,0.0039489073,1.6211277642
NUHRAL_clean,0.0040955101,1.6187238605
NUHZAS_clean,0.0050226953,1.0499902473
NUJCEA_clean,0.000396129,0.1792721869
NUJCIE_clean,0.0004314429,0.1828112467
NULMAJ_clean,0.0015051757,0.7073080348
NUMPAO_clean,0.0026356096,1.2180493191
NUNCEG_clean,0.0030336517,1.3956282862
NUNNUH_clean,0.0038952049,1.6812108085
NUNPAP_clean,0.0034712895,1.5722239647
NURMUJ_clean,0.0034263787,1.4745554754
NUTQAV_clean,0.0033650853,1.4773684734
NUTYEI_clean,0.0026188584,1.1672495177
NUTYIM_clean,0.0025329753,1.1435473566
NUVBIQ_clean,0.0022451098,0.7530331003
NUVXOT_clean,0.0028070569,1.2694594594
NUWPOM_clean,0.0009148621,0.4575125221
NUYNEC_clean,0.0024810498,1.0787726184
NUYQUU_clean,0.0043007612,1.1926229768
OBAFEF_clean,0.0009651563,0.4068164281
OBAFIJ_clean,0.0013245101,0.5069620202
OBAHUX_clean,0.0041889576,1.5770334441
OBEDEE_clean,0.0031163485,1.337052936
OBODEQ_clean,0.0035517464,1.4697391506
OBOGUK_clean,0.0031798569,1.4427499321
OBUBOC_manual,0.0006871335,0.3020088975
OBUFEX_clean,0.003597098,1.4535123331
OBUFIB_SL,0.0021662393,0.8004670688
OCACUR_clean,0.0043838613,1.7190869483
OCINAS_clean,0.0067633854,1.6032500154
OCIZAD_clean,0.0033014882,1.2729357806
OCOKUP_clean,0.0044135552,1.2243802873
OCUGEZ01_clean,0.0023775981,0.9197335496
OCUGEZ_clean,0.0022677739,0.9413978225
OCUMOR_clean,0.0029415871,1.1904525638
OCUMUX_clean,0.0027594062,1.1262940972
OCUNAE_clean,0.0025136504,1.0735187826
OCUPOS_clean,0.0097195578,2.0193680985
OCUPUY_clean,0.0065477991,1.8122256361
OCUSIP_clean,0.0028171099,1.0118320239
OCUTAI_clean,0.004104924,1.3211321252
OCUVUF_clean,0.0002590234,0.1302395545
ODERIZ_clean,0.0033587172,0.9541636686
ODEZAB_clean,0.005507657,2.2006021508
ODIMAQ_clean,0.0005784393,0.3017110318
ODIVUU_clean,0.0044040872,1.9191311807
ODIXEG_clean,0.0030544329,1.3985001394
ODIXIK_clean,0.0032042077,1.229246333
ODODIW_clean,0.0034589312,1.5291754819
ODODOC_clean,0.0024641194,1.1166303447
ODODUI_clean,0.0027595049,1.3168225449
ODOMIF_clean,0.0089493491,2.8713189338
ODOXEK_clean,0.0050617132,1.1349756385
ODUNEH_clean,0.0041433436,1.6660976403
OFAMUF_clean,0.0014746294,0.4632899174
OFAWAV_clean,0.001684422,0.7672633248
OFAWEZ_clean,0.0017087457,0.7640242077
OFEHAK_clean,0.0036388166,1.2957341739
OFEREX_clean,0.003430824,1.337274855
OFESAU_clean,0.0015817236,0.5628882395
OFESEY_clean,0.0015473165,0.5747600299
OFESIC_clean,0.0014455224,0.5535568232
OFOCUI_clean,0.0033382583,1.5335958762
OFODET_clean,0.0034402856,1.330010703
OFUCAV_clean,0.0035952886,1.2352672411
OFUCEZ_clean,0.0023083501,0.9544017068
OFUYUL_SL,0.0052368288,2.0191574293
OGAGAF_clean,0.0025148405,0.8235456661
OGAGEJ_clean,0.0032461465,1.3905264768
OGAGIN_clean,0.0030232047,0.9245823313
OGAXUR_clean,0.0038149471,1.2547897652
OGEBAF01_clean,0.0031000016,1.4140717019
OGECOU_clean,0.0039974304,1.2788913469
OGIBUD_clean,0.0051941293,1.9917923049
OGIYUZ_clean,0.0041206215,1.1955419171
OGOJAX_clean,0.0030034718,1.3227958486
OGOWAJ_clean,0.0037866385,1.5846860844
OGUPIQ_clean,0.0036546028,1.0388400386
OGUZIA_clean,0.0056209906,0.858586978
OHAKEO_clean,0.0059063791,1.7521562645
OHAKIS_clean,0.008793764,2.0714201324
OHEMIX_clean,0.0014815949,0.678308576
OHIHET_clean,0.0030041648,0.9229319907
OHOMIH_clean,0.003199154,0.8949316159
OHUMEL_clean,0.0011067707,0.5387545819
OHUMIP_clean,0.0009584947,0.4260298404
OJICUG_clean,0.0030057441,1.3782729607
OJIFAP_clean,0.0055970548,1.7120715538
OJIWEK_clean,0.0099678922,2.6621854966
OJIWIO_clean,0.0038535267,1.1582185104
OJONOQ_clean,0.0008718618,0.4234951246
OJORUC_clean,0.0064087803,2.3949258015
OJOSEN_clean,0.0125182616,3.5759739849
OJOSIR_clean,1.0424778874,6.8469089935
OJUPEQ_clean,0.0038171262,1.2792927162
OKABAE_clean,0.0030633379,1.4268885779
OKABEI_clean,0.0032459836,1.4945358053
OKAYOQ_clean,0.0063787706,1.6306954647
OKAYUW_clean,0.0067233174,1.6726044534
OKAZAD_clean,0.0066185565,1.6634623248
OKILEA_clean,0.0016337202,0.6455757759
OKITAE_clean,0.002329717,0.6879927718
OKIVUA_clean,0.0056689817,1.8767460244
OKIWUB02_clean,0.0054590842,1.7758430486
OKIYAJ01_clean,0.0053593828,1.8797807924
OKOSUE_clean,0.0028890841,1.2551949459
OMUSAS_clean,0.002233214,1.087660913
ONUQOE_clean,0.0050280931,1.6170670715
OPAGIX_clean,0.0037184575,1.6645916975
OPAMOI_clean,0.0031976108,1.2127510301
OPENUT_clean,0.0018876971,0.7818225074
OPIFUQ_clean,0.0047182713,1.8023872709
OPINIL_clean,0.0004603796,0.239804999
OPIWEQ_clean,0.0052065406,1.3458913331
OPIXUI_clean,0.0022060781,0.9647584283
OPIYAP_clean,0.0035517929,1.3851962373
OPOBIF_clean,0.0011795785,0.331255596
OPOZEZ_clean,0.0021302507,0.9131363804
OPUDOT_clean,0.005913076,0.8643447374
OQANIE_clean,0.0072575636,1.7994786032
OQEPUW_clean,0.0018691924,0.7024181342
OQEROS_clean,0.0059213807,1.8649298177
OQERUY_clean,0.006284073,1.8894029899
OQESAF_clean,0.0062659125,1.8570886062
OQESEJ_clean,0.00612893,1.8532032839
OQETEK_clean,0.0034109536,1.3715389494
OQIQEM_clean,0.0051438875,1.3102398849
OQIQIQ_clean,0.0049485399,1.3548261509
OQIQOW_clean,0.0069213406,1.7982620543
OQIZUL_clean,0.0044198415,1.5285715677
OQOJUB_clean,0.0024308586,0.8936819334
OQUCOU_clean,0.0028255691,1.2754199785
OQUFAJ02_clean,0.0034668017,1.3440622793
OQUFAJ04_clean,0.0026400151,1.1672071177
OQUFAJ_clean,0.0025396603,1.1561772145
OQUFOX_clean,0.0030364321,1.2415059675
OQUGUE_clean,0.0030834648,1.2361485238
OQUXAB_clean,0.0009213991,0.3519257834
OQUXEF_clean,0.0008925698,0.3440791849
OQUXIJ_clean,0.0009084917,0.3437931607
OQUZIL_clean,0.0008916924,0.3444376405
ORAGEU_clean,0.0001653283,0.0763950611
ORAGOF_clean,0.0018042025,0.7993774395
ORAQUU_clean,4.5301949645,8.2370181621
OREZES_clean,0.0004773182,0.2213050826
ORIBAU_clean,0.0037723878,1.5864234382
ORIVOC_clean,0.0023407787,1.0867821509
ORIVUI_clean,0.0024113887,1.1151406619
ORIWAP_clean,0.0023889822,1.0778966643
ORIWET_clean,0.0021182349,0.9802876888
OROKEN_clean,0.0015010774,0.6508401301
OROLUD_clean,0.0043673062,1.4794068006
ORUKET_clean,0.0031976523,1.3679626181
ORUKOD_clean,0.0042490106,1.03758669
ORULEU_clean,0.0051684522,1.5468654025
OSAVEK_clean,0.00370564,1.4559512657
OSAVUA_clean,0.0037340141,1.6301794293
OSAWEL_clean,0.0083508139,2.1695974644
OSAXAI_clean,0.0062537421,1.350497796
OSIKIL_clean,0.0025918059,1.1124725955
OSIKUX_clean_h,0.0027966198,1.2279508343
OSIWUJ_clean,0.0011722803,0.4058563597
OSIXEU_clean,0.0011359657,0.3941846246
OSIXIY_clean,0.0011022044,0.3945500401
OSOTUN_clean,0.0080141188,2.4011522339
OSUVIJ_clean,0.002409457,0.9214006223
OTABES_clean,0.0066494415,2.4998965259
OTALUS_clean,0.0019112793,0.8698629593
OTAQAD_clean,0.0079963979,2.6815159902
OTATOT_clean,0.0016773829,0.7374545742
OTAVAH_clean,0.0016839314,0.745981595
OTAVOV_clean,0.0016869663,0.7680874882
OTAVUB_clean,0.0017439372,0.7430013099
OTAWIR_clean,0.0061985014,2.5433067396
OTECAT_clean,0.0031612589,1.4520881521
OTEGUR_clean,0.0066664212,2.5573062913
OTEHAY_clean,0.0056015598,2.2742791836
OTIBUQ_clean,0.0134846532,3.2088370536
OTIJAE_clean,0.0017829724,0.8615671146
OTIPAK_clean,0.0082739599,2.1562886597
OTIPEO_clean,0.0083058198,2.1533337987
OTIPUE_clean,0.0058225447,1.3758184347
OTIQAL_clean,0.0051052771,1.6801245606
OTODEI_clean,0.0019479393,0.8415634704
OTODOS_clean,0.0023352549,0.9709537352
OTOLIU_clean,0.0038968708,1.7749808544
OTOVIE_clean,0.0057940711,1.5009529259
OTUDEO_clean,0.0027029491,1.0946242483
OTUDIS_clean,0.0026158257,1.0955188564
OTUYEJ_clean,0.0014307852,0.6466054633
OVEDAW_clean,0.0021337178,1.0371763933
OVEHUT_clean,0.0037845127,1.6599289838
OVEJIJ_clean,0.0032348938,1.2114994212
OVEXOD_clean,0.001294431,0.4313454873
OVICUS_clean,0.0055023635,1.2780254314
OVIWIA_clean,0.0015094356,0.603940482
OVIZID_clean,0.003036155,1.1423294569
OVUCOY_clean,0.0012383807,0.5051457357
OVUDAL_clean,0.0010666725,0.4754965767
OVUVIL_clean,0.00901232,3.0407269447
OWAVIS_clean,0.0031713929,1.4609394923
OWAVOY_clean,0.0049734908,2.0133692792
OWETIU_clean,0.0003629325,0.1536674657
OWEYOF_clean,0.0095019575,2.8235609645
OWIHEJ_clean,0.0059370883,2.4039962623
OWIHIN_clean,0.0062320001,2.4371199876
OWIHOT_clean,0.0061878517,2.4604339195
OWIHUZ_clean,0.0062002132,2.4033746516
OWIJAH_clean,0.0060730656,2.3909565657
OWIJEL_clean,0.0060889591,2.4120065634
OWIJIP_clean,0.0062196386,2.4313047491
OWIJOV_clean,0.0061613626,2.4640276062
OWILAJ_clean,0.0028185742,1.1153487481
OWIYUP_clean,0.0043323101,1.5130726868
OWIZAW_clean,0.0031801588,1.5078180447
OWUWOU_clean,0.0031361364,1.2032537356
OWUWUA_clean,0.0039587819,1.3490327442
OXALAB_clean,0.0033407642,1.5038996743
OXALEF_clean,0.0036183934,1.5701129132
OXALIJ_ion_b,0.0024008507,1.0824271193
OXALOP_clean,0.0056175765,1.9443567281
OXALUV_SL,0.0039553418,1.730907869
OXAMEG_clean,0.0041726996,1.4226300254
OXANOR_clean,0.0056006609,2.1236051976
OXANUX_clean,0.005767233,2.115113938
OXAPAF_clean,0.0053890032,1.9666566417
OXEVOE_clean,0.0033598406,1.0433551861
OXITOF_clean,0.0015908828,0.754645508
OXOLAP_SL,0.0069447544,1.4286411155
OXOZUY_clean,0.005684428,1.9255109754
OXUPUT_clean,0.0015922402,0.6352714445
OYAJIJ02_clean,0.003392103,1.4886701459
OYAKAC02_clean,0.0032992366,1.4018212688
OYEJOS_clean,0.0022253304,1.0240277995
OYERER_clean,0.0021171236,1.0544302877
OYERIV_clean,0.0058892264,1.4825030713
OYEROB_clean,0.0026299427,1.188902902
OYERUH_clean,0.0059413019,1.4644783879
OYEWEW_clean,0.0037274237,1.6560558923
OYEWIA_clean,0.0036028969,1.5511485255
OYIVEY_clean,0.0034357825,1.4747081826
OYIVIC_clean,0.0034842686,1.3135785756
OYIVOI_clean,0.0032249927,1.1799630392
OYOSAX_clean,0.0043328247,1.470241369
OYOVOP_clean,0.0024169013,0.8761329263
OZASOZ_clean,0.0038044706,1.6208271198
OZAVES_clean,0.0043778399,1.6086047051
OZAVOC_clean,0.0044582933,1.6508794803
OZAVUI_clean,0.0033687756,1.3000952126
OZUKOL_clean,0.0021600422,1.0378186022
OZUKUR01_clean,0.0020042773,0.9425818505
OZUKUR_clean,0.00220916,1.0315086746
OZULAY_clean,0.0022045909,1.0158720709
OZULUS_clean,0.0020289118,0.9450568899
OZUMAZ01_clean,0.0020289118,0.941499808
OZUMAZ_clean,0.0020306414,0.9322408442
OZUMIH_clean,0.002086856,0.9744934071
PACGIM_clean,0.0045104717,1.8158153399
PACHUZ_clean,0.0011020351,0.4281824039
PACZOK_clean,0.0012881375,0.6277745294
PACZUQ_clean,0.0004285452,0.2064136762
PAHPOG_clean,0.0040190619,1.7588188413
PAJSAX_clean,0.00258397,1.1185875573
PAKFAL_clean,0.0004724944,0.2027117275
PAKFEP_clean,0.0006422641,0.2473953579
PAKXIK_clean,0.0031142593,1.1974612584
PALTIH_clean,0.0021845144,0.9816307832
PALTON_clean,0.0058719458,2.1292698608
PAMHIW_clean,0.0051960571,2.0917983893
PAMTII_clean,0.0041450042,1.3186359516
PAMTOO_clean,0.0040047386,1.3000576996
PAMTUU_clean,0.0037835517,1.3126519592
PAMVEG_clean,0.0006534851,0.2849804651
PAPROO_clean,0.001474677,0.5388984646
PAPRUU_clean,0.0014164193,0.5080007519
PAPVAF_clean,0.0029902346,1.3574082885
PAPXUB_clean,0.0043547524,1.0213472955
PAQMAY_clean,0.002500835,1.1002813456
PAQTIM_clean,0.0036802806,0.9462430558
PAQTOS_clean,0.0039690268,1.0170000945
PAQVEK_clean,0.0068803207,1.9838085864
PARHAS_clean,0.0020654802,1.0338724952
PARHEW_clean,0.0023454015,1.0941234425
PARKUQ01_clean,0.0035794941,1.5082014668
PARMIG_clean,0.0355979645,3.7283817964
PARNIH_clean,0.0023590233,1.0375884855
PARNON_clean,0.0030996859,1.2987602425
PARSAF_clean,0.0089708811,2.52000795
PARSEJ_clean,0.0084758078,2.3543946507
PASMUT_clean,0.002495842,0.9772943446
PASNAA01_clean,0.0027235441,1.0769845375
PASNAA_clean,0.0026381909,1.0758684793
PASTOU_clean,0.0015277423,0.5784774288
PATNAB_clean,0.001150975,0.5374695896
PATWOY_clean,0.0046314679,1.6698739459
PAVLOO_clean,0.0112489949,2.4789696971
PAVMAB_clean,0.0107279129,2.4104086187
PEBNEP_clean,0.0019319252,0.5626961797
PECLEP_clean,0.0061123506,1.8077410047
PEDMER_clean,0.0040646317,1.2548203296
PEDMOB_clean,0.0018656048,0.7365952067
PEDRIA_clean,0.002435128,1.1228649228
PEFJUF_clean,0.0028601142,1.1647271728
PEFRID01_clean,0.0047535837,1.582304544
PEFRID_clean,0.0031971095,1.391249114
PEFRUP01_clean,0.0044995917,1.5487500662
PEFRUP_clean,0.0032658811,1.3689279903
PEFSUQ_clean,0.0007413552,0.3483998973
PEGBAG_clean,0.0013898224,0.5470410035
PEGCAH_clean,0.0025439356,0.8270880654
PEGCEL_clean,0.0025381866,0.8964771415
PEGCIP_clean,0.00537029,1.7837898363
PEGPOI_clean,0.0031260851,0.7759083762
PEGQID_clean,0.0016527545,0.485386179
PEGQUP_clean,0.0016986787,0.4761507239
PEHQID_neutral,0.0019244317,0.746288179
PEHTON_clean,0.0011513856,0.4840401279
PEJFOA_clean,0.0380360707,2.4526164432
PEJFUG_clean,0.0244583833,2.3631143652
PEJMOI_clean,0.0017873511,0.62592924
PEJMUO_clean,0.0018754878,0.8965905592
PEJNUP_clean,0.0033839842,1.5050142244
PEKCUF_clean,0.0033702968,1.5035658376
PEKDAM_clean,0.0035626401,1.5935708931
PEKDEQ_clean,0.0037981828,1.7093067153
PEKVUY_clean,0.0036514729,1.012949416
PEKZIP_clean,0.0022942782,0.7232430455
PELGOE_clean,0.0045885359,1.5349388476
PELQII_clean,0.0036348672,1.4945234015
PELRIJ_clean,0.0033959218,1.5644400656
PELXIP_clean,0.0028116405,0.8872203089
PEMGEV_clean,0.0053777168,1.5728588217
PEMREG_clean,0.0026036284,1.1536998337
PENNAZ_clean,0.0029078476,1.221857693
PENNIH_clean,0.0033469888,1.3412665756
PENNON_clean,0.0030899991,1.4236928778
PENNUT_clean,0.0027505783,1.0798402847
PENYIR_clean,0.0029351865,0.9408837525
PENZIS_clean,0.0028748741,1.141314942
PEPBAO_clean,0.0027491425,0.883035632
PEPFAT_clean,0.0039103265,1.664634181
PEPKUR_clean,0.0053488612,1.3726437705
PEPLAY_clean,0.0035417077,1.5246131917
PEPLEC_clean,0.0031016992,1.4671956902
PEPLIG_clean,0.0035489209,1.4460356098
PEPLOM_clean,0.0044343479,1.4878977291
PEQFAT_clean,0.0012731583,0.6195135923
PEQRUZ_clean,0.0106342572,2.4293300403
PEQWAK_clean,0.004099128,1.4942637491
PESTUD_clean,0.0053616938,1.3542511543
PETWOC_clean,0.0018049443,0.7414702561
PEVFON_clean,0.0017643279,0.8172934528
PEVLIN_clean,0.0018427281,0.6652379502
PEVQIS_clean_h,0.0024219377,1.1364174248
PEVQOY_clean_h,0.0025954406,1.2019619393
PEVXAQ_clean,0.0022216447,0.7698428932
PEWGEF_clean,0.0013025021,0.631119053
PEWLUA_clean,0.0033563957,1.5533281823
PEWXUL01_clean,0.0046619203,1.6588903391
PEWXUL_clean,0.0052335723,1.8097149359
PEXFAA_clean,17.8891364629,28.9445998371
PEXTUI_clean,0.0040712037,1.4756535385
PEYPAM_SL,0.0087969112,2.2677123175
PEYPIU_clean,0.0095627266,1.9325160573
PEYSIW_clean,0.0043028778,1.5703617259
PEYVEV_clean,0.0069780549,2.415713623
PEZCII_clean,0.0016090139,0.7610748411
PIBGAK_clean,0.0024838324,1.0891878086
PIBNUK01_clean,0.0022659172,1.077028579
PIBNUK_clean,0.0021960174,1.0747000433
PIBPAS01_clean,0.0022516675,0.9802382122
PIBPAS_clean,0.0022912423,1.0056902431
PIBPIA_clean,0.0019177724,0.9304439678
PICTIG_clean,0.003479197,1.459936058
PIDMEV01_clean,0.0043436133,1.7489261331
PIDMEV_clean,0.0042642376,1.7306146059
PIDNEX_clean,0.0033668954,1.5773929706
PIGXUZ_clean,0.0035041114,0.8437999119
PIHNUQ_clean,0.0038822835,0.9058174359
PIHWAG_clean,0.0023597787,0.9799745801
PIHWOU_clean,0.0100545978,2.3521738938
PIJDIX_clean,0.005002355,1.4458151391
PIJJOI_clean,0.0047049652,1.493724102
PIJROR_clean,0.0023970831,0.9856960022
PILJAX_clean,0.001978675,0.8449524626
PIQFIG_clean,0.0014440169,0.720162721
PIQMOT_clean,0.0043598505,1.4613050627
PIQMUZ_clean,0.0026579828,0.8823714419
PITPEP_clean,0.0023578926,0.9951756827
PITRIU_clean,0.0141485307,2.9355285624
PIVBEC_clean,0.0050281314,2.0855779487
PIWSEV_clean,0.0034929439,1.4561510805
PIYZAZ_clean,0.0011807281,0.5813856261
PIYZED01_clean,0.0012118354,0.5789543813
PIYZED02_clean,0.0011945235,0.5787827046
PIYZED03_clean,0.0012825258,0.5778045803
PIYZED_clean,0.0012406887,0.5694746543
PIZHOX_clean,0.0036080196,1.4963873369
PIZNOB_clean_h,0.0018363442,0.8444619832
PIZPAP_clean_h,0.0023105362,0.912313786
PIZPET_clean_h,0.0035818619,1.3781844577
