mof_name,base_atoms,core_atoms
FALVUL01_clean,216,216.0
GAHXUL_clean,86,86.0
REHHUJ_clean,600,
RUDQUD_clean,176,176.0
jacs.6b08724_ja6b08724_si_013_clean,266,
GAJZEY_clean,104,104.0
TAJXIO04_clean,448,448.0
XUGROI_clean,248,248.0
XOFPEP_clean,78,78.0
XUFWIF_clean,214,
GONTAG_clean,68,68.0
TUJGAI_clean,456,
OREZES_clean,248,248.0
EZOBUR_clean,548,548.0
RUBTAK05_clean,600,
VUGWUR_clean,134,134.0
XAKZOZ_clean,736,736.0
FAGMEI_clean,600,600.0
FIPWOS_clean,58,58.0
HIFTOG01_clean,106,106.0
OZUKUR01_clean,144,144.0
IJEYON_clean,98,98.0
XAPSIS_clean,76,76.0
KEYMUY_clean,144,144.0
acs.inorgchem.6b00136_ic6b00136_si_002_clean,284,
ELERIX_clean,212,212.0
YIWNIB_clean,34,34.0
IBABUL_clean,284,284.0
DEBWAK_clean,366,366.0
XOHTUJ_clean,180,180.0
KULLAG_clean,676,676.0
JIVQOU_clean,100,
MADVUJ_clean,144,144.0
XITYOP_clean,324,324.0
NOSTUM01_clean,76,76.0
ZIMJOW_clean,108,108.0
XICNOO02_clean,396,396.0
QISNAJ_clean,84,84.0
XIDSUZ_clean,828,828.0
ROQFUA02_clean,80,80.0
GEDRAK_clean,128,128.0
ETEJIX01_clean,48,48.0
MOYZIK_clean,156,
SUCLOT_clean,26,26.0
MITSAK_clean,152,152.0
VAKNED_clean,209,
VUHMOC_clean,712,
WECSAZ01_clean,50,50.0
COWDEZ_clean,764,
EHAGEB_clean,65,65.0
TUMRUQ_clean,136,136.0
SOVHOA_clean,40,40.0
UCOJAZ_clean,648,648.0
TAJXIO01_clean,448,448.0
WALBOC_clean,208,208.0
ESURER01_clean,148,148.0
WEVRUK_clean,166,166.0
BIQHEQ_clean,178,178.0
VAGKOF_clean,436,436.0
KOKSIO_clean,104,104.0
HAWWAF_clean,108,108.0
VAMQIJ_clean,84,
AQIQIC_clean,272,
FEYQUW_clean,192,
VASFUT_clean,44,44.0
IYUHOA_clean,378,378.0
IWAYEK_clean,114,114.0
GAXQIH_clean,184,184.0
AWIBAL_clean,68,68.0
YEGTAG_clean,58,58.0
TOHYOF_clean,148,148.0
FOKYEL_clean,204,204.0
HOWROC_clean,420,420.0
TISJOW_clean,464,464.0
WUSXEP_clean,324,324.0
FUMHEC_clean,128,128.0
MAGVOG13_clean,208,208.0
TAFBEJ_clean,140,140.0
WEYQAU13_clean,152,152.0
XAMDUM02_clean,156,156.0
ZECKID_clean,68,68.0
ZUTBAR05_clean,28,
FALROB_clean,236,
UQOGAK_clean,240,240.0
ARINUL_clean,260,260.0
IXIPIO_clean,220,220.0
QUHMOX_clean,148,148.0
RIFGAQ_clean,624,624.0
LUQGAG_clean,200,200.0
MAGVOG16_clean,52,52.0
BUXZAX_clean,582,582.0
RUYQOT_clean,369,369.0
TAJXIO06_clean,896,896.0
ROQNES_clean,80,80.0
ILOTOT_clean,152,152.0
QEPZOB_clean,368,368.0
MINVUA_SL,76,76.0
KEYFUR_clean,378,378.0
MICPEU_clean,146,146.0
NUYQUU_clean,64,64.0
FAHQIR_clean,436,436.0
UMODEH_clean,774,774.0
CEXHET_clean,996,996.0
GAGTAM_clean,224,224.0
LUDVOV_clean,656,
IHUTIQ_clean,392,392.0
c5gc02393a_c5gc02393a2_clean,330,330.0
LUDVIP_clean,324,324.0
LOTDIJ_clean,492,492.0
HURGUX_clean,178,178.0
QARLON_clean,680,
SUFJIO_clean,256,256.0
KOJZOZ_clean,852,
EJEHAD_clean,378,
LAQZOV_clean,200,200.0
GURPIT_clean,160,160.0
QOGZET_clean,156,156.0
LEDLAJ_clean,464,464.0
DEKPUF_clean,128,
OPAMOI_clean,29,29.0
OSAXAI_clean,196,196.0
GONSUZ_clean,116,
ENERIY_clean,92,92.0
RUYTIQ_clean,369,369.0
QAWDID_clean,68,68.0
RUPTED_clean,232,232.0
WUTCET_clean,420,
ACECIV_ion_b,228,
ZOXTOX_clean,132,132.0
KAGWEW_clean,200,200.0
ROYJUM_clean,224,224.0
OTEHAY_clean,144,144.0
JADBEY_clean,204,
WOPHIU_clean,624,624.0
LADQOZ_clean,202,202.0
MUVHAN_clean,122,122.0
MAGVOG32_clean,52,52.0
WODROY_clean,128,128.0
ALIPEQ_clean,78,78.0
BELJIL_clean,210,210.0
ILIFUE_clean,56,56.0
UDAMET_clean,184,
WAVQIV_ion_b,675,
DUQRUD_clean,928,
INOMIJ_clean,140,140.0
XADGAM_clean,180,180.0
ic501849g_si_002_clean,134,134.0
QIYDOT_clean,484,484.0
VIYMAT_clean,82,82.0
MUGHED_clean,148,148.0
MODJOG_clean,88,88.0
HAJMIQ_clean,624,624.0
WEHJOK_clean,664,664.0
XUCSAR_clean,72,72.0
WUZDOL_clean,384,384.0
BOQYUD_clean,70,70.0
PEMREG_clean,376,376.0
FOQNOQ02_clean,292,
CUWXID_clean,256,256.0
BUSNAF_clean,171,171.0
EGOXII_clean,140,140.0
AGUWUV_clean,51,51.0
IFUPAC_clean,128,
FUSNIR_clean,414,414.0
YAVVID_clean,120,120.0
MAGVOG09_clean,208,208.0
GUQTOB_clean,32,32.0
BIYTAG_clean,188,188.0
HUBQEC_clean,385,
XISVUR_clean,216,216.0
RINSEM_clean,88,88.0
XAKZEP_clean,736,
FUSMOW_clean,414,414.0
CUTBOK_clean,216,216.0
HAVYOU_clean,304,304.0
KIJPUQ_clean,136,136.0
FEJDII01_clean,92,92.0
ATEZEG_clean,636,
POFGUO_clean,480,480.0
XIGHEB_clean,648,648.0
FOCZEE_clean,196,
IZOWAW_clean,192,192.0
j.inoche.2015.01.025_INC05862-mmc2_clean,132,132.0
BUSGIG_clean,136,136.0
MOYYEF_clean,108,108.0
XACQAT_clean,58,58.0
ncomms7350-s2_clean,184,184.0
VUKTEC_clean,332,332.0
XILVIZ_clean,131,131.0
DOMFUI_clean,732,732.0
DALTAO_clean,248,248.0
ECAFOG_clean,400,400.0
QUNVIG_clean,700,700.0
TIDKAS_clean,1296,1296.0
VOXYUE_clean,60,60.0
JAHNEM01_clean,116,116.0
ZEVXAB_clean,1264,1264.0
HOWPEQ_clean,120,120.0
OBUFIB_SL,156,156.0
IYAHAT_clean,136,136.0
FUVDEH11_clean,360,
FOJVUX_clean,82,82.0
VEGCAN_clean,540,540.0
FUVFUZ_clean,296,296.0
RORTUP_clean,332,
SESDEA01_clean,148,148.0
LABRUE_clean,992,992.0
MOXNUK_clean,260,260.0
SETQUF_SL,76,76.0
LUFNAC04_clean,124,124.0
NAQREE_clean,256,256.0
XAFFER_clean,152,152.0
WAHNOL_clean,318,318.0
WAWGOQ_clean,352,352.0
ACOLEL_clean,550,550.0
PIYZAZ_clean,10,10.0
TOVJEV_clean,416,416.0
OKIMAY_clean,156,156.0
EKUPEG_clean,728,728.0
VIWKIX_clean,216,216.0
SOHNEJ_clean,648,648.0
XISDUA_clean,544,
PALTIH_clean,1096,
ENAFOP_ion_b,506,506.0
WILGII_clean,114,114.0
RORTAV_clean,536,536.0
RUYTUC_clean,369,369.0
ERELIX_clean,202,202.0
INECIP_clean,480,
DARVAW_clean,68,68.0
KINROQ_clean,1386,1386.0
SUHBAA_clean,1032,1032.0
TAVQEN_clean,52,52.0
VIMRAM_clean,296,296.0
RIBDEN_clean,76,76.0
LUNBAX_clean,58,58.0
GARLAP_clean,196,196.0
LABNIO_clean,648,648.0
MITGUR_clean,84,84.0
TASWER_clean,328,328.0
WENLEI_clean,208,208.0
GIYSUD_clean,71,71.0
QOHTUD_clean,156,156.0
PIYZED_clean,40,40.0
LEJCAE_clean,120,120.0
NOSHEK_clean,88,88.0
HUNCIE_clean,688,
DUXKEN_clean,376,376.0
RUGJIO_clean,68,68.0
COKJIX_clean,108,108.0
GALJAG_clean,212,212.0
ja5b02777_si_008_clean,54,54.0
SOKXOH_clean,948,
PAJSAX_clean,408,408.0
ERALUG_clean,648,648.0
LEZWUK_clean,546,546.0
NEDWAW_clean,141,141.0
LASRIJ_clean,136,136.0
KAHKUB01_clean,42,42.0
ICIKAH_clean,2464,
LIQDAS_clean,328,328.0
OQEROS_clean,172,172.0
OFAWEZ_clean,102,102.0
HOJJUN_clean,522,
BERFIP_clean,82,82.0
ZADQUT_clean,282,
FESBEM_clean,128,128.0
XANZAQ04_clean,132,
IDUTUW_clean,64,64.0
VICSIL_clean,124,124.0
JOCWIJ_clean,352,352.0
REZXOK_clean,104,104.0
UMOYOM14_clean,738,
SIQCOM_clean,134,134.0
OCIMEV_clean,205,
XAKYUE_clean,808,808.0
FOFMOE_clean,492,492.0
SUNJER_clean,50,50.0
IWEWEO_clean,704,
KIVVOC_clean,232,232.0
QATKOO_clean,196,196.0
VUDXID_clean,190,190.0
BEXREC_clean,128,128.0
OPENUT_clean,200,200.0
IXUWII_clean,260,260.0
FAWCEN03_SL,138,138.0
AVIVUW_clean,736,736.0
IYOSUM_clean,368,368.0
WIYZOU_clean,98,98.0
UNOJUD_clean,68,68.0
MEJZIM_clean,228,228.0
KOMHOL_clean,238,
ic8004536-file004_clean,110,110.0
FOQNUW02_clean,292,
PEGQID_clean,208,208.0
FERVUV_clean,315,315.0
WUXMAD_clean,80,
EHUSUX_clean,828,
CIDKUX_clean,124,124.0
GIYSIR_clean,142,142.0
WOZWEP_clean,240,240.0
UMUTOM_clean,180,180.0
RUMRUO_clean,40,40.0
WUGQAS_clean,378,378.0
TORJIV_clean,200,200.0
NIMTAE_clean,784,784.0
BEFLEF_clean,96,96.0
ECUCUB_clean,56,56.0
AFOTUL_clean,80,80.0
LODPUQ_clean,652,652.0
KOFPEB03_clean,178,178.0
YOYBUL_clean,130,130.0
FIPXEJ_clean,116,116.0
OLOGEC_clean,368,368.0
CIFMEL_clean,84,84.0
YARYEV_clean,36,36.0
VIWLIY_clean,216,216.0
OTEGUR_clean,144,144.0
WECBAJ_clean,192,192.0
VEFLUP_clean,52,52.0
HUYKIV_clean,600,600.0
UWALEL_clean,240,240.0
HUQHUY_clean,1384,1384.0
OKILIE_clean,144,144.0
WORLAS_clean,284,284.0
ESEDIQ_clean,180,180.0
NAYGUR_clean,100,100.0
FUNCEX_clean,88,88.0
VATYIZ_clean,26,26.0
CECVIQ_clean,72,72.0
DIYKED_clean,180,180.0
SUXGUP_clean,1636,
IXOFEH_clean,72,72.0
SAQSOU_clean,488,488.0
REYBAA_clean,188,188.0
HOWQAM_clean,208,208.0
cg060732osi20070605_042406_clean,150,150.0
ECEZAO_clean,51,
LENGAO_clean,372,372.0
IXITOA02_clean,204,204.0
KUHNEI_clean,176,176.0
EXIBUI_clean,48,48.0
GIFFEI_clean,96,96.0
EMAMUC_clean,296,296.0
TUNJET_clean,784,784.0
WOTSEF_clean,116,116.0
DIBJIJ_clean,406,406.0
REHHIX_clean,536,
TIRLIQ_clean,292,292.0
ONODOM_clean,234,
WAZQUL_clean,172,172.0
ETEJOD01_clean,52,52.0
CAKXET_clean,72,72.0
REXCUU_clean,324,324.0
SOCKOM_clean,72,72.0
MARNUR_clean,328,328.0
EJORAY_clean,67,67.0
YUSGOJ_SL,122,122.0
XULVAD_clean,69,69.0
PAMVEG_clean,188,188.0
JOTHOP_clean,38,38.0
LOGBEO_clean,144,144.0
CIMFOV_clean,738,
AVILEY_clean,1156,1156.0
TECVEE_clean,118,118.0
ACAJIY_clean,384,384.0
WIPLOY_clean,164,164.0
FORKUU_clean,96,96.0
UDAXAB_clean,680,
c6ce00465b_c6ce00465b2_clean,154,
IZENUY_clean,416,416.0
cm503311x_aloh175K_clean,56,56.0
XANMUX07_clean,136,
VUMCIQ_clean,452,
AVITUU_clean,736,736.0
AFOVOH_clean,80,80.0
SOXHUI_SL,90,90.0
SOXZIP_clean,228,228.0
OXUNEB_clean,196,196.0
IZEBEV_clean,134,134.0
FIGFOR_clean,72,72.0
KUMGOQ_clean,100,100.0
LECFAC_clean,310,310.0
ZEZPIF_clean,120,
TEPJAB_clean,248,
MAZSOX_clean,126,
OYAKAC02_clean,466,
ODIXIK_clean,278,
EGELUY01_manual,76,76.0
CUGVUX_clean,168,168.0
TACQUK_clean,256,
BINCUY_manual,426,426.0
UMABIV_clean,228,228.0
MIFPUO_clean,244,244.0
KICXAX_clean,348,348.0
UMOBEF_clean,720,720.0
AQODOA_clean,140,140.0
EPEWEC_clean,232,232.0
SIWZOP01_clean,52,52.0
MEGFIN_clean,736,736.0
AQUDEX_clean,188,188.0
BAHGUN_clean,54,54.0
ULOJUC01_clean,688,
LAGQOB_clean,50,50.0
XANZAQ02_clean,132,
VANXUD03_clean,48,48.0
EDUTIG_clean,616,616.0
CIGFAB_clean,172,172.0
cg301725z_si_003_clean,152,152.0
PIDNIB_clean,1376,
GUJVIR_clean,90,90.0
SEHSUU_clean,76,76.0
HOVGEG_clean,376,
PUJQEQ_clean,424,424.0
KITCAT_clean,96,96.0
CUMDEU_clean,84,84.0
WEMCAU_clean,52,52.0
QUSRUT_clean,192,192.0
KEJBIL_clean,36,36.0
TEJGAS_clean,156,156.0
DAPHOU_clean,1224,1224.0
YINCEF_clean,166,166.0
RUWXAJ_clean,66,66.0
ILECIN_clean,104,104.0
TUPDOZ_clean,164,164.0
TARWEO_clean,68,68.0
KONFEA_clean,70,70.0
HEDCIE_clean,264,264.0
QIDDAI01_clean_h,151,151.0
AFOQUI_clean,138,138.0
WIZDEP_clean,54,54.0
RAVVUH_clean,84,84.0
BIZMEE_clean,534,534.0
BONNIC_clean,90,90.0
SEYFAE_clean,88,88.0
HAZGOF_clean,100,100.0
RIYBEI_clean,648,648.0
CUGLIB_clean,264,
VABJUE_clean,148,
CUGFOB_clean,74,74.0
IBASEL_clean,178,178.0
CIFGUV_clean,168,
RUGXOI01_clean,136,136.0
ORIBAU_clean,268,268.0
KEJBOQ_clean_h,216,216.0
TIQGEG_clean,114,114.0
VORBUA_clean,72,72.0
UCUJOU_clean,832,832.0
SIDCAL_clean,230,230.0
UREVOE_clean,94,94.0
XONLES_clean,736,
GIRZAK_clean,178,178.0
LIDZUV_clean,120,120.0
QEFWUV_clean,564,564.0
HIWXER_clean,70,70.0
HAKCAZ_clean,518,518.0
WIDZUG_clean,140,140.0
CEYYIQ_clean,158,
UXEDIL03_clean,68,68.0
NUGRIR_clean,570,570.0
jacs.6b08724_ja6b08724_si_009_clean,263,263.0
FINQOK_clean,164,164.0
JORSEQ_clean,268,268.0
WAVROC_clean,804,804.0
OQUXIJ_clean,400,400.0
XUMVAD_clean,112,112.0
GAMVAS_clean,112,112.0
YUQNAB_clean,254,254.0
KOSKAG_clean,54,54.0
APACAX_clean,372,372.0
LETQAE_clean,804,804.0
VIRKIQ_clean,40,40.0
WUYYEW_clean,350,350.0
WASNIO_clean,164,164.0
FURROA_clean,414,414.0
DOJYAD_clean,132,132.0
NADZEZ_clean,152,152.0
TAJTOQ_clean,464,
NAQLAT_clean,292,292.0
ADASIJ_clean,552,552.0
ELELEN_clean,130,130.0
CUYYAX_clean,136,136.0
HAJDII_clean,330,330.0
VUKTUS_clean,332,332.0
XOPLUL_clean,55,55.0
BIJDUV_clean,670,670.0
TATYOF_clean,312,
GAYPED_clean,590,590.0
AJUNOK_clean,384,384.0
IDORIE_clean,580,580.0
IWEVAJ_clean,680,680.0
XEGJUQ_clean,416,416.0
JIYXUL_clean,131,131.0
GEJJEL01_clean,68,68.0
c6ra27069g_c6ra27069g2_clean,164,164.0
RITGEI_clean,372,
UNIMAG_clean,988,988.0
SEFWIL_clean,276,276.0
PEPFAT_clean,480,480.0
DUTKAG_clean,231,231.0
TARWAK_clean,68,68.0
ASECUY_clean,460,460.0
QOCRUW_clean,50,50.0
ESURER_clean,148,148.0
KOXGIP_clean,300,300.0
RUDPOW_clean,336,
QEZLIS_clean,1100,
FUTYUQ_clean,192,192.0
JIVHIG_clean,352,352.0
GITPEG_clean,440,
VACFUB01_clean,81,81.0
LIPRAE_clean,440,440.0
MAJJUF_clean,400,
SOYWOT_neutral_b,156,156.0
XANXUF_clean,196,196.0
FUTZEB_clean,76,76.0
NUCYER_clean,156,156.0
NADZID_clean,76,76.0
EDAGEX_clean,108,108.0
WIYWUY_clean,288,288.0
KIFKAM_clean,102,102.0
TUTZUD_clean,272,272.0
XUNSAC_clean,112,112.0
XUZDUS_clean,512,512.0
COXHON_clean,80,80.0
ZIBRAD_clean,992,992.0
YIBMON01_clean,116,116.0
YABPAU_clean,168,168.0
TIFDOB_clean,1232,1232.0
KINPUU_clean,142,142.0
NIXGIM_clean,976,
YUGLES_clean,102,102.0
OLUROC_clean,522,522.0
YUMFUJ_clean,224,224.0
ZIJVOF02_clean,136,136.0
UZANEP_clean,120,120.0
FIVQOR_clean,33,33.0
ZEDZAL_clean,294,294.0
ZAXWAY_clean,62,62.0
ECIWUJ_clean,54,54.0
POLBAT_clean,80,80.0
LAWGUM_clean,106,106.0
XUDVAV_clean,126,
RABHIH_clean,148,148.0
FOLLEZ_clean,112,112.0
WOXRIK_clean,144,144.0
PEGPUO_clean,208,208.0
EGATOW_clean,176,176.0
XANZAQ08_clean,132,
KEFWID_clean,110,110.0
RUDQUD01_clean,208,
PARHAS_clean,76,76.0
FECXES_clean,324,324.0
YUBFOR_clean,84,84.0
RASKIH_clean,120,120.0
TETWUM_clean,204,204.0
REFTON_SL,240,240.0
PIBGAK_clean,136,136.0
RETVIW_clean,248,
RUWWOW01_clean,60,60.0
LAVCUJ_clean,28,28.0
LAWGOG_clean,106,106.0
RESSAK_clean,73,73.0
AQALIO_clean,120,120.0
WOMFEK_clean,136,
NOMKUX_clean,512,512.0
TOBKAY_clean,112,112.0
EVEGER_clean,190,190.0
CAYSOK_clean,219,219.0
DUBBEI_clean,200,200.0
FARYEE_clean,132,132.0
QAPQEE_clean,232,232.0
HOJNOL_clean,400,400.0
ODOXEK_clean,114,114.0
WARFAZ_clean,504,504.0
CIWZIT_clean,808,808.0
ic502643m_si_003_clean,276,276.0
CIRTUU_clean,1296,1296.0
NUDMUW_clean,148,148.0
AHOKAJ_clean,36,36.0
cg501560z_si_002_clean,320,320.0
UMEKEE_clean,192,192.0
VIWMAR_clean,216,216.0
HIZSEQ_clean,212,
XUBJAF_clean,58,58.0
MIRLAB_clean,80,80.0
LAFFEG_clean,738,738.0
DADPEG_clean,140,140.0
NUNWIE_clean,96,96.0
NECZAY_clean,184,184.0
XUNGUJ_clean,56,56.0
KUMGIK_clean,520,520.0
EXENAX_clean,104,104.0
XOJPES_clean,32,32.0
VEHJOJ_clean,238,238.0
SOZSUX_clean,416,416.0
LAMFEK_clean,120,120.0
PUZKUS_clean,112,112.0
BIGZUO_clean,510,510.0
ROQFUA07_clean,392,
ja903726m_si_002_clean,116,116.0
QALNIA_clean,44,44.0
ZEDROR_clean,260,260.0
LERNEC01_clean,108,108.0
OQUXAB_clean,404,404.0
TIMMEI_clean,1160,
IXURID_clean,114,114.0
LEPLAV_clean,216,216.0
BADJAU_clean,1200,1200.0
WAZCUX_clean,134,134.0
XUDYEC_clean,184,184.0
TAKYOV_clean,190,190.0
HUZYEI_clean,1024,
PUBRUA_clean,1008,
GEZRAG_clean,1120,1120.0
XIZJEW_clean,180,
MITGUR01_clean,88,88.0
FIJDIM09_clean,102,102.0
XALPUY_clean,260,260.0
TAQGOK_clean,312,312.0
KACKIL_clean,168,
CIWZEP_clean,804,804.0
TISGUY_clean,296,296.0
BAXREY_clean,1204,1204.0
XOLGEM_clean,858,858.0
RUVKAV_clean,108,108.0
NAQQIH_clean,256,256.0
VAHSON_clean,60,60.0
OKAYUW_clean,63,63.0
EKETOF_clean,188,188.0
XALBES_clean,776,776.0
ROSKER_clean,124,124.0
OSAWEL_clean,38,38.0
EYOCOM_clean,424,424.0
FOQNOQ01_clean,292,
XADFAL_clean,80,80.0
CUGYOU_clean,232,232.0
HOKGUJ_clean,208,208.0
RUGJOU_clean,68,68.0
YITHOA01_clean,70,70.0
WUNTOP_clean,388,388.0
UTULUR_SL_part,392,392.0
VEDFIV_clean,228,228.0
CUWXAV_clean,352,
NIFTIH_clean,240,240.0
DIBJEF_clean,388,388.0
VUNNEZ_clean,88,88.0
IZERAI_clean,266,266.0
FABFOF_ion_b,62,62.0
IJASES01_clean,50,50.0
AWAHEM_clean,134,134.0
NIKYUC_clean,108,108.0
MAQBIS_clean,516,516.0
acscombsci.5b00188_5020072_clean,93,93.0
EZITUE_clean,488,488.0
LITCUO_clean,304,304.0
WOPDEL_clean,212,212.0
GOLYOX_clean,298,298.0
MUNDOQ_clean,344,344.0
OGUPIQ_clean,324,324.0
c5dt01100k_c5dt01100k2_clean,162,
KESBUG_clean,664,664.0
XOMDOU_clean,618,618.0
FORPUY_clean,304,304.0
SOMFAC_clean,108,108.0
LAFRIV_manual,2640,2640.0
HOQMUX_clean,224,224.0
QUPHUF_clean,182,182.0
IYEHAX_clean,300,300.0
PUFNUB_clean,178,178.0
JETZAK_clean,162,162.0
BINMIW_clean,568,
IFEPUG02_clean,360,
TEBFUD_clean,88,88.0
PIGXAF_clean,162,162.0
MATTUX_clean,132,132.0
OPIWEQ_clean,100,100.0
USUWUC_clean,84,84.0
NIHBAI01_clean,108,108.0
IPOWOA_clean,134,134.0
HUZYAE_clean,992,992.0
NAWXER_clean,240,240.0
QOFDIA01_clean,592,592.0
LAMFIO_clean,112,112.0
YUNJIB_clean,80,80.0
FIHHOV_clean,532,
TAGTED_clean,144,144.0
CEMKOV_clean,372,
PUGSUH_clean,288,288.0
WURNOO_clean,776,776.0
KUKZOH_clean,856,856.0
HOZFEJ_clean,216,216.0
TAJVIM_clean,464,464.0
NOMPOW_clean,620,
JOZWUS_clean,485,
ic401474f_si_002_clean,472,472.0
SIVGOV_clean,76,76.0
ELEROE_clean,1368,
VIWQUP_clean,972,
BEXSEE_clean,130,130.0
UXABOL_clean,88,88.0
COYTUG_clean,176,176.0
QUGZEZ_clean,292,292.0
IYEPUZ_clean,282,282.0
NULMAJ_clean,214,214.0
UQOWUU_clean,160,160.0
XEHFUL_clean,32,32.0
RETBEZ_clean,388,388.0
CAVPEW_manual,516,516.0
HAKWUM_clean,18,18.0
SOKWUM_clean,164,164.0
SOBTUY_clean,204,204.0
SEZPOE_clean,92,92.0
MIDSEZ_clean,132,132.0
YATVUN_clean,660,
MAGVOG20_clean,52,52.0
JOKXAI_clean,120,120.0
IVIPEK_clean,200,
KOVGOT01_clean,358,
YEDKOI_clean,80,80.0
c6cc02494g_c6cc02494g4_clean,324,324.0
GOQTIR_clean,84,84.0
XALCOD_clean,2048,2048.0
XUVHEB_clean,404,404.0
DEFRIR_clean,168,168.0
XAFFUH_clean,608,608.0
XAVDUV_clean,56,56.0
VURNED03_clean,144,
LIXWAR01_clean,138,138.0
MAVNUU_manual,376,376.0
ic502488c_si_002_clean,372,
HUVHIR_clean,104,104.0
OWAVOY_clean,234,234.0
cm501138g_si_002_clean,156,156.0
WASQIT_clean,760,760.0
BIRMUM_clean,392,392.0
NIGGIU_clean,76,76.0
POVXII_clean,156,156.0
IGEXOH_clean,44,44.0
XADDUD_clean,272,272.0
RUGGIL_clean,26,26.0
CODSOF_clean,250,250.0
ASUBIB_clean,100,100.0
SADMUH_SL,76,76.0
VIDWIQ_clean,172,
ZEZPAX_clean,120,120.0
LIDZOP_clean,120,120.0
EZEQEH_clean,224,224.0
LOJLAZ01_clean,148,148.0
KEFBOO_clean,102,102.0
c6cc00589f_c6cc00589f3_clean,116,
EWECOY_clean,156,156.0
AJOXAA_clean,164,164.0
UMALUQ_clean,552,552.0
FIHFAF_clean,95,95.0
OCEGIP_clean,44,
NAXKOO02_clean,60,60.0
TEJGEW_clean,160,160.0
TIGVUC_clean,456,456.0
LAKFIN_clean,648,648.0
TOHMIO_clean,434,
NAPZUB_clean,80,80.0
HIYBUN_clean,162,162.0
AWEVIJ_clean,1704,1704.0
COTXIU_clean,388,388.0
ROQFUA05_clean,80,80.0
ECIYEU01_clean,152,152.0
WANJIF_clean,108,108.0
INAMUG_clean,214,214.0
UMOYOM02_clean,756,
GEGSIW_clean,176,176.0
QADWEY_clean,104,104.0
ZITWIK01_clean,28,
MECWIB_clean,696,696.0
QUJWEZ_clean,216,
UFEXEJ_clean,90,90.0
TOVHUJ_clean,128,128.0
OTOVAW_clean,210,210.0
HIYYEU_clean,262,262.0
c5nj03044g_c5nj03044g2_clean,424,
FUVDEH06_clean,296,296.0
DITXOU_clean,84,84.0
TETWOG_clean,74,74.0
WILNEL_clean,510,
CAXTEC_clean,450,450.0
ENISUQ_clean,110,110.0
AWAJIT_clean,396,396.0
EPISOM_clean,420,420.0
NIGDIS_clean,288,288.0
INESIE_clean,220,220.0
c5cc06190c_c5cc06190c2_clean,52,52.0
EXEMUR_clean,296,296.0
IGAGUU_clean,640,640.0
ANONAT_manual,112,112.0
YAXBOP_SL,76,76.0
BOPWIO_clean,272,272.0
MUVMOG_clean,139,139.0
OTIPAK_clean,140,140.0
