,MOF,Ar_293_0.01,Ar_293_0.05,Ar_293_0.1,Ar_293_0.5,Ar_293_15,Ar_293_1,Ar_293_5
1815,EHIHOU_clean,0.0001397634,0.0007075068,0.0014490492,0.0073719743,0.186466776,0.0135230106,0.0693957687
1816,EHIPOC_clean,0.0006192821,0.0030976955,0.0063804049,0.0309910885,0.6814095078,0.0614772436,0.2755047509
1817,EHODOV_SL,0.0058404839,0.0294350722,0.0574688579,0.2825417956,4.1043004827,0.5262162314,2.1153969457
1818,EHUCOA_clean,0.005607463,0.0275609287,0.0544608715,0.2627528134,3.6675586853,0.4994195105,1.8791194026
1819,EHUSUX_clean,0.0085172514,0.0422685501,0.0847551013,0.3869265647,5.2401138838,0.6986021991,2.463770448
1820,EHUTAE_clean,0.0087411989,0.0432200389,0.0851441966,0.3817330146,5.4284974837,0.6939968959,2.4754466278
1821,EJATIS_clean,0.1832950478,0.6166172462,0.9010159181,1.5646296064,2.3831192385,1.8053203766,2.1994159946
1822,EJAXIW_clean,0.0049167131,0.0239146414,0.0471024013,0.2317037274,4.4547400944,0.4544385587,1.9640216201
1823,EJEBUS_clean,0.0017727917,0.0091084814,0.0173229255,0.0866146276,2.5808026086,0.1736342465,0.8638691561
1824,EJEFOP_clean,0.001334936,0.0066116039,0.0127092937,0.0643395715,0.7497459596,0.1237013104,0.4345666432
1825,EJEGOQ_clean,0.0005595486,0.0026137458,0.0053211904,0.0266055742,0.6299539102,0.0524309541,0.2388864636
1826,EJEGUW_clean,0.0006342953,0.0031167989,0.0061981359,0.0308579159,0.6118434084,0.0598496305,0.2595501063
1827,EJEHAD_clean,0.0003430108,0.0019227148,0.0038239218,0.0189831465,0.4488357926,0.0372509764,0.169694319
1828,EJESUJ_clean,0.0027066177,0.0137436242,0.0271192849,0.1363399383,3.6531087931,0.272657116,1.2962232945
1829,EJETAQ_clean,0.0022038063,0.0112107462,0.0225675608,0.1145121126,3.114814547,0.2260590376,1.0756820558
1830,EJIDUW01_clean,0.0018540063,0.009934757,0.0201137284,0.0968721896,1.5761640071,0.1880060637,0.743112597
1831,EJIDUW02_clean,0.0023308746,0.0115373236,0.0221946084,0.1078459416,1.7406561266,0.2112194362,0.8438835465
1832,EJONOH_clean,0.0025942236,0.0130924514,0.0261083473,0.1239073994,2.028984749,0.2477887988,0.9798654116
1833,EJOQOL_clean,0.0028823682,0.0143850397,0.0280220767,0.1376608986,2.2399371463,0.2604916919,1.0293230066
1834,EJOQUR_clean,0.0037368354,0.0179981955,0.0362634174,0.1785792986,3.5677463169,0.3526099401,1.502597642
1835,EJORAY_clean,0.0047007639,0.0229045618,0.046191285,0.2233060216,3.3282413201,0.435147203,1.6839984323
1836,EJOXIM_clean,0.0036011623,0.0180563741,0.0362897163,0.1740650752,2.915862836,0.3343055635,1.3557982966
1837,EJOZOU_clean,0.0022935788,0.0112464908,0.0226215811,0.1110105405,1.8030459443,0.2164210365,0.8476722605
1838,EJULUS_clean,0.0069517922,0.033639329,0.0668447521,0.2897894728,1.9444028049,0.5164797311,1.3663626756
1839,EJUVOU_clean,0.0052574816,0.026165107,0.05394297,0.24676052,2.2702949198,0.4665226635,1.5400825865
1840,EKADIF_clean,0.0105071961,0.0517428556,0.1052616958,0.4492334862,5.0922210633,0.8060952663,2.6702072354
1841,EKARUE_clean,0.0009769003,0.0048603308,0.0099240985,0.0477825099,0.7125732326,0.0923895902,0.3715746024
1842,EKEKIQ_clean,0.0018278594,0.0096389118,0.0191579973,0.0953533311,2.1011954435,0.1895226155,0.8491645714
1843,EKEKOW_clean,0.0098773649,0.0492124375,0.0968896805,0.4377381261,4.1245307117,0.7915568587,2.4498373037
1844,EKEMEO_clean,0.0790981518,0.2999313811,0.4691034622,0.9929572977,6.3212409753,1.3903904131,3.5297153721
1845,EKEQIV_clean,0.0012664162,0.0060950557,0.0123381451,0.0610694971,0.9976886497,0.1167182196,0.469039477
1846,EKETOF_clean,0.0046681333,0.0231503293,0.0459961189,0.2072693692,1.4172348321,0.3722900513,1.0340238453
1847,EKETUL_clean,0.0041262058,0.0209958778,0.0417870202,0.1934487055,1.3917938782,0.3582904508,1.0024991383
1848,EKEVAT_clean,0.0047025755,0.0231444371,0.0465779316,0.2142519274,1.3950030533,0.3749462659,1.0181377915
1849,EKIDEH_clean,0.0158348401,0.0773448036,0.1498900451,0.6157991371,3.269674307,1.0644290804,2.5089840269
1850,EKIDIL_clean,0.0129917628,0.0642384151,0.1253426702,0.5017732566,2.3404547623,0.8380445574,1.8080653897
1851,EKIGIQ_clean,0.0080406788,0.0403720708,0.0779299041,0.3515958031,2.0790988701,0.6032195888,1.5664802299
1852,EKIGOW_clean,0.0094080659,0.0460641322,0.0919808025,0.4109835442,2.4076553097,0.7131019043,1.8335435705
1853,EKIJAL_clean,2.58543e-05,9.3892e-05,0.0001891448,0.0009307558,0.0308265236,0.0021091689,0.0098913216
1854,EKIJEP01_clean,3.12606e-05,0.0002242609,0.0004335711,0.0022358136,0.0660278568,0.0045790006,0.0229996582
1855,EKIJEP_clean,3.26198e-05,0.0002106694,0.0003601767,0.0018837919,0.0562636715,0.0040040771,0.0197431175
1856,EKOKIA_clean,0.0031506392,0.0152258925,0.030479798,0.1481146481,2.5118817294,0.2892919576,1.1743793508
1857,EKOMAU_clean,0.0049569371,0.0248545701,0.0502048338,0.232135801,2.1803924709,0.4345088516,1.3408189739
1858,EKOPEA_clean,0.0056458276,0.0273938025,0.0548054818,0.2621376925,3.814632499,0.5100535551,1.9757162471
1859,EKOPIE_clean,0.004582637,0.0230722748,0.0463177185,0.2239269302,4.0336131253,0.4435851797,1.8746012133
1860,EKOPOK_clean,0.0051929045,0.0260931938,0.0513222579,0.2469365591,3.282151309,0.4575227869,1.6654785132
1861,EKOPUQ_clean,0.0028746593,0.0145314847,0.0290156948,0.1410637693,2.7355938101,0.2744817812,1.1736828526
1862,EKUPEG_clean,0.0013131877,0.0065539788,0.0130027111,0.0649529592,1.8623162511,0.1306514136,0.6273728386
1863,ELAZEX_clean,0.0005069576,0.0024977836,0.0052003237,0.02542682,0.4795695124,0.0453067104,0.2167755439
1864,ELECIJ_clean,0.0077213564,0.0389553306,0.0775865721,0.3605792196,4.0287668592,0.682397038,2.369691179
1865,ELELEN_clean,0.0027313326,0.0139652465,0.0276108886,0.1368182717,2.7027224692,0.2658503168,1.1353288077
1866,ELEREU_clean,0.0100604385,0.0494887795,0.0967073976,0.4610220889,5.38624821,0.8312081423,2.8458340555
1867,ELERIX01_clean,0.0001210627,0.0006368951,0.0013040559,0.0060735318,0.146093738,0.0122872068,0.0558664917
1868,ELERIX_clean,6.68086e-05,0.0002792598,0.0006259963,0.0030498113,0.079772106,0.0062272269,0.0292447838
1869,ELERIY_clean,0.0044876927,0.0212210959,0.0427627413,0.2166194149,4.8925755269,0.4326985779,1.8985101214
1870,ELEROD_clean,6.01244e-05,0.0003111932,0.0005926545,0.003095414,0.0826604387,0.0064339684,0.0301949877
1871,ELEROE_clean,0.0055790394,0.0287291166,0.0563541706,0.2723099769,4.8767587315,0.5292805318,2.1394294757
1872,ELIJOZ_clean,0.0047152175,0.0246952208,0.0488561663,0.2321853421,2.848860783,0.4465799455,1.5801542843
1873,ELIJUF_clean,0.0057846772,0.0291720931,0.0573547255,0.2791889551,3.1689062897,0.5216193551,1.8268790717
1874,ELIKAM_clean,0.0050317708,0.0252125011,0.0498948438,0.2417190754,2.866629344,0.4544530049,1.6060121785
1875,ELIKEQ_clean,0.0047011592,0.0241462936,0.0483787177,0.2332727088,2.8027521781,0.4455969145,1.5904575884
1876,ELIKIU_clean,0.0048363173,0.0236486801,0.0474549151,0.2262163848,2.7405051287,0.4318486865,1.5404466007
1877,ELIKOA_clean,0.004572918,0.0234125396,0.0471652391,0.2225722752,2.7071289569,0.431912179,1.5412195775
1878,ELIKUG_clean,0.0046918577,0.0236646713,0.0470475117,0.2223771676,2.69250218,0.4252692054,1.5097432756
1879,ELILAN_clean,0.0046129658,0.0222436096,0.0447835199,0.2199634138,2.6049389052,0.4094228959,1.4632968112
1880,ELILER_clean,0.0045926946,0.0228413981,0.0450798655,0.2192881405,2.5705974112,0.4046617995,1.4468729765
1881,ELILIV_clean,0.0044902242,0.0222938815,0.0440952773,0.2080129364,2.5422783099,0.4032716781,1.4306489181
1882,ELIYUU_clean,0.0094835734,0.047787886,0.0934133678,0.4129331853,2.8497555339,0.6927919542,1.9157904578
1883,ELOGUJ_clean,0.0010075537,0.0050826872,0.0101538327,0.0489767784,0.8137274832,0.0948207824,0.3828629085
1884,ELOHOE_clean,0.00687038,0.0354847884,0.068685228,0.3250696336,3.0948529895,0.5798989487,1.8595291992
1885,ELOXIN_clean,0.0003490351,0.001722553,0.0036573279,0.0172427662,0.4506248168,0.0352342342,0.174323655
1886,ELOZEK_clean,0.0001015255,0.000437674,0.0008567763,0.0042393091,0.0975486817,0.0083851405,0.0385865035
1887,ELOZUC_clean,0.0002131522,0.0010432766,0.0021342202,0.0103554198,0.2520439387,0.0197844819,0.0942033816
1888,ELUJAY_clean,0.0029132356,0.0147438929,0.0291200771,0.1428693889,2.0012681079,0.268498472,1.044959114
1889,ELUJEC_clean,0.0029292584,0.0145788649,0.029484051,0.1406139437,1.9549234308,0.2657133137,1.0279311516
1890,ELUQIM01_clean,0.0,1.5589e-06,1.5589e-06,1.24712e-05,0.0002930742,1.40301e-05,8.10631e-05
1891,ELUQIM13_clean,1.5589e-06,1.5589e-06,3.1178e-06,9.3534e-06,0.0002696907,2.02658e-05,6.85918e-05
1892,ELUZES_clean,0.0005847271,0.0027853348,0.0056194817,0.0275340364,0.7344253719,0.0550599375,0.2692683545
1893,EMAGAB_clean,0.002242071,0.0113860456,0.0232830448,0.1128578907,1.7103004217,0.2153854917,0.8309089265
1894,EMAMOW_clean,0.0013013699,0.0064672069,0.0132378845,0.0649427318,1.3913065785,0.1271200527,0.5732042249
1895,EMAMUC_clean,0.0010689066,0.0051691018,0.0102987655,0.0509036169,1.1137544382,0.101563806,0.4555853995
1896,EMANAH_clean,0.0005327072,0.0027437415,0.0052396843,0.0271177905,0.7251222719,0.053062428,0.2604794679
1897,EMAPAK_clean,0.0018741694,0.0098010591,0.0196341553,0.0977199689,2.4622123177,0.1928357805,0.9226977449
1898,EMEGEJ_clean,0.0053748565,0.0261532092,0.0541194024,0.2380663111,2.0666208689,0.4366407041,1.2426906238
1899,EMEJAJ_clean,0.0032993604,0.0157283059,0.0322251079,0.1625332174,4.2398665367,0.3212054811,1.5280730888
1900,EMEJUD_clean,0.0027104174,0.0133782029,0.0262579383,0.1301138007,1.7263837311,0.2433601255,0.9153849699
1901,EMICUZ_clean,0.0014018227,0.0069649066,0.013898403,0.065789109,0.765713939,0.12818127,0.4308702688
1902,EMIFOW_clean,0.0039502952,0.0198498201,0.0397031214,0.1967645619,3.8972825922,0.3714025969,1.6858065453
1903,EMIGOX_clean,0.0051825758,0.0257002013,0.0515685663,0.248294593,3.8876259305,0.4695230664,1.9499624826
1904,EMIYEF_clean,0.0016156945,0.0078600955,0.0157629811,0.0737597737,1.0582134972,0.1459613982,0.5465680533
1905,EMIYUW_clean,0.003710943,0.0181168548,0.0368361555,0.183954084,4.2837417998,0.3567691282,1.62921577
1906,EMIZAD_clean,0.0032853719,0.0160648459,0.0328186857,0.1641790662,4.5381729983,0.3282218907,1.579968059
1907,EMODOZ_clean,0.0080433925,0.0400957228,0.0811994677,0.3660522993,2.8941326541,0.6619007117,1.9122810644
1908,EMOFIX_clean,0.0019294333,0.0100269763,0.0195813005,0.0935142144,1.3909846916,0.1776142121,0.6734600066
1909,EMOHIZ_clean,0.002133148,0.0105287804,0.0208024733,0.1001381177,1.5085191456,0.1903774698,0.7292267554
1910,EMOSOO_clean,0.0077963384,0.0395769898,0.0786905609,0.3471389294,2.3917386201,0.6345668362,1.7781943429
1911,EMOSOP_clean,0.0011985371,0.0060409381,0.0116678361,0.0552369929,0.8551826512,0.1125784301,0.4446416826
1912,EMUBIZ_clean,0.0027949288,0.0134551774,0.0260864162,0.1241201896,1.9706845208,0.2331447813,0.8792654549
1913,EMUBOF_clean,0.004079029,0.020422885,0.0398712416,0.1901005994,2.9796606951,0.352312557,1.3354176332
1914,EMUTUD_clean,0.0072483878,0.0352046329,0.0679874682,0.3204014125,2.9584220262,0.5829829389,1.826417998
1915,EMUVAL_clean,0.0070943865,0.034490945,0.0675331566,0.3190895797,2.952093631,0.573786584,1.8241871259
1916,EMUYAM01_clean,0.3697477645,0.410234209,0.4155359386,0.420479263,0.4399509676,0.4213230229,0.4287401137
1917,EMUYAM_clean,0.0006235212,0.0031260483,0.0069431558,0.0307310324,0.4930846673,0.0590511966,0.2493915964
1918,ENAFAB_clean,0.000594402,0.0030870961,0.0063373366,0.0317132416,0.7240979386,0.0632785151,0.2915086328
1919,ENAFOP_ion_b,0.0008472843,0.0040769695,0.0080330473,0.0401787847,1.0422128503,0.0816290169,0.3804681727
1920,ENANIS_clean,0.0094503419,0.046050288,0.090133465,0.410857799,2.8876020223,0.7329366925,1.9838424267
1921,ENCDBZ01_clean,0.0027256656,0.0142458762,0.0279477221,0.1384336726,2.7959723801,0.2722559526,1.1915220718
1922,ENCDBZ_clean,0.0038723031,0.0186180912,0.037070175,0.1854934249,3.3887813092,0.3619917748,1.543668563
1923,ENCNBZ01_clean,0.0055756112,0.0273765359,0.0542477523,0.2661247769,3.9306292157,0.5173274325,2.0455559165
1924,ENCUCC10_clean,0.0016123078,0.0090275628,0.0180823376,0.090714421,2.1615672659,0.1756633111,0.8469275769
1925,ENEQOF_clean,0.0032219181,0.0162232495,0.0317140297,0.1579102944,3.8470775497,0.3137321039,1.4472821352
1926,ENEQUL_clean,0.0034301214,0.0175192706,0.0346448229,0.175081749,3.5888650548,0.3378794874,1.5094490916
1927,ENERIY_clean,0.0012699703,0.0065326582,0.0132900613,0.0638963866,1.0538753002,0.1261851479,0.4984488084
1928,ENESOH_clean,0.0036370388,0.0182166478,0.035749592,0.1801799301,4.4896554247,0.3585885212,1.6765341871
1929,ENESUN_clean,0.0036930017,0.0180671208,0.0360305901,0.1801161707,4.5482467726,0.360244044,1.6731069973
1930,ENIHUG01_clean,0.0033618011,0.0172670164,0.0343233477,0.1693862249,4.6341007954,0.3387644346,1.6326765534
1931,ENIHUG_clean,0.0034030221,0.0171513686,0.0340909071,0.172581997,4.6629657965,0.3370778089,1.6399371735
1932,ENISOK_clean,0.0024753851,0.0126534416,0.0256118082,0.1265173705,2.8502478522,0.2527070886,1.1389612592
1933,ENISUQ_clean,0.0027970135,0.0140629288,0.028268104,0.1410200915,3.1919674077,0.2788044515,1.2749979525
1934,ENITAX_clean,0.0031510013,0.0163799625,0.0321524504,0.1582252806,3.9750449812,0.317031814,1.4498255297
1935,ENITEB_clean,0.0032767182,0.0165635796,0.0333163782,0.1641189679,3.6376109907,0.3211337647,1.4462449465
1936,ENITIF_clean,0.0041658326,0.020443374,0.0407287691,0.2015305927,3.835422164,0.3887137329,1.7115138181
1937,ENITOL_clean,0.003597023,0.0173321644,0.0346952378,0.1732263419,3.4430490179,0.3428530851,1.4842104993
1938,ENIXUV_clean,0.0039559208,0.0194293914,0.0392200935,0.1908263176,3.2618108149,0.3736976336,1.5396929482
1939,ENOSAD_clean,0.0030087239,0.0148240264,0.0297066772,0.1432422848,1.8805806198,0.2755416777,0.9979990851
1940,ENOVAG_clean,0.0016206564,0.0077668068,0.0157566032,0.0786297104,1.9511847263,0.1550872634,0.7289808177
1941,ENUCOG_clean,0.0009098119,0.004665048,0.0091318458,0.0454914156,1.0583793659,0.0878848643,0.4004809188
1942,EPAGEJ_clean,0.0012725906,0.0061427361,0.0121444115,0.0605251816,1.1252207784,0.1175400833,0.4901219423
1943,EPAVAU_clean,0.0012104984,0.0062030467,0.0121433809,0.0606118193,1.1995150369,0.1173072012,0.4997509469
1944,EPAXAW_clean,0.0665872738,0.2840060306,0.4904692956,1.1384696685,1.6529062405,1.3532015607,1.595994823
1945,EPECEJ_clean,0.0058779023,0.0289907683,0.0581714144,0.2719677986,4.526076159,0.5266768988,2.1186865062
1946,EPECIN_clean,0.0065646533,0.0330566869,0.0644373177,0.2989468013,3.8025320835,0.5520493178,1.9917706638
1947,EPECOT_clean,0.0087609331,0.0421406896,0.0825108328,0.3527491628,2.4873347331,0.601529907,1.6031969408
1948,EPECUZ_clean,0.0145130598,0.0704979888,0.1369798685,0.5508679582,3.6930978923,0.9229991382,2.3581732555
1949,EPEWAY_clean,0.0043759235,0.0218009945,0.0441141607,0.2139810851,3.0205249771,0.4012303995,1.5791782288
1950,EPEWEC_clean,0.0043208875,0.0223030576,0.0443354279,0.215301949,3.061728969,0.4055962143,1.5766982393
1951,EPEXII_clean,0.005343891,0.026430476,0.0528090839,0.2515392917,3.1767060995,0.4754610701,1.7435029816
1952,EPEXUU_clean,0.0042629427,0.020981807,0.0411139287,0.1950414816,2.6877132495,0.3547184426,1.3166095985
1953,EPEYAB_clean,0.005155209,0.0251460391,0.0496301365,0.2318682739,2.8318742604,0.4201529188,1.4601096356
1954,EPISOM_clean,0.005383751,0.0270490689,0.0531859408,0.2623601265,5.0872793169,0.5070180094,2.0871221023
1955,EPONAA_clean,0.0012132503,0.0060180109,0.0120673782,0.0608458289,1.7938086514,0.1222295402,0.6142905738
1956,EPONEE_clean,0.0011541556,0.0061398183,0.012048082,0.0609169837,1.785883932,0.1227782766,0.6107979567
1957,EPOPEG_clean,0.0041794038,0.0213841254,0.0426961414,0.2072189593,3.9303480938,0.4083395211,1.7716580869
1958,EPOTAF_clean,0.003785678,0.0172101881,0.0354681978,0.1747721359,4.8021663874,0.345071313,1.7055831573
1959,EPOXAJ_clean,0.0003915676,0.0018609554,0.0038476277,0.0194417075,0.4659239537,0.0374861125,0.1786499901
1960,EPUJIJ_clean,0.0011622257,0.005798136,0.0116612337,0.0579423826,1.2471862521,0.1127914024,0.5120478091
1961,EPUSUE_clean,0.0005754176,0.00268432,0.0054448237,0.0274607495,0.747576485,0.0545527008,0.262599333
1962,EPUXET_clean,0.0027231647,0.0127272898,0.0266114372,0.1253742036,1.7572972398,0.2418380045,0.8884368788
1963,EQAMUG_clean,0.0022032924,0.01133783,0.0225459396,0.1103575733,1.9655787009,0.2221981318,0.9303917316
1964,EQERAU_clean,0.0050647076,0.0243866626,0.0486969654,0.2402204473,5.0709764458,0.4728298829,2.112077052
1965,EQEREY_clean,0.0061849817,0.0309084467,0.0611090305,0.2948096233,4.2173344418,0.5788319801,2.2080290699
1966,EQERIC_clean,0.0090911654,0.0456983137,0.0906315396,0.4238586008,4.6721754373,0.7937408895,2.7386900502
1967,EQEROJ_clean,0.0040579846,0.0202688278,0.0412625696,0.190077074,2.2733727404,0.3729356913,1.271075468
1968,EQETAX_clean,0.007920222,0.0384597681,0.0762992917,0.3676251175,5.4020940691,0.7049089827,2.7483977418
1969,EQIWAD_clean,1.0513e-06,9.4614e-06,8.4102e-06,3.8897e-05,0.001453906,0.0001145884,0.0005172247
1970,EQOCES01_clean,0.0038380261,0.0180065538,0.0364845152,0.1752705347,2.2143165049,0.3322472199,1.1813493007
1971,EQOCES_clean,0.0044928712,0.021938322,0.0438011108,0.2087694688,2.2489578774,0.393871447,1.2956882199
1972,EQOCIW_clean,0.004737005,0.0231616886,0.0457460884,0.2148404425,2.1923269284,0.3968185871,1.3192248764
1973,EQOCOC01_clean,0.006020308,0.0300844634,0.0606998565,0.2957045516,5.1638625402,0.5677532359,2.3509520156
1974,EQOXIT_clean,0.0025720846,0.0124670455,0.025259829,0.1225789673,2.3719283819,0.2400048654,1.0230417648
1975,EQUBIC_clean,0.0027969935,0.0145063528,0.0284352349,0.1357429858,1.717946012,0.2629298511,0.9514275063
1976,EQUBOI_clean,0.0029259276,0.0144783154,0.0282031911,0.1397916162,1.7764888703,0.2593324269,0.9780058633
1977,EQUBUO_clean,0.0027865409,0.0142415086,0.0279728643,0.1362796885,1.7319733861,0.2647839787,0.958977975
1978,EQUCOI_clean,0.0034985853,0.0176648714,0.0356167917,0.1698078575,2.3952377684,0.335578558,1.2961576325
1979,EQUNEL_clean,0.0056286901,0.0280376148,0.0556951034,0.2707865605,5.6458336836,0.5289187109,2.4322705805
1980,EQUNIP_clean,0.0060142621,0.0294397536,0.0591742337,0.2960658985,6.0538817262,0.5618012852,2.585959011
1981,ERAHOV_clean,0.001846249,0.00963539,0.0190304293,0.0950008147,2.6780882789,0.190735144,0.9083562722
1982,ERALEQ_clean,0.0173200134,0.0876708483,0.1750752349,0.744462039,6.3743607581,1.3473255671,3.912873519
1983,ERALIU_clean,0.0095945207,0.0471329563,0.093135488,0.455162125,6.2960793602,0.8476166805,3.2333455974
1984,ERALUG_clean,0.0028384968,0.0144905601,0.0277667991,0.1373690194,2.7818352672,0.2710137819,1.1634754553
1985,ERAMAN_clean,0.0031815215,0.0156319482,0.0313477927,0.1564175427,3.6434773167,0.3083515371,1.4101570999
1986,ERAMER_clean,0.0028199778,0.0141704303,0.0280906066,0.1418856957,3.6272035615,0.2781751044,1.306692719
1987,ERAMOB_clean,0.0043011646,0.021540842,0.0430384251,0.2118817944,4.1382662142,0.407207813,1.7681164745
1988,ERAMUH_clean,0.1372529805,0.5231052493,0.7893459098,1.6913029025,6.1261277983,2.1671664292,3.8542711993
1989,ERANAO_clean,1.2791803764,1.2933847433,1.3120636743,1.3644418895,1.5319820321,1.4027603249,1.5008280528
1990,ERANES_clean,0.0042490327,0.0207418746,0.0420434414,0.2011796965,3.952530375,0.3946958039,1.663711806
1991,ERAQAR_clean,0.0080277171,0.0398647617,0.0801636345,0.3904829878,5.2311012465,0.7478666693,3.0019170685
1992,EREFEN01_SL,0.0085964526,0.0429268968,0.084969064,0.3948842872,3.9618019563,0.728380999,2.376272827
1993,EREGOY_clean,0.0039689435,0.0191337784,0.0381014844,0.1903637413,4.2465941403,0.3776336846,1.7059403629
1994,ERELIX_clean,0.0043729648,0.0205232418,0.0412381383,0.1985272054,2.7407584188,0.3801051231,1.3939918699
1995,ERIGER_clean,0.0016488957,0.0083041879,0.0165808176,0.0815663699,1.5791380106,0.1621486843,0.6843675067
1996,ERIJUM_clean,0.0014962699,0.0075855202,0.0148215951,0.0739753944,1.859265923,0.1465672126,0.6765753679
1997,ERIRIG_auto,0.0028462398,0.0144053475,0.0301113666,0.1491745294,4.1840214704,0.2978592661,1.4625917443
1998,ERIWAF_clean,0.005107798,0.0253232161,0.0506826822,0.2453848986,4.7437996261,0.4743813436,2.0013712745
1999,EROCIZ_clean,0.0074302599,0.0351609961,0.0663196499,0.229290639,2.0395634023,0.3735115809,1.1099943098
2000,ERUFOM_clean,0.0027427619,0.0139835146,0.0280607402,0.1332159473,2.0898657426,0.2612115043,1.0028520463
2001,ERUFUS_clean,0.0035636085,0.0186756192,0.0367247187,0.183621372,2.3917767334,0.3586336523,1.2993152167
2002,ERULEK_clean,0.0031881883,0.0162877542,0.0325039686,0.1623565456,3.9812275988,0.3249417075,1.4951763348
2003,ERUNIQ_clean,0.0045718985,0.0225449707,0.0442633016,0.2098514118,2.3401975098,0.38254935,1.3002165825
