,MOF,Ar_293_0.01,Ar_293_0.05,Ar_293_0.1,Ar_293_0.5,Ar_293_15,Ar_293_1,Ar_293_5
1588,DUGGOD_clean,0.0003768298,0.0017914587,0.0035442965,0.0176469993,0.4143786876,0.0346898571,0.1647347519
1589,DUGMOJ_clean,0.0039059157,0.0192213876,0.0381540488,0.1870751958,3.1206968936,0.3638827644,1.4338733387
1590,DUGZAI_clean,0.0032437729,0.0161056498,0.0317610138,0.1534882662,1.9860527042,0.3019624931,1.1023501614
1591,DUHXIP_clean,0.0058288424,0.0284531803,0.0560478805,0.255291206,2.0211780403,0.4519256017,1.3071162635
1592,DUJQUW_clean,0.0002246792,0.0012616604,0.0026003088,0.0124877668,0.3844890374,0.024645585,0.1264409953
1593,DUJRAD_clean,0.0042347437,0.0214714336,0.042665684,0.2104051637,3.1822186557,0.3985484082,1.5964765446
1594,DUKDIX_clean,0.0007359487,0.0036112831,0.0070922283,0.0361707593,0.7264840527,0.0713343616,0.318269505
1595,DUKDOD01_clean,0.0005899595,0.0028223119,0.0057599032,0.0288686837,0.6313298752,0.0584710871,0.2722601949
1596,DUKDOD_clean,0.0007110918,0.0035554592,0.0068531806,0.0356523998,0.7211964737,0.0718004491,0.3302823301
1597,DUKMON_clean,0.0009303322,0.0043964726,0.0089717779,0.0411857854,0.773562163,0.0779449578,0.3526782787
1598,DUKNEE_clean,0.0048605139,0.0242285125,0.0463068222,0.2185903326,1.8889412509,0.3823998649,1.1738600665
1599,DUKNII_clean,0.0031222122,0.0157380825,0.0311203103,0.1418832108,1.4345430406,0.2659087255,0.841746459
1600,DUKYOZ_clean,3.27797e-05,0.0001915026,0.000291567,0.0017787311,0.0551648161,0.0037662172,0.0191761355
1601,DULCAQ_clean,0.0014582327,0.0071886198,0.0143757316,0.0704792371,1.1347614094,0.1389287108,0.5520564433
1602,DUMFEY_clean,0.0044689858,0.023026699,0.0468636694,0.2274399641,3.8721298722,0.4410053693,1.7964466104
1603,DUMXEQ01_clean,0.0055213647,0.0265485966,0.053373192,0.2435697122,2.0509061293,0.4511735793,1.3351369929
1604,DUMXEQ_clean,0.0053230338,0.0260728799,0.0510126387,0.2442562421,2.0388412332,0.4458866056,1.3269901714
1605,DUMXIU_clean,0.0038279243,0.0192866359,0.0384956037,0.1843409056,1.7842551433,0.3411873289,1.0929639183
1606,DUNJON_clean,0.0004180617,0.0021103809,0.0042754421,0.0208324845,0.4491491414,0.0409610473,0.1890178705
1607,DUNXUH01_clean,0.0086207584,0.0433573435,0.087038753,0.4223601476,5.2905125906,0.7851731495,2.9807764804
1608,DUNXUH02_clean,0.0086477639,0.0432253165,0.0870117475,0.4199251509,5.2854640608,0.7819084836,2.9418180341
1609,DUNXUH03_clean,0.0084707277,0.041756517,0.0822737811,0.4043489739,5.0825161661,0.7479130497,2.8389105444
1610,DUNXUH04_clean,0.00853074,0.0422396155,0.0845632481,0.4044194883,5.1112350238,0.7502265215,2.8505229129
1611,DUNXUH05_clean,0.0083957124,0.0427407177,0.0846277613,0.4153447167,5.1690058072,0.7590348181,2.897653526
1612,DUNXUH06_clean,0.0086267596,0.0431052921,0.0854064201,0.4138474113,5.2327733136,0.7772905417,2.9220485018
1613,DUNXUH12_clean,0.0084167167,0.0416004851,0.0825963469,0.4003176516,5.0805267604,0.7540237961,2.8205122917
1614,DUNXUH13_clean,0.0083341999,0.041864539,0.0837725869,0.4032732545,5.1145792059,0.7485566809,2.8635470694
1615,DUNXUH14_clean,0.0085757492,0.0426567006,0.0860425499,0.4139554333,5.1836412923,0.7570244081,2.8834666324
1616,DUNXUH15_clean,0.008658266,0.0430962902,0.0848573081,0.4193295294,5.2850004663,0.7752921341,2.934193479
1617,DUNXUH21_clean,0.0087737896,0.043840442,0.0870222497,0.422921262,5.3108537395,0.7834357951,2.970361356
1618,DUNXUH_clean,0.0087722893,0.0435283784,0.0862375896,0.4122570869,5.2225052193,0.7771690169,2.9319220157
1619,DUNYOC_clean,0.0034559194,0.0169722993,0.0338902305,0.1691604016,4.2120282856,0.3356284009,1.5549108194
1620,DUPJAB_clean,0.0034203666,0.0174180011,0.0338624633,0.1625151611,2.6046939675,0.3023969342,1.1349126699
1621,DUPKAC_clean,0.0040042639,0.0200807677,0.0400409404,0.1982029947,4.9624447524,0.3828602824,1.8661933446
1622,DUPVER_clean,0.0035758471,0.0172769652,0.0347134166,0.1736908948,4.4483600286,0.3451615746,1.6233086517
1623,DUQCAU01_clean,0.0016398314,0.0078493092,0.0156617255,0.0749526341,1.2196516219,0.1478239927,0.5987203742
1624,DUQCAU_clean,0.0017161618,0.0079141901,0.0157698602,0.0781737769,1.2355512437,0.1502665654,0.5941583607
1625,DUQRUD_clean,0.0018162576,0.009412817,0.0179896615,0.0889173178,1.4225743757,0.1741033117,0.6767204376
1626,DUQSAK_clean,0.0065247374,0.0332563518,0.0664850629,0.3212907247,5.8303373802,0.6162306623,2.6399864682
1627,DUQSEO_clean,0.0003611172,0.0018281556,0.0037024322,0.0182717432,0.449697823,0.0358497096,0.1713775677
1628,DUQYEU01_clean,0.0021374615,0.0113259477,0.0223879606,0.1108553457,2.3912437015,0.2207848683,0.9873896115
1629,DUQYEU_clean,0.0021976332,0.0111290223,0.022490526,0.1106160266,2.3976957447,0.2182590261,0.9873007216
1630,DURDAX_clean,0.0042731276,0.021299206,0.0425691039,0.2118744427,5.174517147,0.4192315233,1.9539466811
1631,DURDIF_clean,0.0044868833,0.0226271974,0.0460368588,0.2269523771,5.3643581228,0.4459251328,2.043539079
1632,DUSHEG_clean,0.0061971052,0.0312753187,0.0615885727,0.298057061,4.7893697589,0.5717058341,2.2920818418
1633,DUSHIK_clean,0.0075451843,0.038251219,0.0738918679,0.3596623551,5.3783474311,0.6825820382,2.6674859025
1634,DUTKAG_clean,0.00390681,0.0193047668,0.0395806164,0.1923178573,4.2155844132,0.381791401,1.7316864356
1635,DUWBEE_clean,0.0028483191,0.0152567256,0.0299307437,0.1510885116,3.7927870977,0.3067323488,1.41201626
1636,DUWFAE_clean,0.000693383,0.0037579205,0.0073290228,0.0368498956,0.692240576,0.0720310015,0.3112481507
1637,DUWFOS_clean,0.0031580684,0.015731223,0.0309936164,0.1456767341,1.5914740146,0.2792450185,0.9381058125
1638,DUWGEJ_clean,0.0038585178,0.0189569894,0.0381353692,0.1841932712,3.0398215183,0.3516856262,1.4096855909
1639,DUWRAQ_clean,0.0050611329,0.0249836952,0.0484549816,0.2219936605,2.1005932826,0.417955813,1.2719203194
1640,DUWRIY_clean,0.0041306097,0.0200882,0.0395816918,0.1966419046,2.9576061196,0.3908353032,1.5401326605
1641,DUWROE_clean,0.0058777367,0.0298614917,0.0583256665,0.2851103349,3.4496334052,0.5329968802,1.9441433857
1642,DUWRUK_clean,0.0061924618,0.0309810966,0.0626141303,0.2905008566,2.9072292853,0.5319392295,1.7730393309
1643,DUWSAR_clean,0.0025925728,0.0130522072,0.0259907051,0.129982765,3.0914790379,0.2578862737,1.1854766701
1644,DUWTAS_clean,0.0044587923,0.0219927986,0.0423402982,0.2109565096,2.2800104741,0.401313494,1.3776352468
1645,DUXKEN_clean,0.0013179976,0.0070208211,0.0138754636,0.0672337036,1.0175266718,0.1276505725,0.4959284661
1646,DUXKUD_clean,0.0017327807,0.0083480968,0.0162681927,0.0810819467,1.870596995,0.1594365992,0.719525057
1647,DUXLUF01_clean,0.0083663738,0.0358264331,0.084522349,0.1953509083,0.4442599674,0.3157451862,0.4194938359
1648,DUXLUF02_clean,0.0135328338,0.0560106526,0.1188377143,0.268741441,0.4543347284,0.3530835825,0.4201177528
1649,DUXMAL_clean,0.0110674038,0.0561493758,0.1115370711,0.5177370493,4.486515415,0.9325120771,2.886768038
1650,DUXSIA_clean,0.0022460112,0.0109847618,0.0219648735,0.0978584289,0.8986369858,0.1777813191,0.5363711899
1651,DUYJIS_clean,0.0076072602,0.038921623,0.0764576427,0.3634185206,4.4434141221,0.6623481907,2.4323845134
1652,DUYRAR_clean,0.0004169695,0.0020784192,0.0040608454,0.0200989565,0.4430426943,0.039833654,0.177330298
1653,DUYREV_clean,0.0004361626,0.002118934,0.0041416114,0.0204081146,0.4559347784,0.0406254349,0.1855612075
1654,DUYRIZ_clean,0.000455084,0.0021598294,0.0042498763,0.0212939055,0.4684868982,0.0424876326,0.186727417
1655,DUYROF_clean,0.0004405383,0.0021358393,0.0043411019,0.0212688279,0.474161457,0.0422303931,0.1868405096
1656,DUYVEA_clean,0.0009004661,0.0046261866,0.0091084326,0.0456459342,0.817337049,0.0888348344,0.3793824533
1657,DUZKAM_clean,0.0019469882,0.0094470799,0.0192029564,0.0954678457,2.2475362068,0.1874290191,0.8854661663
1658,DUZKEQ_clean,0.0014117205,0.0078434578,0.0153760313,0.0765692724,1.9802666907,0.152328207,0.7266691002
1659,DUZPUL_clean,0.0053903037,0.02566833,0.0514848079,0.2565328728,5.3359334402,0.5087375482,2.248397103
1660,DUZWOM_clean,0.001897462,0.0089833203,0.0183176336,0.0875547489,1.4139272207,0.1693826123,0.6784454307
1661,EBAMUS_clean,0.0068277383,0.0327313024,0.0656718113,0.2771474874,3.7465269788,0.4901142351,1.6519475019
1662,EBANAY_clean,0.0009493664,0.0046283022,0.0089834217,0.0458879233,0.968052307,0.089163678,0.4021001242
1663,EBATUY_clean,0.0046059841,0.0229837767,0.0452418382,0.2162840924,2.775262719,0.414322531,1.4922696277
1664,EBATUZ_clean,0.0050678022,0.0247682505,0.0495134866,0.2442303241,5.4068639863,0.4759522445,2.0739554899
1665,EBAVAH_auto,0.0037852475,0.0192671721,0.0380885067,0.1891836985,4.5081379988,0.3704362981,1.6839587095
1666,EBAVIP_clean,0.0078634329,0.0401885568,0.0786664834,0.3628987933,3.4203473133,0.6759819115,2.1546264258
1667,EBAVOV_clean,0.0078184163,0.038882272,0.0766077784,0.3505136052,3.4225973387,0.6523538311,2.138602129
1668,EBAVUB_clean,0.0078034565,0.03987629,0.0777860318,0.3593193313,3.390284945,0.6656769846,2.1144648505
1669,EBAWIQ_clean,0.0040130133,0.0209677013,0.0406127103,0.1924390305,2.0074034119,0.355813998,1.181129058
1670,EBEGEZ_clean,0.0007795558,0.0039181064,0.0077376249,0.0377347694,0.5954017495,0.0747784073,0.2970676762
1671,EBEGID_clean,0.0007560775,0.0038160995,0.0075566933,0.0362753928,0.5826092151,0.0719436789,0.2926846275
1672,EBELUU_clean,0.0062103297,0.0312780414,0.0621309855,0.2983792245,4.4902100828,0.5786095626,2.3154529462
1673,EBEMEE_clean,0.0018910719,0.0091772018,0.0185605205,0.0878768104,1.1131829755,0.1661191598,0.6010156683
1674,EBEMEF_clean,0.0008637496,0.004384488,0.0089753262,0.0442612324,1.2289403817,0.0876477586,0.4376434812
1675,EBEMII_clean,0.0023362962,0.0117287095,0.0234503849,0.1106299066,1.248686523,0.2050484295,0.7041717401
1676,EBETOW_clean,0.004304474,0.021142107,0.0417978912,0.2048634729,4.0059287258,0.4016508833,1.7447269645
1677,EBEWIT_clean,0.0033543532,0.0174483545,0.035481815,0.1735839688,2.9478723403,0.3349207365,1.3841414678
1678,EBEXAM_clean,0.0032247532,0.0156206132,0.0314813676,0.153349214,2.882056499,0.3043122631,1.2761389168
1679,EBEXEQ01_clean,0.0035563768,0.017829531,0.0350872973,0.1752821102,2.9264235384,0.339601584,1.3900173037
1680,EBEXEQ_clean,0.003746965,0.0184279782,0.0361774621,0.1764580397,2.9493417758,0.349498832,1.4052529286
1681,EBEXIU02_clean,0.0140393071,0.067543534,0.1352254987,0.5450305763,2.5088069918,0.9084385506,1.9687964299
1682,EBEZUI_ion_b,0.0009926539,0.0050938407,0.0099863189,0.0500700313,1.1031390019,0.0977189937,0.4570502824
1683,EBIDOK_ion_b,0.003827684,0.0189687749,0.0379263756,0.1871461185,3.6885861191,0.3644629719,1.58153342
1684,EBIGED_clean,0.001610474,0.0075733049,0.0152396197,0.0751571514,1.2491378996,0.1457542662,0.5913051448
1685,EBIHII_clean,0.0046568328,0.0231041899,0.0459547797,0.2249882206,4.0131918511,0.4417548919,1.8505501003
1686,EBIJAC_clean,0.0029158149,0.014381126,0.0279390369,0.1320647358,1.6102022331,0.2559538785,0.869787905
1687,EBIMEJ_clean,0.0055264403,0.0274144178,0.0553111749,0.2618065202,3.0856800994,0.4915608562,1.7377753273
1688,EBINUA01_clean,0.0017450678,0.0085346718,0.0161985537,0.081184598,1.6501004973,0.1641072882,0.6893389681
1689,EBINUA02_clean,0.0015939293,0.0074976296,0.0153545036,0.0772212829,1.5549239669,0.1489271751,0.6431940751
1690,EBINUA_clean,0.0014497665,0.0069546938,0.0150685031,0.073884611,1.513809659,0.1484388816,0.6260712517
1691,EBIPIQ_clean,0.0015228994,0.0081660335,0.0159547721,0.0738194609,0.8413031297,0.1458429982,0.4903516515
1692,EBIPOX_clean,0.0032093554,0.0158527652,0.0326429524,0.1574959443,3.3569767073,0.3131950123,1.3915384347
1693,EBISAM_clean,0.0087030325,0.0440061268,0.0845909443,0.3783433812,2.1072532116,0.6276311494,1.5598159448
1694,EBISEQ_clean,0.0051895703,0.0255535423,0.0486719007,0.2323072933,1.7563886128,0.4148854174,1.1876056438
1695,EBITAL01_clean,0.0166467564,0.0818647329,0.1574806774,0.6619272345,2.900261469,1.1030382577,2.296992184
1696,EBITAL_clean,0.016476626,0.0810501087,0.1627687296,0.651540275,2.8546965526,1.0922780121,2.2831906079
1697,EBIZUN_clean,0.0038598807,0.0186558501,0.0378429557,0.1874669624,4.4887461155,0.3691117101,1.7192449984
1698,EBOBIJ_clean,0.0078408656,0.0388529651,0.0772004859,0.3710061439,5.0886425724,0.7010137048,2.7264828102
1699,EBOCOQ_clean,0.0056938391,0.028247102,0.0559658357,0.2719627609,3.7556233431,0.5273974478,1.9523402468
1700,EBOJOV_clean,0.0004239683,0.0020302313,0.0041887172,0.0205957865,0.4975321237,0.0410420359,0.1923499944
1701,EBOTOF_clean,0.0028658315,0.0140559323,0.028396019,0.1348531607,1.8441103851,0.2660013841,0.9949608542
1702,EBOXEA_clean,0.0007873649,0.0041364805,0.0082024058,0.0412394567,0.9706272782,0.0808261226,0.3709862281
1703,EBUFUE_clean,0.0027500569,0.0131985669,0.0273228251,0.1318704907,2.0532715591,0.254027621,1.0012425445
1704,EBUQEX_clean,0.0089375536,0.0452548959,0.0881413113,0.416433476,5.2034921367,0.7720765924,2.7684672965
1705,EBUQIB_clean,0.0057281844,0.0282081576,0.0545354544,0.2672486935,3.3488728054,0.5021066323,1.8620605983
1706,EBUREA_clean,0.003520781,0.0180123932,0.036285441,0.1762744155,2.5670480875,0.3347426271,1.2943382878
1707,ECAFOG_clean,0.0017659659,0.0089220016,0.0178199583,0.0887765209,2.2036729496,0.1746716587,0.8254140564
1708,ECAHAT_clean,0.0086438368,0.0442129275,0.0855964737,0.3746988906,3.2742438791,0.6315382873,1.742272283
1709,ECAHEX_clean,0.0023418057,0.0111558036,0.0227699422,0.1094436073,1.9931809824,0.2180922898,0.9051419058
1710,ECAHOH_clean,0.0022308026,0.0108478597,0.0214343252,0.1067276141,1.9272219132,0.2075362606,0.8588697595
1711,ECALIF_clean,1.1483e-06,4.593e-06,1.66497e-05,7.00437e-05,0.0020823649,0.0001596078,0.0007475156
1712,ECALOL_clean,1.7923e-06,1.49357e-05,2.62868e-05,0.0001445773,0.0048170524,0.0003178311,0.0016309752
1713,ECASAD_clean,0.0011802183,0.0059199404,0.012111012,0.059384991,0.9725318074,0.115733892,0.4765399767
1714,ECASOS_clean,0.0001651203,0.0008528941,0.0017303516,0.0085303056,0.2367838719,0.0156004566,0.0787323603
1715,ECEBEW_clean,0.0011841151,0.0056011668,0.0113203135,0.0565310672,1.3878793532,0.1132405431,0.5194668558
1716,ECEDAU_clean,0.0073952222,0.0374556974,0.0735205942,0.3265503756,2.0445784697,0.5731978213,1.4588327499
1717,ECEDEY_clean,0.0039755368,0.0194227807,0.0381446208,0.1874396574,3.2487693863,0.3683478229,1.5006235418
1718,ECEZAO01_clean,0.003794846,0.0196630968,0.0393120111,0.1850053271,2.0921008267,0.3457544362,1.195658114
1719,ECEZAO_clean,0.0055210314,0.0275001865,0.055692773,0.2610044863,2.7132467671,0.4904492636,1.6034488116
1720,ECIVUH_clean,0.0958377479,0.3595764616,0.5639887845,1.1729682313,1.9143853519,1.4123691479,1.7487219158
1721,ECIWIW_clean,0.0019619311,0.0096310148,0.0194957165,0.0927695322,1.3470843162,0.1769310788,0.6693061941
1722,ECIWOC_clean,0.0069376315,0.0342327203,0.0688392191,0.3018185401,1.9973273611,0.5309329581,1.4001497453
1723,ECIWUJ_clean,5.75663e-05,0.0001659265,0.0004080437,0.0018505884,0.053721245,0.003782447,0.0193389032
1724,ECIYEU01_clean,0.0043137025,0.0212602609,0.0426250909,0.2003898483,2.0514428674,0.3763659954,1.2953583005
1725,ECIYEU02_clean,0.0044310017,0.0216667164,0.044793763,0.2149031293,2.0280757665,0.3959949784,1.304103914
1726,ECIYEU_clean,0.0105730111,0.0510142941,0.1022346819,0.4444684526,2.3355356161,0.7777004209,1.841061912
1727,ECNPYR01_clean,0.0147096348,0.0716601683,0.1409393156,0.5801011213,3.2290299446,0.9366190259,2.1966414972
1728,ECODEG_clean,0.0107930382,0.0520037497,0.1033824088,0.4686690618,3.7704200959,0.8269307468,2.4533335244
1729,ECODIK_clean,0.0058184928,0.0287661264,0.0576882494,0.2766823328,4.4326067171,0.5394092482,2.1580207085
1730,ECODOQ_clean,0.0500138648,0.2376008623,0.440779558,1.5528169965,3.2106212569,2.1759546942,3.0294108033
1731,ECOGEI_clean,0.006494812,0.0322058186,0.0640112188,0.3074694803,3.9697218837,0.5692186978,2.1270237205
1732,ECOKAJ_clean,0.0025058009,0.0131653982,0.0261020924,0.1286012806,3.7767192126,0.2629698806,1.28635089
1733,ECOLEP_clean,0.0022587482,0.0114078591,0.0228511342,0.111390917,3.2982918604,0.2257961217,1.1249628701
1734,ECOLOX_clean,0.0012729764,0.0063949592,0.0128474191,0.0634524326,1.1417032434,0.1250613053,0.5160419822
1735,ECORIX_clean,0.0044292811,0.0216423668,0.0435038092,0.2047863041,2.3159490269,0.3980851385,1.3843620048
1736,ECOROD_clean,0.0046035864,0.0229916068,0.0457923573,0.2207566093,2.3337221285,0.4211574035,1.4129143641
1737,ECOSIY_clean,0.0001061202,0.0005930832,0.0011544295,0.0056471836,0.1616568278,0.0112299015,0.0581261211
1738,ECUCIP_clean,0.0018920774,0.009500202,0.0193898984,0.0904094477,0.8440517467,0.1682806369,0.5560993781
1739,ECUCOV_clean,0.00182067,0.0091748156,0.0176809179,0.0891549776,0.815900086,0.1656792696,0.522733078
1740,ECUCUB_clean,0.0003315694,0.0016552155,0.0032906947,0.0165179452,0.3636079456,0.0312938353,0.143177454
1741,ECUDAI_clean,0.003950272,0.0198413797,0.040028717,0.1872443055,2.1589119102,0.3485064824,1.1755518819
1742,ECUDEM_clean,0.0042129356,0.0210472977,0.0412238525,0.1959327873,2.1470868009,0.3668938511,1.1819804336
1743,ECUDOX_clean,0.0014964478,0.0073050174,0.0143524834,0.0706874919,1.3416901196,0.137139051,0.5763493892
1744,ECUGEQ_clean,0.0011887941,0.0059253372,0.0117845267,0.0587931332,1.2581270273,0.1160015183,0.5079281007
1745,ECUSIG_clean,0.003086717,0.0155413236,0.0309910693,0.1544705216,3.8934436386,0.308601666,1.4821359013
1746,ECUTON_clean,0.0009983523,0.005030098,0.010394045,0.0530324718,0.942970062,0.1018127617,0.4483368363
1747,EDABOC_clean,0.0061161654,0.0303927748,0.0588807243,0.2619038973,1.8063424679,0.4582608211,1.2409969429
1748,EDADET_clean,0.0031127505,0.0159163343,0.0319050952,0.1496054244,1.347699969,0.2712828475,0.8424124651
1749,EDADIX_clean,0.0085581955,0.0445540879,0.0858731733,0.3991491832,3.5336227268,0.7274172734,2.1756395926
1750,EDAFUM_clean,0.0020045299,0.0099931256,0.0193382753,0.0962407459,1.3823347274,0.1878539799,0.707655011
1751,EDAGAT_clean,0.0018693407,0.0093700121,0.019019726,0.0911486182,1.3589578681,0.1801979187,0.6996570919
1752,EDAGEX_clean,0.0021785667,0.0101454078,0.0209325759,0.0988108951,1.4168437205,0.1900636246,0.7420676623
1753,EDAPIK_clean_h,0.0037485517,0.0188547017,0.0375057285,0.1836805856,4.0370346505,0.3596666121,1.6086697182
1754,EDATOT_clean,0.0015983356,0.0080022072,0.0157748774,0.0790028435,2.331190366,0.1576097883,0.7813713102
1755,EDAVOV_clean,0.0009463016,0.0047026575,0.0095322578,0.0455286483,0.6141543695,0.0882080056,0.3351234876
1756,EDECOG_clean,0.0005614311,0.0028522446,0.005704974,0.0275978783,0.7925545538,0.0553770824,0.2670177027
1757,EDEPAG_clean,0.0040972053,0.0197935655,0.040549948,0.1925128319,2.7654269192,0.3766167124,1.4150096932
1758,EDIKEH_clean,0.0051092373,0.0257509429,0.0492963205,0.2234327997,1.4548089692,0.3891662038,1.0082190655
1759,EDIKIL_clean,0.0028244963,0.0143945517,0.0277999007,0.1403457,2.9545820021,0.2750424073,1.227970225
1760,EDOMAM_clean,0.0042146829,0.0217390343,0.042471455,0.2111760729,4.394184743,0.4120404943,1.8044489663
1761,EDOYOL_clean,0.0034220343,0.0173809021,0.0344734761,0.1651212771,1.9834830966,0.3136318805,1.1405120531
1762,EDUSIF_clean,0.0025812357,0.0125449678,0.0252847459,0.1276169422,3.5473362086,0.2517394756,1.2471224029
1763,EDUSOL_clean,0.0071173395,0.0354930484,0.071559629,0.3168609746,3.4040782021,0.5911888634,1.9248413638
1764,EDUSUR_clean,0.0023758992,0.0122895411,0.024352123,0.1216281519,3.2475133349,0.242857227,1.1588760483
1765,EDUTIG_clean,0.0032314352,0.0163039445,0.0329039562,0.1625822694,4.0752522706,0.3197163947,1.5188344373
1766,EDUVAA_clean,0.005252747,0.0266564636,0.0520172198,0.2554521976,4.9607828996,0.4836156978,2.0303198448
1767,EDUVEE_clean,0.0070941743,0.035724896,0.070247803,0.3268097873,4.8717362357,0.6055972125,2.2426767763
1768,EDUVII_clean,0.0039919777,0.0197490102,0.0373107696,0.1880005722,5.2200650335,0.3810131852,1.8293115283
1769,EDUVOO_clean,0.0033400154,0.0174714813,0.0349156078,0.1750786312,4.8989902263,0.3496812897,1.6595363243
1770,EDUVUU_clean,0.0031531671,0.0162233833,0.0324287055,0.1644086903,4.6189623296,0.3236248143,1.566666492
1771,EDUWAB_clean,0.0034255887,0.016808864,0.0336297686,0.1669568106,4.7385644404,0.3384800693,1.6037113137
1772,EFAYEQ_clean_h,0.0027710561,0.0139217859,0.027126792,0.1404888501,3.840986738,0.2788273606,1.3607363399
1773,EFAYIU_clean,0.0031793825,0.0155834524,0.0298309671,0.1479383112,4.1855227653,0.2972349502,1.4759201228
1774,EFEGOM_clean,0.0047797178,0.0239513388,0.048594286,0.2346662673,3.584540714,0.4550153604,1.7945862196
1775,EFESEP_clean,0.0062111711,0.0312195904,0.0619126149,0.28646951,4.063276617,0.5343106094,1.9792465425
1776,EFESOZ_clean,0.0067108321,0.0331159962,0.0649713091,0.2987957634,4.1062935889,0.5548251542,2.0091016739
1777,EFILUA_clean,0.0823202243,0.3336899064,0.5237745652,1.2010772013,3.0432333218,1.5467504638,2.4736593825
1778,EFIMOV_clean,0.0044615534,0.0221639659,0.0436163641,0.2083715268,2.3807451381,0.3874596932,1.3422866645
1779,EFIMUB_clean,0.0241204036,0.1176979126,0.2349861048,1.0435134934,4.4531205717,1.8148304662,3.8102824644
1780,EFOGOX_clean,0.002827663,0.0139843082,0.0279206472,0.1361948923,2.8094497991,0.2693449975,1.1570973636
1781,EFOSUO_clean,0.0006994252,0.0033818258,0.0065178045,0.0335905157,0.8799788909,0.0671276693,0.3180374157
1782,EFOTAV_clean,0.0006270052,0.0033179818,0.0066445396,0.0332817776,0.8816245413,0.0659689485,0.3213449157
1783,EFOTEZ_clean,0.0004583053,0.002228713,0.0045341979,0.0219637569,0.6018393543,0.0453714469,0.2212420254
1784,EFOTID_clean,0.0004257146,0.0022468632,0.0044612291,0.0222203528,0.5807416725,0.0443776609,0.210283519
1785,EGABAR_clean,0.0051986587,0.0261135108,0.0521986777,0.2331811997,1.6568708863,0.4056175528,1.1257906103
1786,EGAFOJ_clean,0.0036931322,0.0184687384,0.0364035115,0.1752298884,2.4702607031,0.3405606437,1.2804027661
1787,EGAFUP_clean,0.0035359546,0.0173832091,0.0352241912,0.1741514673,2.4470417933,0.3315402285,1.2644771364
1788,EGAGAW_clean,0.0037597598,0.0180465481,0.0367496334,0.175347781,2.4560788163,0.3388614411,1.2718666324
1789,EGAGEA_clean,0.003510411,0.0183475903,0.0363698687,0.1762451071,2.4485427085,0.3367392042,1.2791647774
1790,EGATAI_clean,0.0031252819,0.0150616453,0.030619367,0.1493800774,3.6476580227,0.2981839429,1.3998896796
1791,EGATEM_clean,0.005981426,0.0288038652,0.0587867095,0.2730918473,4.0454220175,0.511852689,1.8522829567
1792,EGATIQ_clean,0.0057933427,0.028408205,0.0573627477,0.2707373478,4.1577038305,0.4925085084,1.8657200567
1793,EGATOW_clean,0.0042686427,0.0207353945,0.0422371696,0.2077906846,3.9733803315,0.4067074883,1.7851564017
1794,EGEJIK_manual,0.0035968527,0.0178465248,0.0371361733,0.1751407422,3.8108920046,0.3460867215,1.4845954582
1795,EGEJOQ_clean,0.0060822221,0.0303370182,0.059063155,0.2544892961,2.8502519782,0.4635109436,1.4792270465
1796,EGEJUW_clean,0.0035519424,0.017954169,0.0345564485,0.1667582142,2.6391811312,0.3095785707,1.1765183459
1797,EGELUY01_manual,0.0043447801,0.0205826449,0.040722803,0.2034998894,4.3676032124,0.4007889457,1.7879170563
1798,EGELUY_SL,0.0040704783,0.0211993234,0.0413835299,0.2036420458,4.358921661,0.406092781,1.8101014634
1799,EGIFUV_clean,0.0061098282,0.0313287622,0.0551141989,0.2048007977,1.9627484195,0.3270888759,0.9211652273
1800,EGOXII_clean,0.005722682,0.0281957038,0.0554328926,0.2622354069,2.7292626919,0.4780833152,1.6338083588
1801,EGOZAB_clean,0.0042435392,0.0210853933,0.0422693099,0.206392235,3.7702248313,0.3998934001,1.7059829848
1802,EGUNAX_clean,0.006869819,0.0343380759,0.0684973968,0.3220587308,2.6085722618,0.5815250972,1.801795215
1803,EHAFEA_clean,0.0020855507,0.0107888126,0.0209301737,0.1011977938,1.6988135079,0.1966687614,0.7957485721
1804,EHAFIE_clean,0.0018638742,0.0093851796,0.0186801374,0.0912109534,1.6782318677,0.179774696,0.7529149383
1805,EHAFOK_clean,0.0018356719,0.009229262,0.0186419852,0.0918302557,1.6737478236,0.1790230803,0.7543455602
1806,EHAFUQ_clean,0.0017716528,0.0091910432,0.0184444164,0.0903395029,1.6544511582,0.1752330486,0.7424757095
1807,EHAGAX_clean,0.0017845259,0.0090894369,0.0182061505,0.0880481498,1.5858035465,0.172538788,0.7204239002
1808,EHAGEB_clean,0.0018221417,0.0089305889,0.0180297783,0.0886388179,1.5880227049,0.1728720322,0.7134983442
1809,EHAGIF_clean,0.0018175553,0.0095062516,0.018791815,0.0924090522,1.6158316811,0.1807842974,0.7365887647
1810,EHAGOL_clean,0.0017798548,0.0088836884,0.0180686949,0.087834222,1.5693705714,0.1732059479,0.7088040405
1811,EHAGUR_clean,0.0018648489,0.0087147018,0.017332125,0.0841582919,1.5062463196,0.1646055138,0.680404919
1812,EHALOP_manual,0.0041425576,0.0202783101,0.041463618,0.2026789863,4.4752216136,0.4045270584,1.8205289357
1813,EHEKUY_clean,0.0040369983,0.0204261267,0.0400976958,0.1905592399,2.1311162669,0.3531340864,1.1948580304
1814,EHIHEI_clean,0.0033569954,0.0169030092,0.0329260689,0.1603185102,1.6379109564,0.2961123942,0.957167799
