folder,mean,std,count,GAS,TEMP,SAMPLING,MODEL,TRAIN_RATIO,QT_FRAC,LOW,HIGH,input
./try09_all\Ar_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9491081794518978,0.0041822559667694,5,Ar,293,random_with_input,cat,RATIO0.3,0.3,0.01,5,struct+input
./try09_all\Ar_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9536741838683834,0.0026589375219988,5,Ar,293,random_with_input,cat,RATIO0.45,0.45,0.01,5,struct+input
./try09_all\Ar_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.951713314914856,0.0020086142135132,5,Ar,293,random_with_input,cat,RATIO0.4,0.4,0.01,5,struct+input
./try09_all\Ar_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.9548494727695293,0.0032312251185454,5,Ar,293,random_with_input,cat,RATIO0.55,0.55,0.01,5,struct+input
./try09_all\Ar_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.954270646687496,0.0034625612934803,5,Ar,293,random_with_input,cat,RATIO0.5,0.5,0.01,5,struct+input
./try09_all\Ar_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9577405804223932,0.0037267878637253,5,Ar,293,random_with_input,cat,RATIO0.65,0.65,0.01,5,struct+input
./try09_all\Ar_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.956011926302004,0.003544171493565,5,Ar,293,random_with_input,cat,RATIO0.6,0.6,0.01,5,struct+input
./try09_all\Ar_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9594296419984192,0.005641606947569,5,Ar,293,random_with_input,cat,RATIO0.75,0.75,0.01,5,struct+input
./try09_all\Ar_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9587129378393456,0.0069632959936405,5,Ar,293,random_with_input,cat,RATIO0.7,0.7,0.01,5,struct+input
./try09_all\Ar_293_0.01_to_5__struct+input__random_with_input__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9597834751826608,0.0074397802482202,5,Ar,293,random_with_input,cat,RATIO0.8,0.8,0.01,5,struct+input
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.3918182916295539,0.0145843668528784,5,Ar,293,random_struct,cat,RATIO0.05,0.05,0.01,5,struct
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.4531828603111952,0.0144978570103238,5,Ar,293,random_struct,cat,RATIO0.15,0.15,0.01,5,struct
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.4262608765235099,0.0232652354642827,5,Ar,293,random_struct,cat,RATIO0.1,0.1,0.01,5,struct
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.4837922363012725,0.0116720003654912,5,Ar,293,random_struct,cat,RATIO0.25,0.25,0.01,5,struct
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.4719269615098085,0.0134459373952057,5,Ar,293,random_struct,cat,RATIO0.2,0.2,0.01,5,struct
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.5048763495446641,0.0129205691227812,5,Ar,293,random_struct,cat,RATIO0.35,0.35,0.01,5,struct
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.4935756301483389,0.0140775532011748,5,Ar,293,random_struct,cat,RATIO0.3,0.3,0.01,5,struct
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.5194835475611395,0.0074044987272581,5,Ar,293,random_struct,cat,RATIO0.45,0.45,0.01,5,struct
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.5172302281420212,0.0077483625969125,5,Ar,293,random_struct,cat,RATIO0.4,0.4,0.01,5,struct
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.5300765791137196,0.0069709393428399,5,Ar,293,random_struct,cat,RATIO0.55,0.55,0.01,5,struct
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.5265150404701,0.0056603605281915,5,Ar,293,random_struct,cat,RATIO0.5,0.5,0.01,5,struct
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.5404630637046379,0.0088232488320863,5,Ar,293,random_struct,cat,RATIO0.65,0.65,0.01,5,struct
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.5335269401319074,0.0037407039041257,5,Ar,293,random_struct,cat,RATIO0.6,0.6,0.01,5,struct
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.5480581105371181,0.0153870836919058,5,Ar,293,random_struct,cat,RATIO0.75,0.75,0.01,5,struct
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.546710791472746,0.015451978527458,5,Ar,293,random_struct,cat,RATIO0.7,0.7,0.01,5,struct
./try09_all\Ar_293_0.01_to_5__struct__random_struct__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.5616129782653845,0.0185144219597538,5,Ar,293,random_struct,cat,RATIO0.8,0.8,0.01,5,struct
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.9546205734695494,0.0260125779746101,5,He,293,qt_then_rd,cat,RATIO0.05,0.05,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.9883580830550402,0.0010999510150406,5,He,293,qt_then_rd,cat,RATIO0.15,0.15,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.9782811709502136,0.0224300715800929,5,He,293,qt_then_rd,cat,RATIO0.1,0.1,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9889604686406196,0.0004709807915768,5,He,293,qt_then_rd,cat,RATIO0.25,0.25,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9895057042061852,0.0006463117912171,5,He,293,qt_then_rd,cat,RATIO0.2,0.2,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9877641811185102,0.0006150306131314,5,He,293,qt_then_rd,cat,RATIO0.35,0.35,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9882362203806544,0.0009269641036871,5,He,293,qt_then_rd,cat,RATIO0.3,0.3,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9862585848742956,0.0003451859569849,5,He,293,qt_then_rd,cat,RATIO0.45,0.45,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.9870426137651944,0.0006068855144569,5,He,293,qt_then_rd,cat,RATIO0.4,0.4,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.9846748016009984,0.0002014283643026,5,He,293,qt_then_rd,cat,RATIO0.55,0.55,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9852788394721272,0.0001701353060005,5,He,293,qt_then_rd,cat,RATIO0.5,0.5,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.982764390052193,0.0004089147120061,5,He,293,qt_then_rd,cat,RATIO0.65,0.65,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.9833098995973965,0.0004750497753226,5,He,293,qt_then_rd,cat,RATIO0.6,0.6,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.97992327894106,0.0006370582836723,5,He,293,qt_then_rd,cat,RATIO0.75,0.75,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9814449378503134,0.0006723205811314,5,He,293,qt_then_rd,cat,RATIO0.7,0.7,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__qt_then_rd__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9793658597402336,0.0010556539702398,5,He,293,qt_then_rd,cat,RATIO0.8,0.8,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__random_with_input__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.884357249186011,0.0240107558028531,5,He,293,random_with_input,cat,RATIO0.05,0.05,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__random_with_input__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.9129439756850534,0.0246969184769976,5,He,293,random_with_input,cat,RATIO0.15,0.15,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__random_with_input__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.8991078016041089,0.0179780534080434,5,He,293,random_with_input,cat,RATIO0.1,0.1,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__random_with_input__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9164632248645074,0.0167841323674358,5,He,293,random_with_input,cat,RATIO0.25,0.25,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__random_with_input__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9134321184792148,0.0268372312749938,5,He,293,random_with_input,cat,RATIO0.2,0.2,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__random_with_input__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9192923735284054,0.0119434926394951,5,He,293,random_with_input,cat,RATIO0.35,0.35,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__random_with_input__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9218052586754248,0.0114652553439741,5,He,293,random_with_input,cat,RATIO0.3,0.3,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__random_with_input__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9233637513395704,0.0347529463264873,5,He,293,random_with_input,cat,RATIO0.45,0.45,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__random_with_input__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.9272172939224014,0.0311902402718654,5,He,293,random_with_input,cat,RATIO0.4,0.4,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__random_with_input__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.9285042476097946,0.0498448182851593,5,He,293,random_with_input,cat,RATIO0.55,0.55,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__random_with_input__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9169787592404032,0.0323327584531837,5,He,293,random_with_input,cat,RATIO0.5,0.5,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__random_with_input__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9727895983140498,0.0413756848233234,5,He,293,random_with_input,cat,RATIO0.65,0.65,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__random_with_input__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.9558576206540452,0.0477834547305829,5,He,293,random_with_input,cat,RATIO0.6,0.6,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__random_with_input__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9674111378417528,0.0510568610115203,5,He,293,random_with_input,cat,RATIO0.75,0.75,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__random_with_input__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.97195933488243,0.0428103339745723,5,He,293,random_with_input,cat,RATIO0.7,0.7,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct+input__random_with_input__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9618747910686476,0.0619533601355527,5,He,293,random_with_input,cat,RATIO0.8,0.8,0.01,15,struct+input
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.8727115474628236,0.0247081035619532,5,He,293,random_struct,cat,RATIO0.05,0.05,0.01,15,struct
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.9039613279432652,0.0245583346811485,5,He,293,random_struct,cat,RATIO0.15,0.15,0.01,15,struct
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.8916387212497838,0.0212577561000794,5,He,293,random_struct,cat,RATIO0.1,0.1,0.01,15,struct
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9066728601081252,0.0166493001792675,5,He,293,random_struct,cat,RATIO0.25,0.25,0.01,15,struct
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9064451923135716,0.0265499271011162,5,He,293,random_struct,cat,RATIO0.2,0.2,0.01,15,struct
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.910022689651792,0.0110531174264561,5,He,293,random_struct,cat,RATIO0.35,0.35,0.01,15,struct
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9115172092919576,0.0141319045928674,5,He,293,random_struct,cat,RATIO0.3,0.3,0.01,15,struct
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9158586895467532,0.0363585597667149,5,He,293,random_struct,cat,RATIO0.45,0.45,0.01,15,struct
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.9185147174799948,0.0321735745576019,5,He,293,random_struct,cat,RATIO0.4,0.4,0.01,15,struct
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.924400167903803,0.0516156956122138,5,He,293,random_struct,cat,RATIO0.55,0.55,0.01,15,struct
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9109800218220844,0.0366970944441896,5,He,293,random_struct,cat,RATIO0.5,0.5,0.01,15,struct
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9662539105981466,0.0405711295420653,5,He,293,random_struct,cat,RATIO0.65,0.65,0.01,15,struct
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.948064313275342,0.0480210016257852,5,He,293,random_struct,cat,RATIO0.6,0.6,0.01,15,struct
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9586217864978565,0.0539983453406078,5,He,293,random_struct,cat,RATIO0.75,0.75,0.01,15,struct
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.963424435316096,0.0460020711135614,5,He,293,random_struct,cat,RATIO0.7,0.7,0.01,15,struct
./try09_all\He_293_0.01_to_15__struct__random_struct__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9543325182085718,0.0613359326370361,5,He,293,random_struct,cat,RATIO0.8,0.8,0.01,15,struct
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.9529774251096402,0.0239958238803313,5,He,293,qt_then_rd,cat,RATIO0.05,0.05,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.9871380329519204,0.0012421958433556,5,He,293,qt_then_rd,cat,RATIO0.15,0.15,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.9778109840534466,0.0202217899676693,5,He,293,qt_then_rd,cat,RATIO0.1,0.1,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9885539759836592,0.000790472917383,5,He,293,qt_then_rd,cat,RATIO0.25,0.25,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9885519435312312,0.0010956454048456,5,He,293,qt_then_rd,cat,RATIO0.2,0.2,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9873434454104502,0.0008473551748058,5,He,293,qt_then_rd,cat,RATIO0.35,0.35,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9878500064491694,0.0010458993267294,5,He,293,qt_then_rd,cat,RATIO0.3,0.3,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9859095109824648,0.0007915342972667,5,He,293,qt_then_rd,cat,RATIO0.45,0.45,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.98670045292385,0.0007078007359739,5,He,293,qt_then_rd,cat,RATIO0.4,0.4,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.984372181911145,0.0004293860149138,5,He,293,qt_then_rd,cat,RATIO0.55,0.55,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9847391294966088,0.0003152582879154,5,He,293,qt_then_rd,cat,RATIO0.5,0.5,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9824667756708416,0.0005423181188003,5,He,293,qt_then_rd,cat,RATIO0.65,0.65,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.9826949317974242,0.0006242977565996,5,He,293,qt_then_rd,cat,RATIO0.6,0.6,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9792428454505078,0.0007465164964953,5,He,293,qt_then_rd,cat,RATIO0.75,0.75,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9810662171355892,0.0006761761022418,5,He,293,qt_then_rd,cat,RATIO0.7,0.7,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__qt_then_rd__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9783872433757108,0.0013465980518704,5,He,293,qt_then_rd,cat,RATIO0.8,0.8,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.8836085580116844,0.0239306687166717,5,He,293,random_with_input,cat,RATIO0.05,0.05,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.915085285635568,0.0242395790995851,5,He,293,random_with_input,cat,RATIO0.15,0.15,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.900290458708916,0.0184706236981846,5,He,293,random_with_input,cat,RATIO0.1,0.1,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9164003945354512,0.0161491138684216,5,He,293,random_with_input,cat,RATIO0.25,0.25,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9153309745883896,0.0253898224191737,5,He,293,random_with_input,cat,RATIO0.2,0.2,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9211888959302575,0.0097465767794738,5,He,293,random_with_input,cat,RATIO0.35,0.35,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9236795513339284,0.0105652916980401,5,He,293,random_with_input,cat,RATIO0.3,0.3,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.9258461353583106,0.0324759675693979,5,He,293,random_with_input,cat,RATIO0.45,0.45,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.9286018245193952,0.0283463617478393,5,He,293,random_with_input,cat,RATIO0.4,0.4,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.9321631440092504,0.0468653555279792,5,He,293,random_with_input,cat,RATIO0.55,0.55,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9198827379622878,0.0296982602771645,5,He,293,random_with_input,cat,RATIO0.5,0.5,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9739035691227664,0.0373480856512042,5,He,293,random_with_input,cat,RATIO0.65,0.65,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.9572920548128556,0.0459708359976221,5,He,293,random_with_input,cat,RATIO0.6,0.6,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9683941692076824,0.0477255873031887,5,He,293,random_with_input,cat,RATIO0.75,0.75,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9724945440712534,0.0418478268357346,5,He,293,random_with_input,cat,RATIO0.7,0.7,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct+input__random_with_input__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9620504214815976,0.0580137504314441,5,He,293,random_with_input,cat,RATIO0.8,0.8,0.01,1,struct+input
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.8747510722797808,0.0232377077602877,5,He,293,random_struct,cat,RATIO0.05,0.05,0.01,1,struct
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.15_QTFRAC_0.15,0.9058798356191295,0.0230114850701789,5,He,293,random_struct,cat,RATIO0.15,0.15,0.01,1,struct
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.1_QTFRAC_0.1,0.8923542889332611,0.0206992112489807,5,He,293,random_struct,cat,RATIO0.1,0.1,0.01,1,struct
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.25_QTFRAC_0.25,0.9047311768282472,0.0161893334506574,5,He,293,random_struct,cat,RATIO0.25,0.25,0.01,1,struct
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.2_QTFRAC_0.2,0.9060832150344712,0.0264706548956262,5,He,293,random_struct,cat,RATIO0.2,0.2,0.01,1,struct
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.35_QTFRAC_0.35,0.9112637128143564,0.0093370978173658,5,He,293,random_struct,cat,RATIO0.35,0.35,0.01,1,struct
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.3_QTFRAC_0.3,0.9130724168394012,0.0122021821146084,5,He,293,random_struct,cat,RATIO0.3,0.3,0.01,1,struct
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.45_QTFRAC_0.45,0.916472501314886,0.032304156359243,5,He,293,random_struct,cat,RATIO0.45,0.45,0.01,1,struct
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.4_QTFRAC_0.4,0.9195637589340702,0.0282244170098019,5,He,293,random_struct,cat,RATIO0.4,0.4,0.01,1,struct
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.55_QTFRAC_0.55,0.9237864439640712,0.0470926468742165,5,He,293,random_struct,cat,RATIO0.55,0.55,0.01,1,struct
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.5_QTFRAC_0.5,0.9131490006777796,0.0335355607259692,5,He,293,random_struct,cat,RATIO0.5,0.5,0.01,1,struct
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.65_QTFRAC_0.65,0.9652062003466748,0.0374908042972815,5,He,293,random_struct,cat,RATIO0.65,0.65,0.01,1,struct
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.6_QTFRAC_0.6,0.9482046850003434,0.0456862348891877,5,He,293,random_struct,cat,RATIO0.6,0.6,0.01,1,struct
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.75_QTFRAC_0.75,0.9581656806686352,0.0492443475996738,5,He,293,random_struct,cat,RATIO0.75,0.75,0.01,1,struct
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.7_QTFRAC_0.7,0.9627144589197756,0.0415775476670419,5,He,293,random_struct,cat,RATIO0.7,0.7,0.01,1,struct
./try09_all\He_293_0.01_to_1__struct__random_struct__cat_TRAIN_RATIO0.8_QTFRAC_0.8,0.9541179972746844,0.055445256917951,5,He,293,random_struct,cat,RATIO0.8,0.8,0.01,1,struct
./try09_all\He_293_0.01_to_5__struct+input__qt_then_rd__cat_TRAIN_RATIO0.05_QTFRAC_0.05,0.9545977768079104,0.0219107775797693,5,He,293,qt_then_rd,cat,RATIO0.05,0.05,0.01,5,struct+input
