GAS,TEMP,LOW,HIGH,INPUT,SAMPLING,MODEL,R2_MEAN,R2_STD,MAE_MEAN,MAE_STD
He,293,0.01,1,struct,random_struct,rf,0.9501770768594756,0.04205634097995817,0.0012970946548182599,5.100972230274562e-05
Ar,313,0.01,1,struct,random_struct,cat,0.3440412474870097,0.05465307325785317,0.10188972513762666,0.003255867565793021
Ar,273,0.01,1,struct,random_struct,rf,0.3685657712297831,0.04449442572084345,0.20412455695225126,0.0090926384717815
He,293,0.01,15,struct,random_struct,rf,0.9541684565276919,0.046507345361647724,0.01859803472752402,0.0007702235961643735
H2,293,0.01,5,struct,random_struct,rf,0.21557105490849504,0.12040104572748299,0.25511085529724287,0.007053617704304966
He,293,0.01,5,struct,random_struct,cat,0.9560008391215895,0.048582281109800556,0.006854214048617101,0.00027202871418558416
Ar,293,0.01,15,struct,random_struct,cat,0.7750843955978993,0.009926080326926531,0.5037182016695246,0.0030206102189370997
Ar,273,0.01,15,struct,random_struct,cat,0.7487052147223331,0.01883128153698225,0.6219096618568779,0.024047556494109983
Ar,273,0.01,15,struct,random_struct,rf,0.7498821648152786,0.020603758045855004,0.5933429369542796,0.024304544528720294
He,313,0.01,15,struct,random_struct,cat,0.9562150967701308,0.055049853164003515,0.017413465557933022,0.0007282562058911848
N2,293,0.01,5,struct,random_struct,rf,0.3978387079571346,0.046246600259989785,0.30662197595489393,0.005176550602445177
O2,293,0.01,5,struct,random_struct,gbm,0.34951313853972643,0.0701537676932543,0.3292915643290508,0.006132579534249835
He,293,0.01,5,struct,random_struct,gbm,0.9478860908821751,0.03491504461282196,0.00668803182971814,0.00019556354034839127
N2,293,0.01,5,struct,random_struct,cat,0.3753160118490345,0.04506460973603206,0.32536085837018647,0.0036434501871396214
He,313,0.01,1,struct,random_struct,cat,0.9571407518603989,0.05271096760534077,0.0011973002485559802,5.7717736520149316e-05
Ar,293,0.01,1,struct,random_struct,cat,0.36326682400540444,0.0261767475616225,0.1463423911717993,0.0026596148344173484
Ar,293,0.01,15,struct,random_struct,gbm,0.7584841918879238,0.01166179642167406,0.5202703876193291,0.0019181173877300952
Ar,313,0.01,15,struct,random_struct,cat,0.6848334197638788,0.006375232643975912,0.4519485168756757,0.010293526818197167
He,313,0.01,5,struct,random_struct,cat,0.9585627188148654,0.04732483658898977,0.0059603836304129,0.00022698521790462107
Ar,313,0.01,15,struct,random_struct,rf,0.6878876145349009,0.011226190414257181,0.43111395172835804,0.011709296481406692
He,273,0.01,5,struct,random_struct,cat,0.9522921455429711,0.04763373459051014,0.00811117848469248,0.00028827604700297466
He,293,0.01,15,struct,random_struct,gbm,0.9420340382895945,0.041132315676890435,0.01952989860699572,0.0007111488764023243
