,name,0.01 bar,0.05 bar,0.1 bar,0.2 bar,0.35 bar,0.5 bar,1.0 bar,5.0 bar,15.0 bar
5980,ZOXNEH_clean,0.0002358594,0.0010327569,0.0020710963,0.0040165871,0.0072767495,0.0103345473,0.0208812285,0.1037013557,0.3018218152
5981,ZOXTEN_clean,5.89401e-05,0.000321408,0.000581113,0.0011981427,0.0020205419,0.0030694923,0.0059888715,0.030042898,0.0890005428
5982,ZOXTIR_clean,6.97044e-05,0.0003255929,0.0005631382,0.0011794719,0.0020012501,0.0027569925,0.0058093116,0.0288585395,0.0850191926
5983,ZOXTUD_clean,5.83868e-05,0.000324894,0.0005942265,0.0011545509,0.0020256436,0.0028581257,0.0057520367,0.0286603612,0.0844649115
5984,ZOXVEP_clean,7.2047e-05,0.0002844452,0.0005716975,0.0011892431,0.0020893625,0.003029716,0.0058975602,0.0292361043,0.0864779002
5985,ZOYKAB_clean,8.45389e-05,0.0003349853,0.0007376017,0.0014403311,0.0025752654,0.0036679304,0.0072280737,0.0352326322,0.1041307572
5986,ZOYZUK_clean,9.44757e-05,0.0004581715,0.0009710394,0.0019108236,0.0032178554,0.0048459624,0.009282767,0.0457049121,0.1369499367
5987,ZOZCIC_clean,6.31992e-05,0.0002357817,0.0005590701,0.0011290786,0.001886254,0.0027443051,0.0054995484,0.0275974025,0.0829028061
5988,ZOZKAC_clean,9.6163e-05,0.0004353752,0.0008115732,0.0015872173,0.0027686481,0.0038412351,0.0078441507,0.0391700302,0.1156819375
5989,ZOZSEO_clean,3.04975e-05,0.0001538134,0.000291715,0.0006006677,0.0010369142,0.0015023322,0.002911846,0.0150564713,0.0443950432
5990,ZUBCEG_clean,4.69212e-05,0.000257588,0.0004845336,0.0010609944,0.0018462069,0.0025212981,0.0050320629,0.0251402055,0.0737257065
5991,ZUBFIN_clean,0.0001574541,0.0008613664,0.0017791468,0.0034067336,0.0060581928,0.0084326339,0.0167473877,0.0838177704,0.2462118589
5992,ZUCKIT_clean,0.000566981,0.0028598523,0.0057412498,0.011499509,0.020402245,0.0291314847,0.0584636807,0.286068005,0.828691519
5993,ZUDPEV_clean,6.05128e-05,0.0003698004,0.0007849853,0.0014960105,0.0026474344,0.0040459521,0.0076195682,0.037724679,0.1129555186
5994,ZUDQEW_clean,9.9707e-05,0.0005135447,0.0010485318,0.0020981358,0.0035497842,0.0050335961,0.0103813229,0.0509492129,0.1525624553
5995,ZUDRAT_clean,0.0001759314,0.0009846908,0.00176194,0.0037076889,0.0062403136,0.0094110178,0.0182469762,0.0923823741,0.2709553867
5996,ZUHSEC_clean,1.54832e-05,9.28989e-05,0.000213815,0.0004320537,0.0007380303,0.0010948801,0.0021234038,0.0107423587,0.0319638624
5997,ZUKNAW_clean,0.0003448986,0.0016755257,0.0033276324,0.0064764286,0.0114391357,0.0160761052,0.0324013039,0.1622726448,0.473728821
5998,ZUMNAY_clean,4.82633e-05,0.0002248865,0.0004477193,0.0009221375,0.0016204153,0.0021810913,0.0044166071,0.0219464607,0.0649983681
5999,ZUMWUZ_clean,0.0003811545,0.0019600471,0.0038719873,0.0075910193,0.0132256921,0.018691374,0.0381105188,0.1890230418,0.5502526864
6000,ZUPBET_clean,0.0001114176,0.0005283349,0.0009955698,0.0019731691,0.0033227592,0.0048592434,0.0096304309,0.0481359812,0.1411121402
6001,ZURROT_clean,0.0001806298,0.0007529057,0.0014686725,0.0030707071,0.0056012129,0.007456467,0.0150496724,0.0754475615,0.2248267443
6002,ZUSBIA_clean,0.0001443432,0.0007289332,0.0014087896,0.0028262399,0.0049466415,0.0067624789,0.01419038,0.0702532788,0.207330242
6003,ZUSBOG_clean,0.0001789856,0.0007563584,0.0015473591,0.0030687364,0.0051761471,0.0074423354,0.0148933314,0.0746687373,0.2180101954
6004,ZUSNOS_clean,0.0004076231,0.0019857604,0.0038967275,0.0077055729,0.0134356696,0.0190806889,0.0386681019,0.1909555404,0.5470433223
6005,ZUTBAR03_clean,0.0002281128,0.0010352812,0.0021666099,0.0041716015,0.0073023806,0.0105476778,0.0206622183,0.1032427502,0.2904393267
6006,ZUTBIB_clean,0.000130949,0.0006562676,0.0013239552,0.0027095781,0.0047339581,0.0068299032,0.0135151535,0.0661406579,0.1962384756
6007,ZUTBUN_clean,0.0001112343,0.0005789611,0.0011193972,0.0022225162,0.0039246728,0.0055042003,0.0111353706,0.0551928479,0.1618812229
6008,ZUVTEP_clean,7.57266e-05,0.0004342686,0.0009009914,0.0017757104,0.0030676981,0.0044261397,0.0089496421,0.0439229459,0.1305556673
6009,ZUWWAP_clean,5.32973e-05,0.0003240138,0.0007131687,0.0013696562,0.0023298537,0.0033348887,0.0066469356,0.0332710555,0.0981524902
6010,ZUXPOZ_clean,8.02987e-05,0.0004351673,0.0009208452,0.0016810928,0.0031148138,0.0044889583,0.0087227737,0.0431100589,0.1294687569
6011,1499489-acs.cgd.6b01265_1499490_clean,0.0003010645,0.0015154139,0.0027566741,0.0055453048,0.0101739608,0.0143283141,0.0286364452,0.142601962,0.4227802957
6012,ABAVIJ_clean,4.429e-05,0.0002810126,0.0006093697,0.0011271048,0.001941125,0.0027536179,0.0055072357,0.026511399,0.0775930719
6013,ABAYIO_clean,0.0002638719,0.0013045417,0.0026296005,0.0052073385,0.0091785254,0.0129884255,0.0258560284,0.1289336322,0.3735451797
6014,ABEFUL_clean,4.78766e-05,0.0003198154,0.0006262254,0.0012390454,0.0021525302,0.0030526095,0.0058237049,0.0297217692,0.0880698919
6015,ABESUX_clean,6.54623e-05,0.0003419078,0.0006378151,0.0012986305,0.0022845459,0.0031510368,0.0064644023,0.0320782973,0.094896011
6016,ABETIN_clean,0.000464415,0.0024835351,0.0047283521,0.0098100069,0.0170696377,0.0242893375,0.0487618367,0.2443768983,0.7069446347
6017,ABEXEN_clean,0.0004145466,0.0023226509,0.0045223263,0.0088482884,0.0160344235,0.0225818792,0.0456754954,0.2224250643,0.6587085582
6018,ABEXIQ_clean,9.51792e-05,0.0004203748,0.0008675188,0.001577397,0.0027165731,0.0039995094,0.0078850021,0.0394706171,0.1164398571
6019,ABEXOW_clean,8.01263e-05,0.000375901,0.0007636726,0.0015787842,0.0027124225,0.003860899,0.0075318691,0.0387919945,0.1139039399
6020,ABEXUC_clean,6.56547e-05,0.0003449322,0.000719262,0.001537496,0.0027506381,0.0036786233,0.0076306445,0.0376779608,0.1117952624
6021,ABEYAJ_clean,6.74279e-05,0.0003631476,0.000782164,0.0014853409,0.002482311,0.0036035411,0.0073457912,0.0358957392,0.1065881424
6022,ABIXOZ_clean,9.80605e-05,0.0005145294,0.0011928777,0.0022438559,0.0038555098,0.0055029269,0.0110231586,0.0560664032,0.165005897
6023,ABULOB_clean,0.0001876438,0.0007445706,0.0016242447,0.0031599214,0.0056908609,0.008008637,0.0157740877,0.0788884522,0.2307913553
6024,ACAJIY_clean,0.0001134636,0.0005105862,0.0010968148,0.0023019357,0.0038835495,0.0052674616,0.0107738844,0.0544436165,0.1602312304
6025,ACAJOF_clean,9.0726e-05,0.0005230089,0.0010460179,0.0021329514,0.0037535675,0.0052247525,0.0107448094,0.0534963423,0.157822393
6026,ACALIB_clean,3.83376e-05,0.000237446,0.0004254241,0.0008953693,0.0015817367,0.0021234104,0.0043667806,0.0219588094,0.066061933
6027,ACIBIY_clean,4.77824e-05,0.0003472965,0.0006468105,0.0013880204,0.0023949471,0.0032736771,0.0065357,0.0337705025,0.0995517165
6028,ACIBOE_clean,0.0002369468,0.0011747571,0.0023569968,0.0047364412,0.0079190104,0.0114657294,0.0232033241,0.1168072746,0.3455955921
6029,ACMPCD_SL,1.8039e-05,0.0001202602,0.0002477361,0.000493067,0.000880305,0.0012711507,0.002519452,0.012836578,0.0374309995
6030,ACOCUS_clean,0.0009931053,0.0053674422,0.010804986,0.0214043407,0.0374973205,0.052330809,0.1069001943,0.5334517848,1.5532073867
6031,ACODON_clean,0.0001698588,0.0009041441,0.001900295,0.0038359773,0.0067518862,0.0097421083,0.0194152115,0.0978333446,0.2891420947
6032,ACODUT_clean,5.13488e-05,0.0003858495,0.0007628964,0.0014847137,0.0026173215,0.0036839093,0.0077081877,0.0373481795,0.1112977803
6033,acs.cgd.5b01178_MAHFUZ1419064_clean,0.0001055168,0.0004903429,0.0010386167,0.0021682675,0.0036889514,0.0052406695,0.0107999585,0.0533232435,0.1585400808
6034,acs.cgd.5b01554_VAHLEY1433683_clean,5.73249e-05,0.0002785316,0.0005772954,0.0010392667,0.0018910472,0.0027542927,0.005578724,0.027280581,0.0803236448
6035,acs.cgd.5b01686_WAHFUJ1434675_clean,0.0001105836,0.0005152967,0.0009895521,0.0020178654,0.0035740158,0.0049933618,0.0102751529,0.0508479275,0.1513353434
6036,acs.cgd.5b01835_ULIMUZ1444615_clean,6.46684e-05,0.0002742834,0.0006110052,0.001117203,0.0022121065,0.0031308443,0.0061814105,0.030679598,0.0921391415
6037,acs.cgd.6b00038_ILUSOZ1440258_clean,0.0001548706,0.0007772479,0.0015168637,0.0031162285,0.0054624461,0.0078043214,0.0153466655,0.075917,0.2276858674
6038,acs.cgd.6b00151_AKECIE1449784_clean,0.0001805975,0.0008750075,0.0016202901,0.003418634,0.0060436565,0.0086406991,0.0173882305,0.0865519775,0.2536046451
6039,acs.cgd.6b00151_AKECUQ1449786_clean,0.0001923273,0.0009750994,0.0018905773,0.003727303,0.0067699209,0.0094451936,0.019057712,0.094457706,0.2790072882
6040,acs.cgd.6b00163_UKEBET1448506_clean,0.0001302404,0.0006294951,0.0012091924,0.0024605213,0.0043400685,0.006245153,0.0122681312,0.0616011369,0.1816776421
6041,acs.cgd.6b00429_1438789-1438792_clean,0.0002406682,0.0011986831,0.0025277929,0.0052605419,0.0089218046,0.0128377098,0.0254471729,0.1282373548,0.3778677701
6042,acs.cgd.6b00463_OLOMUZ1451936_clean,0.0002211326,0.0011581664,0.0022700062,0.0044492122,0.0080768983,0.0113796801,0.0231281205,0.1149562033,0.3266616157
6043,acs.cgd.6b00488_ANAVUI1457968_clean,2.82363e-05,0.0001571821,0.0003021284,0.000618375,0.0010099183,0.0016697066,0.0031041106,0.0154960816,0.0456082133
6044,acs.cgd.6b00506_OMECIU1457820_clean,4.52456e-05,0.0002727666,0.000502873,0.0009902331,0.0018524857,0.0025699523,0.0053881092,0.0260938062,0.0786601892
6045,acs.cgd.6b01311_1481292-1481295_clean,0.0002952629,0.0016160087,0.0030542247,0.0063719636,0.0114517553,0.0162648578,0.0323296989,0.1612738598,0.4776655068
6046,acs.chemmater.5b04306_cm5b04306_si_001_clean,0.0003521839,0.0017408958,0.0033369133,0.0067833687,0.0121155982,0.0170449953,0.0342360468,0.1693015273,0.487396641
6047,acs.chemmater.6b02817_cm6b02817_si_004_clean,0.0003300394,0.0016250613,0.0032752581,0.0064532529,0.0115317062,0.0167434866,0.0328651441,0.1628678643,0.470122482
6048,acs.inorgchem.5b02108_ic5b02108_si_002_clean,0.0002147228,0.0011257311,0.0022764784,0.0046300902,0.0081156871,0.0115866912,0.022762699,0.1117913486,0.3311171145
6049,acs.inorgchem.5b02316_ic5b02316_si_002_clean,0.0003263856,0.0015694662,0.0031222172,0.0062901811,0.0111762882,0.0159471487,0.0315045701,0.1563835798,0.4489535397
6050,acs.inorgchem.5b02434_ic5b02434_si_002_clean,0.0001030054,0.0004212185,0.0008700277,0.0017124646,0.0030975192,0.0044218742,0.0087996032,0.0430617706,0.1301620236
6051,acs.inorgchem.5b02434_ic5b02434_si_004_clean,0.000207942,0.0012124851,0.0023699267,0.0045915419,0.0082870986,0.0118526916,0.0235937673,0.1162212068,0.3459374402
6052,acs.inorgchem.5b02434_ic5b02434_si_009_clean,0.0001742223,0.0008536892,0.001692445,0.0034844456,0.0060654243,0.0086762696,0.0176288059,0.088156474,0.2600864873
6053,acs.inorgchem.5b02434_ic5b02434_si_010_clean,0.0002923614,0.0013563157,0.003011021,0.0058924384,0.0106154313,0.014895361,0.0296701605,0.1494720237,0.436185117
6054,acs.inorgchem.5b02434_ic5b02434_si_011_clean,0.0001064274,0.0004168407,0.0009525252,0.0019192408,0.0032087861,0.0046154016,0.0091243758,0.046256896,0.1368425784
6055,acs.inorgchem.5b02434_ic5b02434_si_013_clean,5.96321e-05,0.0003807281,0.0007763643,0.001389887,0.0024460635,0.003477011,0.0070354428,0.0349123096,0.1031497971
6056,acs.inorgchem.6b00001_ic6b00001_si_002_clean,5.68814e-05,0.000278224,0.0005341901,0.0010788909,0.0018164937,0.0026326175,0.0053085144,0.0264628144,0.0781265426
6057,acs.inorgchem.6b00001_ic6b00001_si_003_clean,2.8051e-05,0.0001589557,0.0003158336,0.0006732243,0.0011334687,0.0016643601,0.0033494987,0.0167360652,0.0497666519
6058,acs.inorgchem.6b00081_ic6b00081_si_001_clean,9.79947e-05,0.0004430465,0.0008419264,0.0018508578,0.0030806224,0.0041682256,0.0087008259,0.0425172813,0.1263193188
6059,acs.inorgchem.6b00105_ic6b00105_si_001_clean,0.000119981,0.000637399,0.0012493021,0.0025106022,0.0044078016,0.0064669754,0.0124600259,0.063753399,0.1878047446
6060,acs.inorgchem.6b00105_ic6b00105_si_002_clean,0.000151476,0.0006343995,0.0012538014,0.0025990882,0.0043673081,0.0061490258,0.0125605099,0.0628400438,0.188604118
6061,acs.inorgchem.6b00186_ic6b00186_si_001_clean,0.0002384501,0.001142464,0.002308511,0.0045357918,0.0079946279,0.0119041608,0.023375967,0.1144769922,0.3397572733
6062,acs.inorgchem.6b00186_ic6b00186_si_003_clean,1.61293e-05,0.0001112072,0.000235148,0.0004176636,0.0008658879,0.0010798131,0.0023149767,0.011248902,0.0334572277
6063,acs.inorgchem.6b00276_ic6b00276_si_001_clean,0.0001910729,0.0009293092,0.0019367846,0.0038185633,0.0065283247,0.0092930919,0.0189596445,0.0930032951,0.2799362995
6064,acs.inorgchem.6b00276_ic6b00276_si_006_clean,0.0004329722,0.0020593553,0.0041386175,0.0082105472,0.0143567624,0.0204920289,0.0411851162,0.2063197349,0.5865141558
6065,acs.inorgchem.6b00276_ic6b00276_si_009_clean,0.0002100166,0.000958687,0.0019630722,0.0039533687,0.0067156708,0.0095995104,0.0191290152,0.0954195026,0.2787611084
6066,acs.inorgchem.6b00332_ic6b00332_si_003_clean,3.75462e-05,0.0001796127,0.0003795206,0.0008168825,0.0013628239,0.0020000938,0.0039575676,0.019541251,0.0586389744
6067,acs.inorgchem.6b00433_ic6b00433_si_002_clean,0.0001116702,0.000624277,0.0012821896,0.0025872514,0.0043739752,0.0065239636,0.0128878218,0.0631394287,0.1890240768
6068,acs.inorgchem.6b00570_ic6b00570_si_002_clean,2.29465e-05,9.98172e-05,0.0001961924,0.0003958267,0.00065168,0.0009545735,0.0019860177,0.0096271948,0.0282574403
6069,acs.inorgchem.6b00878_ic6b00878_si_002_clean,0.0001412277,0.0006678054,0.0013900843,0.0027367915,0.0046827078,0.0068525709,0.0136234315,0.0675088693,0.1988456083
6070,acs.inorgchem.6b00894_ic6b00894_si_002_clean,0.0001495694,0.0007231062,0.0015957817,0.0031420819,0.0054418519,0.0076460324,0.0154585029,0.0775500439,0.2281180665
6071,acs.inorgchem.6b00894_ic6b00894_si_003_clean,6.26192e-05,0.0003403219,0.0006506955,0.001391236,0.0023359697,0.003388245,0.0065927162,0.0332766773,0.0982808865
6072,acs.inorgchem.6b00971_ic6b00971_si_003_clean,8.14931e-05,0.0004475584,0.0009125485,0.0017697515,0.0031237574,0.0044812496,0.0088923367,0.0438833876,0.1288972645
6073,acs.inorgchem.6b01060_ic6b01060_si_004_clean,0.0002202004,0.0010990183,0.0020056092,0.004005267,0.0072983543,0.0105041549,0.0206472605,0.103539822,0.3062253767
6074,acs.inorgchem.6b01168_ic6b01168_si_002_clean,5.89126e-05,0.0003411227,0.0006936478,0.0013663911,0.0025332397,0.0034653884,0.0067293338,0.0342129896,0.1022845434
6075,acs.inorgchem.6b01168_ic6b01168_si_003_clean,0.0001810555,0.0009335676,0.0018954252,0.0037979228,0.0065491182,0.0095238041,0.0186996422,0.0938673943,0.2762440707
6076,acs.inorgchem.6b01199_ic6b01199_si_002_clean,3.89746e-05,0.0001878774,0.0004057353,0.0007215293,0.001315142,0.0019627195,0.0039134468,0.0189626286,0.0558015945
6077,acs.inorgchem.6b01199_ic6b01199_si_003_clean,3.29785e-05,0.0001918748,0.0004267216,0.0007615032,0.0014380618,0.0020356719,0.0041462949,0.0204496584,0.0599378959
6078,acs.inorgchem.6b01211_ic6b01211_si_002_clean,0.00036834,0.0018329302,0.0035255404,0.0072067483,0.0126463414,0.0181188221,0.0360775916,0.1773031101,0.5264916621
6079,acs.inorgchem.6b01231_ic6b01231_si_002_clean,0.0002575667,0.0011950657,0.0024763507,0.0051393282,0.0085531779,0.0124428712,0.0245386822,0.1229869932,0.3623439174
6080,acs.inorgchem.6b01416_ic6b01416_si_002_clean,0.0002661912,0.0013519713,0.0025200605,0.0050278622,0.0092256281,0.0129768231,0.0254720502,0.1299486104,0.380816344
6081,acs.inorgchem.6b01569_ic6b01569_si_002_clean,7.88679e-05,0.0004759267,0.0009300968,0.0019241038,0.0034253127,0.0048707701,0.0098299267,0.0484194258,0.1430934907
6082,acs.inorgchem.6b01740_ic6b01740_si_002_clean,0.0007219905,0.0033775066,0.0071248132,0.0145595541,0.0252203596,0.0359868223,0.0722307436,0.3547332857,1.0511441564
6083,acs.inorgchem.6b01845_ic6b01845_si_003_clean,0.000253357,0.0012681849,0.0024607826,0.0049103671,0.0088423002,0.0124410898,0.0242004951,0.122179676,0.3643428004
6084,acs.inorgchem.6b01936_ic6b01936_si_002_clean,3.63041e-05,0.0002015505,0.0003705525,0.0007298382,0.001323223,0.0018189622,0.0037555999,0.0181808589,0.0541169421
6085,acs.inorgchem.6b02007_delta-Ru_phen_2_2_PF6_2_clean,6.58218e-05,0.0003734382,0.0007737424,0.0014870361,0.0026489929,0.0038284127,0.0076057799,0.0376057593,0.1129932507
6086,acs.inorgchem.6b02007_Ru-Cd_clean,0.0002839192,0.0013612347,0.0027697893,0.005656301,0.010165884,0.0143820838,0.0290244269,0.1441883557,0.4295429051
6087,acs.inorgchem.6b02007_Ru_phen_2_1_PF6_2_clean,0.0001353384,0.0007103398,0.0014012387,0.0026925616,0.0047517992,0.0067691642,0.0139099482,0.0681642045,0.2009506351
6088,acs.inorgchem.6b02007_Ru_phen_2_2_PF6_2_clean,9.16804e-05,0.0004785516,0.0009299013,0.0018910344,0.0034415415,0.0049215253,0.0095176355,0.0477332543,0.140342558
6089,acs.inorgchem.6b02007_Ru_phen_2_3_PF6_2_clean,9.59585e-05,0.0005517612,0.0010195588,0.0020111297,0.0032665865,0.0047579411,0.0099576911,0.0482051404,0.1431520545
6090,acs.inorgchem.6b02007_Ru_phen_2_4_PF6_2_clean,0.0001457576,0.0005812311,0.001176858,0.0022709401,0.0040830136,0.0058393032,0.0113798932,0.0578441917,0.1684184611
6091,acs.inorgchem.6b02007_Ru_phen_2_5_PF6_2_clean,0.0001710106,0.0008115757,0.0018521316,0.0036636844,0.0061969599,0.0088867535,0.0178488676,0.0874066989,0.2573361502
6092,acs.inorgchem.6b02332_ic6b02332_si_003_clean,0.0001329238,0.000549658,0.0010723721,0.0021267814,0.0037272563,0.0054175446,0.0109123288,0.0543550729,0.1596936235
6093,acs.inorgchem.6b02349_ic6b02349_si_002_clean,0.0001214108,0.000482362,0.0010369142,0.0021394559,0.0037817836,0.0054848168,0.0109089281,0.0531024766,0.1565937334
6094,acs.inorgchem.6b02407_ic6b02407_si_002_clean,0.0003148746,0.0013014818,0.0028571957,0.0057447127,0.0101226362,0.0146708253,0.0291573905,0.1432329696,0.4264218804
6095,acs.jchemed.6b00258_ed6b00258_si_005_clean,4.92917e-05,0.0002654167,0.000513771,0.0010085836,0.0018256881,0.0026086675,0.0051244391,0.0253757369,0.0750693354
6096,acsami.6b11116_am6b11116_si_002_clean,0.0005292582,0.0026545179,0.0051691799,0.0107030818,0.0182498103,0.0262544979,0.0518289127,0.2605403792,0.7741429659
6097,acscombsci.5b00188_24205_clean,0.0002228872,0.0010313597,0.0020424569,0.0040687038,0.0070290506,0.0099610299,0.019891666,0.1001553591,0.2953518301
6098,acscombsci.5b00188_5013797_clean,0.0004334013,0.0020027108,0.0040677407,0.0084130849,0.0152228681,0.0209958874,0.0424421722,0.2071941697,0.6209933098
6099,acscombsci.5b00188_5040209_clean,0.0001968423,0.0011810536,0.0024196457,0.0049210566,0.0082461767,0.0121073134,0.0235786748,0.1196558694,0.3485622232
6100,acscombsci.5b00188_8372_clean,0.0002894751,0.0014984595,0.0028512355,0.005710039,0.010063518,0.0145059207,0.0292994246,0.1456305896,0.4228910104
6101,acsnano.6b03030_nn6b03030_si_001_clean,5.96768e-05,0.0003345262,0.0006093756,0.0012767469,0.0022996574,0.0033553481,0.0064476141,0.032612101,0.09658225
6102,ACUBAB_clean,8.23789e-05,0.0003904344,0.0008196353,0.0016378861,0.0028022667,0.0038994981,0.007803842,0.038653697,0.113800549
6103,ACUFEK_clean,0.0005562702,0.00292481,0.0057852098,0.0116641072,0.0203477774,0.0292539556,0.0588650952,0.2898109045,0.860561668
6104,ACUTOI_clean,6.56047e-05,0.0003406053,0.0006389719,0.0012554765,0.0022089916,0.0030942059,0.0064418438,0.0314075831,0.0912345892
6105,ADABIS_clean,3.4125e-05,0.0001339723,0.0002110695,0.0004689029,0.000844278,0.0011160142,0.0023533618,0.0113067534,0.0337862881
6106,ADABUE_clean,5.6875e-05,0.0003052293,0.000502396,0.0009801461,0.0017631255,0.0025783341,0.0050637724,0.0248430076,0.0734237516
6107,ADARAA_clean,0.0003544429,0.0015595486,0.0032576521,0.0064524711,0.0108362849,0.0154988196,0.0317564691,0.1565992995,0.4672314099
6108,ADASEF_clean,0.000824489,0.0040655839,0.008401259,0.0159448599,0.0284922563,0.0408122075,0.0819561061,0.4049852262,1.2043131363
6109,ADASIJ_clean,0.0005343136,0.0025661844,0.0051822874,0.01053097,0.0179189188,0.0263200298,0.0523035714,0.2600369392,0.7526315677
6110,ADASUV_clean,0.0005679892,0.0025707045,0.0049164263,0.009961941,0.0182863027,0.0258951454,0.0515837493,0.2569671803,0.7541237291
6111,ADATAC_clean,0.0011553742,0.0055511699,0.0105864517,0.0213072493,0.0373911326,0.0543670722,0.1073960598,0.5328639427,1.5744579423
6112,ADATEG_manual,0.0015550728,0.0079476711,0.015654112,0.0311703782,0.0549530838,0.077094563,0.1533017438,0.7769677681,2.2219448264
6113,ADATOQ_clean,0.0004407145,0.0022268189,0.0044487947,0.0086622188,0.0152700302,0.0216608744,0.0435609938,0.2171298527,0.6243955541
6114,ADAXIO_clean,0.0001363094,0.0005928639,0.0013483136,0.0024979111,0.0043799665,0.0062965097,0.0128656383,0.0632048705,0.1865632512
6115,ADEGIA01_clean,9.46755e-05,0.0004888696,0.0010121667,0.0019451502,0.0033360187,0.0047802498,0.0095450072,0.0464443351,0.1365994667
6116,ADEGIA_clean,9.81182e-05,0.0005009192,0.00095364,0.0020277761,0.0035597971,0.0051021463,0.0098858388,0.048212184,0.1452734597
6117,ADIQEL_clean,0.0001231661,0.0006236508,0.0012375265,0.0025004682,0.0044965417,0.006363584,0.0122129982,0.0616143513,0.1799672388
6118,ADODII_clean,0.0001453867,0.0006617601,0.0013686402,0.0026921603,0.0047175473,0.0064571741,0.013007095,0.0637144614,0.1887896238
6119,ADODUU_clean,0.0001141473,0.0005585929,0.0011147572,0.002333947,0.0042453063,0.0060133744,0.011779025,0.0591015614,0.1752111749
6120,ADOGEH_clean,0.0003036924,0.0015028597,0.0029466526,0.005780744,0.0102960099,0.0145086978,0.0292414036,0.1441519394,0.4162464427
6121,AFEDIA_clean,1.34596e-05,0.0001162423,0.000188435,0.0003793171,0.0007231497,0.0010168146,0.0020018155,0.0100408914,0.0303943141
6122,AFEJOK_ion_b,0.000192789,0.0010069517,0.0019753456,0.0036867185,0.0065637233,0.0093873404,0.0184588034,0.0927567107,0.2756229912
6123,AFENEE_clean,7.97978e-05,0.0004509504,0.0008202473,0.0015551294,0.0027725099,0.0040529864,0.0082395878,0.0402180961,0.1192884468
6124,AFIPAH_clean,6.70835e-05,0.0003880319,0.0007997403,0.001499513,0.0026728162,0.0038092892,0.0075094033,0.0382362666,0.1132237556
6125,AFIXAO_clean,0.0001338015,0.0006744028,0.0012970114,0.0026382636,0.0046172311,0.0065756967,0.0133175663,0.0664982707,0.194121171
6126,AFIXES_clean,0.00014675,0.0006959837,0.0014362081,0.0026976111,0.0047046337,0.0066997868,0.0131557096,0.0672190724,0.1968392839
6127,AFOQUI_clean,6.44078e-05,0.0002960019,0.000679708,0.0011853778,0.0021857544,0.0030504635,0.0061913721,0.0303977457,0.0905532703
6128,AFOTOF_clean,0.0002216392,0.0011102294,0.0021675908,0.004516153,0.0075865677,0.0112934326,0.0222310225,0.1111286786,0.3281541306
6129,AFOTUL_clean,0.0002243725,0.0010708688,0.0022906393,0.0043426279,0.008071291,0.0114878724,0.022565755,0.1137323842,0.3330299932
6130,AFOVAT_clean,0.000202398,0.0010787606,0.0022096857,0.0046175962,0.0079081291,0.0114365318,0.0225371246,0.1129214063,0.3350000329
6131,AFOVIB_clean,0.000213337,0.0010626597,0.002278278,0.0043653578,0.0075352235,0.0109123882,0.0217080449,0.1095747078,0.3240588862
6132,AFOVOH_clean,0.0002126469,0.0011747191,0.0023040184,0.0048867487,0.0080929678,0.0112021539,0.023273476,0.1139560062,0.3368243653
6133,AFOYAW_clean,0.0001935225,0.0010074152,0.0021465903,0.0042204381,0.0073044461,0.0105037441,0.0210225857,0.1039435584,0.3102783775
6134,AFOYEA_clean,4.13299e-05,0.0002320835,0.0004307851,0.0008234194,0.0014211138,0.0019838368,0.0041075595,0.0198320093,0.0588697205
6135,AFOYEB_clean,3.68312e-05,0.0002506895,0.0004859337,0.001037213,0.0017797767,0.0025663002,0.0050185426,0.0250404363,0.0753161576
6136,AFOYIE_clean,0.0004249663,0.0016828667,0.0035810496,0.0071451006,0.0121795351,0.0173244609,0.0351617145,0.1732049453,0.5098944393
6137,AFOYOK_clean,0.0002295554,0.001111161,0.0021040235,0.0043024041,0.0074542144,0.0107750226,0.0214190718,0.1074206798,0.3205678357
6138,AFUKET_clean,0.0001875741,0.0010479344,0.0021423748,0.0043064523,0.0074115005,0.0105677053,0.0207184071,0.1053453103,0.3102676411
6139,AGABIU_clean,0.0004487063,0.0022255833,0.0043470666,0.0090674569,0.0157729239,0.0231245279,0.0450321644,0.2237967547,0.6602515787
6140,AGARUW_clean,0.0001015897,0.0004680382,0.0010425036,0.002069285,0.0036088524,0.0051931676,0.0104141515,0.0516692364,0.1503261182
6141,AGAYIQ_clean,3.51134e-05,0.0002356496,0.0004627159,0.0008786141,0.0015215786,0.0022534969,0.0044437897,0.0220948812,0.0659811082
6142,AGIMOU_clean,6.47546e-05,0.0003027277,0.0006799232,0.0013226124,0.0023457349,0.0033591441,0.0068186579,0.0335914414,0.099259067
6143,AGIREP_clean,0.0002867735,0.001438728,0.0028191291,0.0059938898,0.0102169128,0.0146627118,0.0293861807,0.1465833732,0.4177260783
6144,AGONAM_clean,0.0001174797,0.000742128,0.0013739396,0.0026003133,0.0046748331,0.0067679779,0.0132007087,0.0670981107,0.1972412817
6145,AGUBUA_clean,0.0001084924,0.0006774745,0.0013019083,0.0027267747,0.0048881836,0.0067373756,0.0136338734,0.0679451494,0.1987953753
6146,AGUTUS_clean,4.27424e-05,0.0002854086,0.0004467265,0.0009265439,0.0016297246,0.0023659961,0.0047609468,0.0235303554,0.0715520798
6147,AGUWUV_clean,7.37403e-05,0.0003773767,0.0007778877,0.0015789095,0.0026156111,0.0038099145,0.0075952489,0.0380152833,0.1122225854
